epsilon,label,da_import_cost_mean,rt_imbalance_cost_mean,rt_pv_cost_mean,rt_bess_cost_mean,trafo_steps,line_steps,trafo_violation_probability_pct,horizon_timesteps,total_rt_cost_mean,is_deterministic,trafo_cvar90_loading_pct,trafo_cvar95_loading_pct,trafo_violation_excess_cvar90_pct,trafo_violation_excess_cvar95_pct,plot_order,import_cost_eur_mean,pv_rt_curt_cost_eur_mean,bess_rt_cycle_cost_eur_mean,total_cost_eur_mean,voltage_steps,line_steps_legacy,trafo_steps_legacy
,deterministic,811.0362299116133,38.47752504351064,0.0,1.4328486662133506,5465,1332,5.692708333333334,96,39.91037370972399,1,82.61356353759766,87.16093444824219,19.073516845703125,25.59891128540039,0,,,,,,,
0.3,0.30,808.7794149136612,44.310100041211186,5.981530944429537,1.0033659109240114,4305,1332,4.484375,96,51.29499689656473,0,80.95536804199219,85.29019165039062,23.526113510131836,31.370817184448242,1,813.4220762275551,4.82619456851572,0.0,818.2482707960708,0.0,1332.0,4305.0
0.2,0.20,807.5641339088978,55.84550516800696,0.0,0.8674925851413564,3870,1332,4.03125,96,56.712997753148315,0,80.27091979980469,84.48868560791016,25.40894317626953,33.33668899536133,2,806.9391112032728,0.0,0.0,806.9391112032728,0.0,1332.0,3870.0
0.1,0.10,804.656229620128,63.90509163034559,0.0,0.7287516925871886,2279,1332,2.3739583333333334,96,64.63384332293278,0,77.80892944335938,81.26927947998047,32.28003692626953,41.75411605834961,3,801.5366709754018,0.0,0.0,801.5366709754018,0.0,1332.0,2279.0
