file,mode,epsilon,mean_cost_eur,var95_cost_eur,cvar95_cost_eur,trafo_violation_rate_mean,trafo_violation_rate_max,n_trajectories,n_steps
v3_summary_drcc_false.csv,stochastic,,850.7596039435874,859.0767953392177,861.0542296001573,0.05552083333333334,0.52,100,96
v3_summary_drcc_true_epsilon_0_10.csv,drcc_true,0.1,877.8394191032074,888.9756860918985,892.4110166422142,0.0428125,0.54,100,96
v3_summary_drcc_true_epsilon_0_20.csv,drcc_true,0.2,868.6422040019633,878.1176534286074,881.9744926698047,0.0496875,0.54,100,96
v3_summary_drcc_true_epsilon_0_30.csv,drcc_true,0.3,861.3726674119125,870.900290795736,873.5256942973487,0.05,0.54,100,96
