sample_id,t,trafo_index,loading_pct
s0001,0,0,53.673096
s0001,1,0,47.500526
s0001,2,0,43.297318
s0001,3,0,51.14316
s0001,4,0,58.119926
s0001,5,0,47.317165
s0001,6,0,47.564705
s0001,7,0,60.946106
s0001,8,0,53.740208
s0001,9,0,59.787563
s0001,10,0,59.36666
s0001,11,0,68.956
s0001,12,0,64.200424
s0001,13,0,65.24332
s0001,14,0,63.737965
s0001,15,0,69.94916
s0001,16,0,66.95579
s0001,17,0,64.930954
s0001,18,0,71.60891
s0001,19,0,67.39517
s0001,20,0,68.67838
s0001,21,0,67.4685
s0001,22,0,51.930237
s0001,23,0,71.11632
s0001,24,0,62.107674
s0001,25,0,74.11323
s0001,26,0,65.41257
s0001,27,0,61.86255
s0001,28,0,64.17573
s0001,29,0,69.831825
s0001,30,0,60.45201
s0001,31,0,63.971066
s0001,32,0,63.347366
s0001,33,0,48.993626
s0001,34,0,44.703037
s0001,35,0,56.431664
s0001,36,0,54.396236
s0001,37,0,61.492294
s0001,38,0,63.053387
s0001,39,0,47.58288
s0001,40,0,58.86214
s0001,41,0,59.5408
s0001,42,0,44.637352
s0001,43,0,62.530487
s0001,44,0,48.390896
s0001,45,0,69.59364
s0001,46,0,49.01484
s0001,47,0,47.99101
s0001,48,0,62.76127
s0001,49,0,44.392227
s0001,50,0,42.933273
s0001,51,0,60.294758
s0001,52,0,48.75719
s0001,53,0,49.54444
s0001,54,0,53.72936
s0001,55,0,57.12646
s0001,56,0,57.387684
s0001,57,0,59.668785
s0001,58,0,51.83578
s0001,59,0,66.34263
s0001,60,0,67.93821
s0001,61,0,56.491093
s0001,62,0,65.06573
s0001,63,0,75.915344
s0001,64,0,63.142174
s0001,65,0,72.16569
s0001,66,0,64.73981
s0001,67,0,65.16703
s0001,68,0,66.16143
s0001,69,0,65.375946
s0001,70,0,61.54638
s0001,71,0,56.461906
s0001,72,0,63.313587
s0001,73,0,75.77214
s0001,74,0,71.57597
s0001,75,0,80.2435
s0001,76,0,80.60804
s0001,77,0,80.19073
s0001,78,0,85.18144
s0001,79,0,79.89978
s0001,80,0,79.99255
s0001,81,0,78.16981
s0001,82,0,69.82553
s0001,83,0,69.46097
s0001,84,0,69.358604
s0001,85,0,65.20157
s0001,86,0,63.333485
s0001,87,0,66.860214
s0001,88,0,51.863064
s0001,89,0,61.568478
s0001,90,0,62.405014
s0001,91,0,62.929634
s0001,92,0,62.510815
s0001,93,0,72.89054
s0001,94,0,70.10732
s0001,95,0,72.81716
s0002,0,0,55.531925
s0002,1,0,52.95059
s0002,2,0,43.39816
s0002,3,0,46.278168
s0002,4,0,51.29366
s0002,5,0,55.166687
s0002,6,0,59.751106
s0002,7,0,61.615208
s0002,8,0,59.23785
s0002,9,0,52.893963
s0002,10,0,54.4636
s0002,11,0,79.69589
s0002,12,0,59.494553
s0002,13,0,58.667816
s0002,14,0,63.93041
s0002,15,0,59.007233
s0002,16,0,83.93499
s0002,17,0,63.696514
s0002,18,0,61.69423
s0002,19,0,63.982002
s0002,20,0,68.06647
s0002,21,0,69.881805
s0002,22,0,62.415443
s0002,23,0,70.202995
s0002,24,0,76.08281
s0002,25,0,67.12581
s0002,26,0,68.39603
s0002,27,0,70.21168
s0002,28,0,69.14156
s0002,29,0,77.29261
s0002,30,0,51.099144
s0002,31,0,72.983505
s0002,32,0,58.381252
s0002,33,0,58.602093
s0002,34,0,52.09399
s0002,35,0,48.75989
s0002,36,0,57.78721
s0002,37,0,56.060284
s0002,38,0,62.13883
s0002,39,0,28.833834
s0002,40,0,65.51349
s0002,41,0,25.974585
s0002,42,0,45.907166
s0002,43,0,37.188145
s0002,44,0,50.158714
s0002,45,0,51.58143
s0002,46,0,41.504963
s0002,47,0,33.657047
s0002,48,0,68.82338
s0002,49,0,46.256138
s0002,50,0,46.24847
s0002,51,0,65.93069
s0002,52,0,56.951904
s0002,53,0,52.274925
s0002,54,0,49.640022
s0002,55,0,64.181046
s0002,56,0,53.64777
s0002,57,0,62.318398
s0002,58,0,56.880325
s0002,59,0,62.41523
s0002,60,0,69.07866
s0002,61,0,64.9164
s0002,62,0,66.282906
s0002,63,0,69.46366
s0002,64,0,66.99365
s0002,65,0,67.52981
s0002,66,0,70.98224
s0002,67,0,65.031624
s0002,68,0,54.512585
s0002,69,0,66.79261
s0002,70,0,63.242268
s0002,71,0,60.061478
s0002,72,0,61.588837
s0002,73,0,70.936325
s0002,74,0,75.4659
s0002,75,0,79.984604
s0002,76,0,80.56852
s0002,77,0,79.91124
s0002,78,0,80.80397
s0002,79,0,80.10943
s0002,80,0,79.951645
s0002,81,0,79.756546
s0002,82,0,70.2939
s0002,83,0,59.51039
s0002,84,0,63.19212
s0002,85,0,67.44369
s0002,86,0,62.516113
s0002,87,0,61.081974
s0002,88,0,54.72455
s0002,89,0,56.431362
s0002,90,0,50.21075
s0002,91,0,70.26082
s0002,92,0,72.84872
s0002,93,0,71.566315
s0002,94,0,69.51415
s0002,95,0,77.22478
s0003,0,0,53.98208
s0003,1,0,54.61558
s0003,2,0,45.467323
s0003,3,0,44.52286
s0003,4,0,51.349213
s0003,5,0,56.939167
s0003,6,0,56.773205
s0003,7,0,53.48547
s0003,8,0,63.84682
s0003,9,0,63.3367
s0003,10,0,57.722046
s0003,11,0,66.60389
s0003,12,0,68.38934
s0003,13,0,66.330826
s0003,14,0,69.45776
s0003,15,0,64.37962
s0003,16,0,56.14112
s0003,17,0,69.234344
s0003,18,0,69.37798
s0003,19,0,57.16319
s0003,20,0,68.406746
s0003,21,0,70.14409
s0003,22,0,56.832
s0003,23,0,66.31732
s0003,24,0,76.67903
s0003,25,0,73.88098
s0003,26,0,73.32862
s0003,27,0,71.23633
s0003,28,0,69.703255
s0003,29,0,73.13352
s0003,30,0,63.22491
s0003,31,0,69.55058
s0003,32,0,57.212597
s0003,33,0,59.199974
s0003,34,0,62.613426
s0003,35,0,50.101635
s0003,36,0,50.149788
s0003,37,0,52.30371
s0003,38,0,42.26081
s0003,39,0,32.65625
s0003,40,0,62.005596
s0003,41,0,54.2614
s0003,42,0,68.0274
s0003,43,0,66.812584
s0003,44,0,49.470066
s0003,45,0,34.96926
s0003,46,0,42.282925
s0003,47,0,30.673853
s0003,48,0,52.311916
s0003,49,0,50.430325
s0003,50,0,60.626827
s0003,51,0,55.465168
s0003,52,0,66.80514
s0003,53,0,59.56103
s0003,54,0,57.57245
s0003,55,0,60.103725
s0003,56,0,54.155575
s0003,57,0,63.31872
s0003,58,0,57.729168
s0003,59,0,67.40248
s0003,60,0,61.6769
s0003,61,0,58.963036
s0003,62,0,73.3079
s0003,63,0,70.97313
s0003,64,0,72.92236
s0003,65,0,73.183304
s0003,66,0,73.562454
s0003,67,0,67.09455
s0003,68,0,57.396477
s0003,69,0,62.132614
s0003,70,0,51.43349
s0003,71,0,57.26936
s0003,72,0,64.63644
s0003,73,0,73.30443
s0003,74,0,74.49491
s0003,75,0,80.32582
s0003,76,0,79.59623
s0003,77,0,80.1941
s0003,78,0,74.76665
s0003,79,0,80.05587
s0003,80,0,79.90503
s0003,81,0,78.74153
s0003,82,0,57.911297
s0003,83,0,62.747772
s0003,84,0,73.44265
s0003,85,0,71.832855
s0003,86,0,68.9223
s0003,87,0,65.26557
s0003,88,0,58.03223
s0003,89,0,64.26738
s0003,90,0,56.068462
s0003,91,0,67.92379
s0003,92,0,64.28241
s0003,93,0,70.885925
s0003,94,0,65.67097
s0003,95,0,69.69115
s0004,0,0,51.984623
s0004,1,0,48.2142
s0004,2,0,43.294056
s0004,3,0,47.517605
s0004,4,0,51.611374
s0004,5,0,58.66893
s0004,6,0,48.148106
s0004,7,0,53.785015
s0004,8,0,65.52006
s0004,9,0,53.79812
s0004,10,0,56.624424
s0004,11,0,64.733665
s0004,12,0,56.93354
s0004,13,0,53.798313
s0004,14,0,65.43278
s0004,15,0,61.874718
s0004,16,0,61.922855
s0004,17,0,58.22501
s0004,18,0,71.94328
s0004,19,0,62.089577
s0004,20,0,69.42275
s0004,21,0,63.07452
s0004,22,0,63.821045
s0004,23,0,62.617954
s0004,24,0,69.58282
s0004,25,0,74.38704
s0004,26,0,74.28497
s0004,27,0,63.774506
s0004,28,0,69.86864
s0004,29,0,69.03945
s0004,30,0,55.11914
s0004,31,0,59.97196
s0004,32,0,61.72666
s0004,33,0,46.387543
s0004,34,0,51.190758
s0004,35,0,54.551765
s0004,36,0,52.21538
s0004,37,0,62.498142
s0004,38,0,55.08069
s0004,39,0,55.053383
s0004,40,0,57.64899
s0004,41,0,57.101864
s0004,42,0,27.761786
s0004,43,0,61.190277
s0004,44,0,49.453945
s0004,45,0,41.882336
s0004,46,0,45.23034
s0004,47,0,25.500124
s0004,48,0,61.90989
s0004,49,0,52.449093
s0004,50,0,48.506992
s0004,51,0,41.89957
s0004,52,0,52.62079
s0004,53,0,56.447994
s0004,54,0,57.236233
s0004,55,0,60.584896
s0004,56,0,58.605717
s0004,57,0,63.638054
s0004,58,0,49.881332
s0004,59,0,66.3501
s0004,60,0,60.72813
s0004,61,0,62.168205
s0004,62,0,63.458347
s0004,63,0,73.33183
s0004,64,0,68.20709
s0004,65,0,61.968452
s0004,66,0,73.738785
s0004,67,0,59.173954
s0004,68,0,66.63329
s0004,69,0,68.9327
s0004,70,0,60.916515
s0004,71,0,61.626263
s0004,72,0,58.908985
s0004,73,0,75.89649
s0004,74,0,76.33623
s0004,75,0,80.22396
s0004,76,0,80.022964
s0004,77,0,79.947044
s0004,78,0,76.10619
s0004,79,0,79.82176
s0004,80,0,79.89565
s0004,81,0,77.49758
s0004,82,0,67.624016
s0004,83,0,54.546326
s0004,84,0,65.274216
s0004,85,0,64.96347
s0004,86,0,76.81397
s0004,87,0,60.760246
s0004,88,0,63.15615
s0004,89,0,64.95872
s0004,90,0,53.587265
s0004,91,0,64.77322
s0004,92,0,59.16259
s0004,93,0,69.15007
s0004,94,0,66.45439
s0004,95,0,58.184
s0005,0,0,51.703037
s0005,1,0,41.705635
s0005,2,0,46.737843
s0005,3,0,45.77996
s0005,4,0,51.677055
s0005,5,0,53.462646
s0005,6,0,50.00734
s0005,7,0,58.534035
s0005,8,0,63.046734
s0005,9,0,57.754314
s0005,10,0,59.30849
s0005,11,0,70.09601
s0005,12,0,65.19318
s0005,13,0,70.76454
s0005,14,0,57.57945
s0005,15,0,65.03254
s0005,16,0,61.412125
s0005,17,0,62.907856
s0005,18,0,58.575882
s0005,19,0,66.981186
s0005,20,0,73.485916
s0005,21,0,73.41452
s0005,22,0,63.041958
s0005,23,0,64.970245
s0005,24,0,72.24413
s0005,25,0,68.68214
s0005,26,0,72.07499
s0005,27,0,66.831665
s0005,28,0,74.842
s0005,29,0,68.11133
s0005,30,0,53.585983
s0005,31,0,66.7077
s0005,32,0,63.09537
s0005,33,0,55.901066
s0005,34,0,49.19723
s0005,35,0,53.43656
s0005,36,0,55.557827
s0005,37,0,58.079323
s0005,38,0,65.94756
s0005,39,0,44.455154
s0005,40,0,47.26673
s0005,41,0,45.180626
s0005,42,0,44.43521
s0005,43,0,25.442902
s0005,44,0,30.511948
s0005,45,0,51.664772
s0005,46,0,50.761982
s0005,47,0,47.445896
s0005,48,0,54.222347
s0005,49,0,42.318035
s0005,50,0,45.25383
s0005,51,0,59.49026
s0005,52,0,62.75915
s0005,53,0,52.757256
s0005,54,0,50.706722
s0005,55,0,57.264194
s0005,56,0,51.662098
s0005,57,0,65.2198
s0005,58,0,53.943382
s0005,59,0,58.688046
s0005,60,0,68.70497
s0005,61,0,60.156128
s0005,62,0,74.50576
s0005,63,0,76.705635
s0005,64,0,69.875336
s0005,65,0,62.426136
s0005,66,0,67.66928
s0005,67,0,68.95977
s0005,68,0,65.82608
s0005,69,0,54.013313
s0005,70,0,60.468994
s0005,71,0,57.257465
s0005,72,0,55.56008
s0005,73,0,65.84949
s0005,74,0,74.189735
s0005,75,0,80.089325
s0005,76,0,80.00732
s0005,77,0,80.07726
s0005,78,0,76.11456
s0005,79,0,79.874275
s0005,80,0,79.93021
s0005,81,0,80.49833
s0005,82,0,71.30305
s0005,83,0,62.645214
s0005,84,0,67.366875
s0005,85,0,68.31399
s0005,86,0,61.582115
s0005,87,0,61.285442
s0005,88,0,64.31525
s0005,89,0,63.44132
s0005,90,0,60.72536
s0005,91,0,72.55232
s0005,92,0,69.24708
s0005,93,0,70.483376
s0005,94,0,75.64126
s0005,95,0,70.158394
s0006,0,0,51.981712
s0006,1,0,45.996876
s0006,2,0,48.009354
s0006,3,0,42.95244
s0006,4,0,57.995953
s0006,5,0,51.95327
s0006,6,0,41.724182
s0006,7,0,54.476658
s0006,8,0,73.88408
s0006,9,0,58.239456
s0006,10,0,60.22205
s0006,11,0,67.59027
s0006,12,0,61.662167
s0006,13,0,57.575558
s0006,14,0,62.190628
s0006,15,0,66.46298
s0006,16,0,64.80601
s0006,17,0,68.192184
s0006,18,0,61.33237
s0006,19,0,64.80124
s0006,20,0,68.71364
s0006,21,0,67.0272
s0006,22,0,54.667114
s0006,23,0,75.0714
s0006,24,0,68.64185
s0006,25,0,57.442074
s0006,26,0,79.585205
s0006,27,0,62.9997
s0006,28,0,73.62783
s0006,29,0,61.366917
s0006,30,0,57.787098
s0006,31,0,63.209846
s0006,32,0,56.757935
s0006,33,0,61.0964
s0006,34,0,51.444508
s0006,35,0,59.712727
s0006,36,0,50.23702
s0006,37,0,62.411236
s0006,38,0,59.222
s0006,39,0,40.434345
s0006,40,0,52.055946
s0006,41,0,50.453033
s0006,42,0,45.638733
s0006,43,0,53.860126
s0006,44,0,43.49415
s0006,45,0,53.950138
s0006,46,0,41.889797
s0006,47,0,27.930025
s0006,48,0,38.143528
s0006,49,0,40.22912
s0006,50,0,51.20926
s0006,51,0,42.951897
s0006,52,0,60.064846
s0006,53,0,51.56469
s0006,54,0,63.730366
s0006,55,0,58.102848
s0006,56,0,52.228367
s0006,57,0,59.68311
s0006,58,0,62.34369
s0006,59,0,61.26944
s0006,60,0,75.99709
s0006,61,0,56.383987
s0006,62,0,74.90782
s0006,63,0,72.82373
s0006,64,0,62.101513
s0006,65,0,64.89903
s0006,66,0,67.814354
s0006,67,0,70.13863
s0006,68,0,65.352135
s0006,69,0,64.15126
s0006,70,0,56.315132
s0006,71,0,61.382324
s0006,72,0,59.365875
s0006,73,0,73.32474
s0006,74,0,76.75858
s0006,75,0,80.147194
s0006,76,0,80.28089
s0006,77,0,80.13946
s0006,78,0,75.412796
s0006,79,0,80.1769
s0006,80,0,79.757866
s0006,81,0,78.503716
s0006,82,0,71.59054
s0006,83,0,58.868782
s0006,84,0,72.32721
s0006,85,0,69.37067
s0006,86,0,60.03912
s0006,87,0,60.317436
s0006,88,0,62.499252
s0006,89,0,54.482162
s0006,90,0,59.012264
s0006,91,0,66.86742
s0006,92,0,73.28381
s0006,93,0,78.9105
s0006,94,0,70.77511
s0006,95,0,66.0496
s0007,0,0,53.241894
s0007,1,0,44.56555
s0007,2,0,51.16617
s0007,3,0,53.396
s0007,4,0,52.526203
s0007,5,0,56.41302
s0007,6,0,48.709938
s0007,7,0,59.910427
s0007,8,0,70.09031
s0007,9,0,56.91825
s0007,10,0,58.067364
s0007,11,0,58.41434
s0007,12,0,65.96744
s0007,13,0,71.939995
s0007,14,0,71.431496
s0007,15,0,65.75433
s0007,16,0,72.18884
s0007,17,0,74.85891
s0007,18,0,65.17894
s0007,19,0,62.5563
s0007,20,0,63.882694
s0007,21,0,64.487656
s0007,22,0,62.66653
s0007,23,0,65.46336
s0007,24,0,76.763855
s0007,25,0,65.72434
s0007,26,0,64.21583
s0007,27,0,67.87191
s0007,28,0,72.08767
s0007,29,0,62.83805
s0007,30,0,52.7935
s0007,31,0,64.93306
s0007,32,0,57.583057
s0007,33,0,51.108593
s0007,34,0,57.462254
s0007,35,0,52.202385
s0007,36,0,56.342865
s0007,37,0,65.18768
s0007,38,0,59.648132
s0007,39,0,54.685646
s0007,40,0,58.47161
s0007,41,0,49.875652
s0007,42,0,45.634647
s0007,43,0,47.54315
s0007,44,0,49.648506
s0007,45,0,68.72308
s0007,46,0,40.43147
s0007,47,0,44.788265
s0007,48,0,37.897526
s0007,49,0,58.40991
s0007,50,0,51.934677
s0007,51,0,48.926323
s0007,52,0,51.01442
s0007,53,0,52.027775
s0007,54,0,60.492424
s0007,55,0,49.514923
s0007,56,0,78.77189
s0007,57,0,63.894352
s0007,58,0,64.760666
s0007,59,0,58.024246
s0007,60,0,60.66772
s0007,61,0,65.16765
s0007,62,0,66.39203
s0007,63,0,85.06381
s0007,64,0,69.77741
s0007,65,0,72.161125
s0007,66,0,68.05193
s0007,67,0,60.583744
s0007,68,0,67.21616
s0007,69,0,60.62179
s0007,70,0,58.53493
s0007,71,0,64.4439
s0007,72,0,59.35656
s0007,73,0,76.570015
s0007,74,0,76.06979
s0007,75,0,80.36912
s0007,76,0,79.855194
s0007,77,0,80.136986
s0007,78,0,78.58182
s0007,79,0,80.110435
s0007,80,0,80.12369
s0007,81,0,79.27363
s0007,82,0,62.5562
s0007,83,0,70.66334
s0007,84,0,68.88103
s0007,85,0,67.5049
s0007,86,0,75.44295
s0007,87,0,61.10523
s0007,88,0,56.27215
s0007,89,0,67.61462
s0007,90,0,57.575317
s0007,91,0,85.072174
s0007,92,0,66.083885
s0007,93,0,69.572685
s0007,94,0,78.2766
s0007,95,0,65.23038
s0008,0,0,61.968937
s0008,1,0,52.71734
s0008,2,0,48.29895
s0008,3,0,61.22848
s0008,4,0,49.83714
s0008,5,0,55.488144
s0008,6,0,53.91043
s0008,7,0,54.459385
s0008,8,0,66.20427
s0008,9,0,52.844154
s0008,10,0,54.878696
s0008,11,0,67.76138
s0008,12,0,71.94289
s0008,13,0,60.664204
s0008,14,0,50.444588
s0008,15,0,67.922516
s0008,16,0,73.0049
s0008,17,0,64.42495
s0008,18,0,70.105675
s0008,19,0,71.636765
s0008,20,0,70.94483
s0008,21,0,61.22129
s0008,22,0,66.21516
s0008,23,0,69.71604
s0008,24,0,71.10164
s0008,25,0,67.80716
s0008,26,0,68.58473
s0008,27,0,65.65207
s0008,28,0,79.167496
s0008,29,0,66.002815
s0008,30,0,50.94365
