import_mwh,energy_cost_eur,peak_import_mw,pv_energy_mwh,hp_resid_energy_mwh_abs,avg_temp_c,v_min_pu,v_max_pu,max_line_loading_pct,max_trafo_loading_pct,max_trafo_loading_pct_optionA,steps_line_over_80pct,steps_trafo_over_80pct,loading_violation_threshold_pct,steps_voltage_violation,pv_curtail_mwh,bess_rt_energy_throughput_mwh,imbalance_mwh,bess_soc_clip_steps,residual_policy_std,residual_policy_frac_negative,da_energy_cost_eur,rt_pv_curtail_cost_eur,rt_imbalance_cost_eur,rt_bess_cycle_cost_eur,total_cost_eur,sample_id,n_steps,flex_baseline_energy_mwh,flex_realized_energy_mwh,flex_curtail_energy_mwh,flex_avg_curtailment_mw,flex_peak_curtailment_mw,flex_energy_curtailed_pct,flex_ycap_energy_mwh
7.305977181499885,821.1639343795623,0.3947714400069887,0.3948921139679168,0.5727237412861367,-4.816229113852316,1.0,1.01923509718132,81.00453325331472,94.08076119338004,94.08076119338004,1,8,80.0,0,0.09145125300236959,0.3590591140912714,0.26483232237316134,7,0.031841152903954686,0.5208333333333334,810.4366004952333,10.0368582390218,35.58560561349134,0.1795295570456357,856.2385939047921,s0001,96,0.18662381999999994,0.17435215930237846,0.012271660697621204,0.0005113191957342168,0.0295501293298534,6.575613283246056,0.01227166069762129
7.364920325021373,826.206135328466,0.4566582515237303,0.38160895921632754,0.6247145992452315,-4.879987278350253,1.0,1.0195326488311258,89.83474174667491,99.10292313218753,99.10292313218753,1,5,80.0,0,0.06409689664718232,0.4164828877672915,0.30408797944895266,10,0.034944041262444235,0.4166666666666667,810.4366004952333,7.121470918349042,39.526192465066146,0.20824144388364574,857.2925053225321,s0002,96,0.18662381999999994,0.17435215930237846,0.012271660697621204,0.0005113191957342168,0.0295501293298534,6.575613283246056,0.01227166069762129
7.353352399241759,825.4409996365491,0.4240361601400878,0.3234984854667914,0.6722838228676363,-4.795094909919448,1.0,1.0207262317965335,87.23529580015672,103.66019925725138,103.66019925725138,4,8,80.0,0,0.019682586850163657,0.4657569834900047,0.3138145741516043,12,0.03780876848918508,0.4583333333333333,810.4366004952333,2.1844989487872164,41.4612642729017,0.23287849174500236,854.3152422086672,s0003,96,0.18662381999999994,0.17435215930237846,0.012271660697621204,0.0005113191957342168,0.0295501293298534,6.575613283246056,0.01227166069762129
7.34981183993181,824.1162404547533,0.39477144022835653,0.38152539409216113,0.6017354539468548,-4.786080796416042,1.0,1.019750070637225,85.35081810753388,97.87050729134765,97.87050729134765,3,11,80.0,0,0.0720329764499106,0.3874682840868457,0.29204469272353717,7,0.03295557043926663,0.5104166666666666,810.4366004952333,7.748016105240757,37.31345271432279,0.19373414204342285,855.6918034568403,s0004,96,0.18662381999999994,0.17435215930237846,0.012271660697621204,0.0005113191957342168,0.0295501293298534,6.575613283246056,0.01227166069762129
7.290355921163883,819.3354024314532,0.39477144295349814,0.3512170928687745,0.5726736703392812,-4.92318419479794,1.0,1.017626804849087,83.96096895682639,88.6496113642577,88.6496113642577,3,8,80.0,0,0.050459136090651675,0.3877486156830602,0.2694759013102821,6,0.031869730790274234,0.4479166666666667,810.4366004952333,5.5496996252895014,35.205993912791136,0.1938743078415301,851.3861683411553,s0005,96,0.18662381999999994,0.17435215930237846,0.012271660697621204,0.0005113191957342168,0.0295501293298534,6.575613283246056,0.01227166069762129
7.31377245028224,821.8283118537603,0.3947714417409473,0.36956032538428946,0.6717178375918629,-4.892419109048073,1.0,1.0182526274027999,83.40937142267835,87.98025296874553,87.98025296874553,2,9,80.0,0,0.0750407170196402,0.43597916024878425,0.29359386043001856,7,0.03398899653741779,0.4791666666666667,810.4366004952333,8.036167883152618,37.66159052196201,0.21798958012439212,856.3523484804723,s0006,96,0.18662381999999994,0.17435215930237846,0.012271660697621204,0.0005113191957342168,0.0295501293298534,6.575613283246056,0.01227166069762129
7.282870638586346,817.784992837941,0.404672967406402,0.38023391312579624,0.6660321072871137,-4.824615610688302,1.0,1.0190401218501632,87.05992387466739,96.66149535113784,96.66149535113784,3,8,80.0,0,0.05962017695520803,0.419334755932286,0.29085811150923896,10,0.035191864876842345,0.5104166666666666,810.4366004952333,6.647105842362171,39.02121275992691,0.209667377966143,856.3145864754886,s0007,96,0.18662381999999994,0.17435215930237846,0.012271660697621204,0.0005113191957342168,0.0295501293298534,6.575613283246056,0.01227166069762129
7.3196264804499505,822.16730053693,0.39477144233800304,0.36719550428752895,0.5945683909281712,-4.845671527774868,1.0,1.0188200532915406,82.3862757294574,91.69669171620517,91.69669171620517,1,6,80.0,0,0.06692308215595993,0.42024101837217753,0.2591709228968394,6,0.03132635939941091,0.4583333333333333,810.4366004952333,7.397088680466495,33.89087308791,0.21012050918608877,851.9346827727959,s0008,96,0.18662381999999994,0.17435215930237846,0.012271660697621204,0.0005113191957342168,0.0295501293298534,6.575613283246056,0.01227166069762129
7.3706419425959755,827.3235295226177,0.4255126303708528,0.4234481409966463,0.6284210793652363,-4.831473699693191,1.0,1.01791238000969,80.88980511252932,87.54795776995485,87.54795776995485,1,6,80.0,0,0.07559950031445777,0.3628826192512294,0.27751152884405617,7,0.03205483715623625,0.3645833333333333,810.4366004952333,8.295119024939781,36.26083439718698,0.1814413096256147,855.1739952269857,s0009,96,0.18662381999999994,0.17435215930237846,0.012271660697621204,0.0005113191957342168,0.0295501293298534,6.575613283246056,0.01227166069762129
7.293228489112131,819.283425267919,0.4042687107095127,0.3321931578896906,0.6716841168630694,-4.871123626866299,1.0,1.020473377335292,84.57732525577086,101.98394452905461,101.98394452905461,4,5,80.0,0,0.07280206637621481,0.43561048882515774,0.3012441781880843,9,0.03694305326134759,0.4583333333333333,810.4366004952333,8.015791214583802,39.21332132993133,0.21780524441257887,857.883518284161,s0010,96,0.18662381999999994,0.17435215930237846,0.012271660697621204,0.0005113191957342168,0.0295501293298534,6.575613283246056,0.01227166069762129
