import_mwh,energy_cost_eur,peak_import_mw,pv_energy_mwh,hp_resid_energy_mwh_abs,avg_temp_c,v_min_pu,v_max_pu,max_line_loading_pct,max_trafo_loading_pct,steps_line_over_80pct,steps_trafo_over_80pct,loading_violation_threshold_pct,steps_voltage_violation,pv_curtail_mwh,bess_rt_energy_throughput_mwh,imbalance_mwh,bess_soc_clip_steps,residual_policy_std,residual_policy_frac_negative,da_energy_cost_eur,rt_pv_curtail_cost_eur,rt_imbalance_cost_eur,rt_bess_cycle_cost_eur,total_cost_eur,sample_id,n_steps
7.566479753419678,841.8028013664966,0.47241282676193297,0.3948921139679168,0.5727237412861367,-4.816229113852316,0.9673219927509517,1.005796445540313,173.37568867065335,94.23893384911483,93,11,80.0,0,0.017818732357980576,0.4242957916406388,0.9832327280451048,10,0.031841152903954686,0.5208333333333334,836.4647970663442,1.8495903933756752,146.2533236257584,0.2121478958203194,984.7798589812986,s0001,96
7.39367738416632,824.9307865819812,0.5078023343487105,0.38160895921632754,0.6247145992452315,-4.879987278350253,0.9633023301003958,1.0036323890756127,145.77543309485006,103.01473982730165,91,10,80.0,0,0.0285104476680809,0.4381814861589572,1.046349139248297,11,0.034944041262444235,0.4166666666666667,836.4647970663442,3.0160972201751477,155.2430871141226,0.2190907430794786,994.9430721437216,s0002,96
7.476399593913266,833.0220196737071,0.5090051034635927,0.3234984854667914,0.6722838228676363,-4.795094909919448,0.9638095729709187,1.0037430748398077,174.3347965555083,100.46070292673883,91,12,80.0,0,0.00800731285385405,0.4983999153388407,1.1718796776250104,13,0.03780876848918508,0.4583333333333333,836.4647970663442,0.8184274467924225,171.15994500667318,0.24919995766942035,1008.6923694774792,s0003,96
7.693461230036039,861.1988357155201,0.49210767860693166,0.38152539409216113,0.6017354539468548,-4.786080796416042,0.9664146048858727,1.007765177739642,145.08701963504288,95.60501617964142,91,14,80.0,0,0.022003674972509053,0.399465765974446,0.9845323612302671,7,0.03295557043926663,0.5104166666666666,836.4647970663442,2.24899561894015,144.03571645473426,0.199732882987223,982.9492420230058,s0004,96
7.623676364688862,847.5648766595621,0.45219421603381327,0.3512170928687745,0.5726736703392812,-4.92318419479794,0.9671139566307179,0.9972430736791691,136.71773572455004,95.23493581738045,90,14,80.0,0,0.01588893884023215,0.4224315421716052,0.9753550420812076,8,0.031869730790274234,0.4479166666666667,836.4647970663442,1.7339598956345343,143.78002891815183,0.2112157710858026,982.1900016512163,s0005,96
7.556927241025789,840.5087170976574,0.4422894502794542,0.36956032538428946,0.6717178375918629,-4.892419109048073,0.9669301154027187,0.9958505964335019,144.1202659362179,96.15832120921107,89,15,80.0,0,0.02233099713820815,0.477674549118543,1.1484474962521496,12,0.03398899653741779,0.4791666666666667,836.4647970663442,2.3107889765627356,169.47829430102362,0.2388372745592715,1008.4927176184899,s0006,96
7.621817004248168,850.3645487784827,0.49571685107463315,0.38023391312579624,0.6660321072871137,-4.824615610688302,0.9642873840623208,0.999909509133812,157.92365197652055,100.3289838473959,91,12,80.0,0,0.011737918834643035,0.4463978334188977,1.131511803086124,13,0.035191864876842345,0.5104166666666666,836.4647970663442,1.28095909053766,168.85535345295608,0.22319891670944886,1006.8243085265474,s0007,96
7.592057669897356,849.3620244006901,0.46889181076538317,0.36719550428752895,0.5945683909281712,-4.845671527774868,0.9672933120205147,0.999013967730151,156.4350031968291,95.16171930165336,91,10,80.0,0,0.025373036178659575,0.435940165993113,1.0355814184740533,10,0.03132635939941091,0.4583333333333333,836.4647970663442,2.7033294845952014,153.43743254236978,0.2179700829965565,992.8235291763058,s0008,96
7.262981475589292,806.9003766807285,0.4381502296310389,0.4234481409966463,0.6284210793652363,-4.831473699693191,0.9679645361421448,1.0103982286694673,146.1956158040414,91.87918222464792,91,9,80.0,0,0.026721870747581762,0.386469186136512,1.0480924048801163,7,0.03205483715623625,0.3645833333333333,836.4647970663442,2.836189482966455,156.35295664081207,0.193234593068256,995.847177783191,s0009,96
7.51427967332044,838.7024300766811,0.5037272316935744,0.3321931578896906,0.6716841168630694,-4.871123626866299,0.9637571268946665,0.9933016570324262,137.86127553626523,95.87336841482654,93,10,80.0,0,0.02696844447756685,0.47021738349765185,1.131895850295872,12,0.03694305326134759,0.4583333333333333,836.4647970663442,2.8921876415682037,167.32250932374947,0.23510869174882593,1006.9146027234107,s0010,96
7.588671201396075,849.7089610720574,0.49645194441160523,0.32506203440772635,0.6233510238434348,-4.788980979154621,0.9649135237086738,1.0027374472063173,158.51768661718793,97.68039539259225,90,11,80.0,0,0.012514268183266786,0.41368230540613254,1.0317687479969817,8,0.03431369753072856,0.46875,836.4647970663442,1.3656820967862249,155.5411583667419,0.20684115270306627,993.5784786825755,s0011,96
7.599870774375681,843.8276883478738,0.4925049707690051,0.35407031953029067,0.6268816658255831,-4.793798565874764,0.9651544526678651,0.9971377458971351,153.19156601022675,97.1985967861089,88,13,80.0,0,0.025373036178659575,0.4316066478641716,1.0578551894543355,11,0.03319916728806487,0.46875,836.4647970663442,2.7033294845952014,155.0118383722097,0.2158033239320858,994.3957682470812,s0012,96
7.377478597411978,823.7768270730669,0.47598385183914566,0.3812165092054759,0.638695933948367,-4.8275462791659125,0.9677697362611644,0.9964041987838137,131.03307890368177,92.70672838842428,89,10,80.0,0,0.021019304509709937,0.4258052359665951,1.045463936266192,14,0.03571294395032845,0.40625,836.4647970663442,2.2661056855712562,157.44066873273587,0.21290261798329754,996.3844741026346,s0013,96
7.371692168513798,818.4954142392637,0.45056898867641737,0.4067972662230733,0.6267742997874801,-4.777229647537722,0.9677354224566592,1.0061358807645664,143.57254460727594,94.68929687076256,92,13,80.0,0,0.0213714440868574,0.44676272432686875,1.0896304357756061,8,0.030847898280715734,0.4895833333333333,836.4647970663442,2.2656016958126712,159.668592295163,0.22338136216343438,998.6223724194832,s0014,96
7.390179639468723,821.8081981681332,0.4804526819176601,0.38574483764402523,0.62644031941939,-4.808510420688798,0.9650247102906635,1.0073762870934626,152.11110898840025,101.15963115824427,87,10,80.0,0,0.0096335256338261,0.41174854479188355,1.0607398991871138,7,0.03173582097792531,0.4479166666666667,836.4647970663442,0.9846426550333656,156.27669051833973,0.20587427239594178,993.9320045121132,s0015,96
7.410486218921605,829.0654828128179,0.49263237555089723,0.38796509914048777,0.630108448259346,-4.8714198972543175,0.9661958372457647,1.0027659165119704,139.22701244904957,89.39720274084976,90,8,80.0,0,0.02651063054070457,0.4148415374353024,1.0637696314253895,8,0.033286742815139464,0.5,836.4647970663442,2.796250302669184,157.76445253786036,0.2074207687176512,997.2329206755913,s0016,96
7.614437091995988,849.4403936755118,0.49794847091561784,0.4016234647587319,0.6331438864962834,-4.813192995868276,0.9646458319328551,1.0023185848147744,153.68318251904904,101.25394036559487,90,18,80.0,0,0.03231184407994495,0.41858766301285616,1.0469783152712586,9,0.03540041030319951,0.5,836.4647970663442,3.430189631789489,156.2465576287641,0.20929383150642808,996.3508381584043,s0017,96
7.691496155540172,857.9001374313876,0.4797295466158014,0.38537879613949755,0.6348375532722269,-4.876141901268034,0.9666171503244431,0.9974318478076556,145.60118623648077,94.49322259121485,91,11,80.0,0,0.04238113778389363,0.4498009269808896,1.103861271473051,11,0.034362460089577496,0.53125,836.4647970663442,4.5731184990292935,167.75886362999873,0.2249004634904448,1009.0216796588627,s0018,96
