timestamp,lambda0_mw,lambda_plus,lambda_minus,chi0_mw,chi_minus
2023-01-10 00:00:00,3.54012257440054e-09,1.000000485508932,1.0000004851834918,0.0,0.0
2023-01-10 00:15:00,0.0008288876455377,8.969660987736156e-07,1.4325112409957156e-06,0.0,0.0
2023-01-10 00:30:00,0.0008288849963345,8.921807204439867e-07,1.4249658842196291e-06,0.0,0.0
2023-01-10 00:45:00,0.0008272367863413,8.085597951545189e-07,1.2352086744471334e-06,0.0,0.0
2023-01-10 01:00:00,0.000828399596667,7.414543418717126e-07,1.100800222397806e-06,0.0,0.0
2023-01-10 01:15:00,0.0008283913072532,7.326324349180095e-07,1.087781982115531e-06,0.0,0.0
2023-01-10 01:30:00,0.0008283876346049,7.15848304015164e-07,1.0630089733515687e-06,0.0,0.0
2023-01-10 01:45:00,0.0008308165400077,6.851258550000611e-07,1.0234004707295734e-06,0.0,0.0
2023-01-10 02:00:00,0.0008296696102347,6.734756974405774e-07,9.952045285647528e-07,0.0,0.0
2023-01-10 02:15:00,0.0008289134170146,6.563281888943847e-07,9.622147844764394e-07,0.0,0.0
2023-01-10 02:30:00,0.000828425971745,6.305858863257742e-07,9.189387449658312e-07,0.0,0.0
2023-01-10 02:45:00,0.0008281905785016,6.062996560648024e-07,8.787769957935483e-07,0.0,0.0
2023-01-10 03:00:00,0.0008284075392281,5.960203741384199e-07,8.550427719925363e-07,0.0,0.0
2023-01-10 03:15:00,0.0008284051670879,5.967079039103186e-07,8.534632778773728e-07,0.0,0.0
2023-01-10 03:30:00,0.0008284249954792,5.890640763997176e-07,8.403558513791598e-07,0.0,0.0
2023-01-10 03:45:00,0.0008284289984718,5.736698497128339e-07,8.165380443085047e-07,0.0,0.0
2023-01-10 04:00:00,0.0008283533825491,5.726658250165571e-07,8.153004525816444e-07,0.0,0.0
2023-01-10 04:15:00,0.0008283435861018,5.668666536470763e-07,8.048786505831914e-07,0.0,0.0
2023-01-10 04:30:00,0.0008283239263126,5.53265231380981e-07,7.838141297846184e-07,0.0,0.0
2023-01-10 04:45:00,0.0008282833985956,5.360992841864859e-07,7.57864447887308e-07,0.0,0.0
2023-01-10 05:00:00,0.0008272341997062,5.77510244281538e-07,8.367301213720558e-07,0.0,0.0
2023-01-10 05:15:00,0.0008272536015368,5.80535127630891e-07,8.40622972285413e-07,0.0,0.0
2023-01-10 05:30:00,0.0008272466459833,5.736329769605021e-07,8.297424258071057e-07,0.0,0.0
2023-01-10 05:45:00,0.0008272315102342,5.611606626676757e-07,8.106633736463499e-07,0.0,0.0
2023-01-10 06:00:00,0.0008164262742787,1.113333709280068e-06,2.155992886385641e-06,0.0,0.0
2023-01-10 06:15:00,0.0008167156206258,1.13120426559104e-06,2.174698352589587e-06,0.0,0.0
2023-01-10 06:30:00,0.00081699465357,1.1267346216346164e-06,2.152786331949892e-06,0.0,0.0
2023-01-10 06:45:00,0.0008173381701004,1.104474127733273e-06,2.0990875733952904e-06,0.0,0.0
2023-01-10 07:00:00,0.0007826668969212,4.198412164794493e-06,0.9999989391909088,0.0,0.0
2023-01-10 07:15:00,0.000784325120315,4.196221584646804e-06,0.999998978884564,0.0,0.0
2023-01-10 07:30:00,0.0007861380196315,4.159805102043222e-06,0.992392825541975,8.87742027034652e-05,0.0034845230862977
2023-01-10 07:45:00,0.0007881748000654,4.117691810831844e-06,0.9121224920525948,0.0010220279963248,0.0405639047654768
2023-01-10 08:00:00,0.0007068111596581,0.9999989714650284,0.716872928991413,0.0033150615636161,0.1292667285840147
2023-01-10 08:15:00,0.0007089234484529,0.9999990180583754,0.5407279178376507,0.0055443030900553,0.2093482793599066
2023-01-10 08:30:00,0.0007463794040197,0.9999992819349132,0.6415610234931249,0.0068086590380253,0.1978836927188005
2023-01-10 08:45:00,0.0007627274748211,0.9999991496467356,0.5470186582381912,0.0090943257465937,0.2526869977096161
2023-01-10 09:00:00,0.0007359413866705,0.999996221377602,0.2677128239418393,0.0134691660580434,0.3943115810279218
2023-01-10 09:15:00,1.482592244655154e-07,0.9561607612459722,0.2623678892934115,0.016371903598556,0.4245437857224283
2023-01-10 09:30:00,1.6332407803146593e-07,0.7128288740376427,0.3051249340412181,0.0274564306070686,0.3034333788158159
2023-01-10 09:45:00,1.670045182540497e-07,0.6110951893068284,0.3492838503435728,0.0292232876838745,0.293545555460826
2023-01-10 10:00:00,0.00076793423666,4.686888696830856e-07,0.2029314814346807,0.0334330389116338,0.3543531234428918
2023-01-10 10:15:00,0.0007971803106426,3.68406678223132e-07,0.2586281429256405,0.036293237432585,0.3424802008454894
2023-01-10 10:30:00,0.0007782817054861,4.063611523460128e-07,0.3178767952623645,0.0386245303844757,0.3297452621535578
2023-01-10 10:45:00,0.0007774507269601,3.412845293288261e-07,0.3662899281896387,0.0401438003037941,0.3179459879808531
2023-01-10 11:00:00,0.0007891151458505,2.1594704902780286e-07,4.012562386430213e-07,0.0455277712599309,0.3753831427407764
2023-01-10 11:15:00,0.0007903760162899,2.0239064543683105e-07,3.7673311886681497e-07,0.0466116862221185,0.3715503779915798
2023-01-10 11:30:00,0.0007915380936163,1.817116611832345e-07,3.388436480964228e-07,0.0427687141879226,0.3185228555774679
2023-01-10 11:45:00,0.0007929771810148,1.7127156021214117e-07,3.185870111148888e-07,0.0421206097867241,0.2989681856714158
2023-01-10 12:00:00,0.0007997412156802,1.524582311476868e-07,2.467680713730968e-07,0.0421536102898104,0.3176539862026545
2023-01-10 12:15:00,0.0008142553680889,1.661779735512527e-07,2.63746729715731e-07,0.0436954909267474,0.4017781563977752
