timestamp,soc_p05,soc_p50,soc_p95
2023-01-10 00:00:00,0.4968477054910741,0.5002193040498599,0.5026530817901191
2023-01-10 00:15:00,0.49563872018289756,0.5000637509013688,0.5040648668907878
2023-01-10 00:30:00,0.494444598542699,0.5004806799566791,0.5046676960570984
2023-01-10 00:45:00,0.49420383027829445,0.4997747068862619,0.5056977164616591
2023-01-10 01:00:00,0.4929774362604535,0.4999556370626468,0.5065411478773421
2023-01-10 01:15:00,0.49229567814472835,0.4997858898571638,0.508412346420958
2023-01-10 01:30:00,0.49128084028054736,0.4995739985305635,0.5080587664026197
2023-01-10 01:45:00,0.49098792210499137,0.49946675260973716,0.5083267667325463
2023-01-10 02:00:00,0.489694878038523,0.4992622316236101,0.5089721865692004
2023-01-10 02:15:00,0.49053139730463224,0.4987594327759137,0.5101175727378897
2023-01-10 02:30:00,0.49044654768120594,0.4991371537632081,0.510299055315342
2023-01-10 02:45:00,0.4879883268343264,0.49910505330050603,0.5164448568684276
2023-01-10 03:00:00,0.48620784645799686,0.4976323234758958,0.5172869231844583
2023-01-10 03:15:00,0.4854249854392451,0.49764910595947653,0.5189826893249723
2023-01-10 03:30:00,0.4831253937724473,0.4978060972877766,0.5176999027536542
2023-01-10 03:45:00,0.48130115858970646,0.49733718689371964,0.5215208960014696
2023-01-10 04:00:00,0.4785776197936296,0.49653750322909485,0.522364734226094
2023-01-10 04:15:00,0.47880136411535285,0.49591901149906853,0.5269464539361635
2023-01-10 04:30:00,0.4790774142928096,0.49752781460731244,0.5224845658246215
2023-01-10 04:45:00,0.4773727047516101,0.4978918193134474,0.5219756645003519
2023-01-10 05:00:00,0.4758311097371465,0.4993362485876798,0.5201742837337331
2023-01-10 05:15:00,0.474382255889052,0.49824427827665346,0.5234124582670129
2023-01-10 05:30:00,0.4728673110012495,0.4994791355609718,0.5246792777163891
2023-01-10 05:45:00,0.4700805504740109,0.4995359135579269,0.5269572944418418
2023-01-10 06:00:00,0.46587045742735184,0.500490791629719,0.5305437054816065
2023-01-10 06:15:00,0.468517589341363,0.4985609505701336,0.5263852145026082
2023-01-10 06:30:00,0.4627811209561959,0.4986306223087994,0.5243293810113254
2023-01-10 06:45:00,0.4577429631376388,0.4986430322354183,0.5269918112899422
2023-01-10 07:00:00,0.46183970919886286,0.49780699314841925,0.533080335585078
2023-01-10 07:15:00,0.46153985393127717,0.4985643547856631,0.5320265760237353
2023-01-10 07:30:00,0.46101845577630507,0.49812495333294726,0.52919077413294
2023-01-10 07:45:00,0.460696528500187,0.49874958438993977,0.5324376739469241
2023-01-10 08:00:00,0.46036302269422913,0.49854884143310674,0.5287536608296849
2023-01-10 08:15:00,0.4570760247711509,0.4982739864588157,0.5292926410483001
2023-01-10 08:30:00,0.45751693680238037,0.49799094324839155,0.5323334748332502
2023-01-10 08:45:00,0.4571071885760294,0.4963043658851217,0.533680510852472
2023-01-10 09:00:00,0.45507569749112886,0.49798610753409883,0.5305295139847257
2023-01-10 09:15:00,0.4547548375952832,0.4975202354546714,0.5337785002801041
2023-01-10 09:30:00,0.4529349579001076,0.49713125479174636,0.5336883562158574
2023-01-10 09:45:00,0.4530509069736051,0.49659756308909986,0.5336615484517134
2023-01-10 10:00:00,0.45260407623440474,0.49657990758501513,0.537290654575393
2023-01-10 10:15:00,0.4544799160541293,0.49649557054831384,0.5383537491259921
2023-01-10 10:30:00,0.4545075622387927,0.49710900737189223,0.5400530206101248
2023-01-10 10:45:00,0.4528767208884902,0.49536913345659095,0.5363503443240639
2023-01-10 11:00:00,0.4520094776959035,0.4947139829999113,0.5366137436984845
2023-01-10 11:15:00,0.45178869886435613,0.49578570401850447,0.5368198299943814
2023-01-10 11:30:00,0.450257740417694,0.4960618213012107,0.5374491271441206
2023-01-10 11:45:00,0.4451060954411705,0.4935177343404331,0.5405152053345301
2023-01-10 12:00:00,0.44310996928940616,0.49188776637412535,0.5362675418026921
2023-01-10 12:15:00,0.4415718637948926,0.490955293745302,0.5372485158080191
2023-01-10 12:30:00,0.4432629349088444,0.4913861230408655,0.5394520506950282
2023-01-10 12:45:00,0.4444759768280101,0.49155827082855497,0.5383551725446338
2023-01-10 13:00:00,0.44319758512225327,0.49186151000822353,0.537597162777945
2023-01-10 13:15:00,0.4438839047492255,0.4926439223686322,0.5368852975372292
2023-01-10 13:30:00,0.44480565494735397,0.49369559824704345,0.5363469571689622
2023-01-10 13:45:00,0.4441465731818058,0.49294136387417925,0.5378490026093338
2023-01-10 14:00:00,0.44457732010280976,0.49175277510919235,0.5377568097344239
2023-01-10 14:15:00,0.4442625981599027,0.4934056642530549,0.5381537190701754
2023-01-10 14:30:00,0.44270490324730494,0.49424925713808043,0.5384858298836062
2023-01-10 14:45:00,0.44016649712259437,0.4934279833404256,0.5383475504526252
2023-01-10 15:00:00,0.44052865354642196,0.49200382781702,0.5366209756375873
2023-01-10 15:15:00,0.44399247785420687,0.490927508776305,0.5406070269886976
2023-01-10 15:30:00,0.44070346408346545,0.489613827998994,0.5385127873378694
2023-01-10 15:45:00,0.43592967822447104,0.49121278569830473,0.5455674577757528
2023-01-10 16:00:00,0.4338007345988701,0.4902080836886785,0.5452665057444787
2023-01-10 16:15:00,0.43508717365302113,0.4923786097043894,0.5453431337093748
2023-01-10 16:30:00,0.4327985821451195,0.4917406746951941,0.5433088036617357
2023-01-10 16:45:00,0.4311244893073348,0.4937950954293775,0.5449322412234976
2023-01-10 17:00:00,0.43421056668392993,0.4927006276128064,0.5498499767674302
2023-01-10 17:15:00,0.4339611978031324,0.49136389339314357,0.5543537984333049
2023-01-10 17:30:00,0.43504856436548744,0.4928696209561938,0.5526919381993423
2023-01-10 17:45:00,0.43217937697162206,0.49391623756162273,0.5536243706388615
2023-01-10 18:00:00,0.4309029146264957,0.4938053701484052,0.5523119905128272
2023-01-10 18:15:00,0.4307719890481112,0.49264276045041044,0.5526428634950159
2023-01-10 18:30:00,0.407890053324736,0.4887924855319678,0.561203287695297
2023-01-10 18:45:00,0.3748364910618351,0.48497737909205063,0.6063081736820501
2023-01-10 19:00:00,0.33808178199940836,0.4976429279980572,0.6366775659743518
2023-01-10 19:15:00,0.3086262015690505,0.49976023387065155,0.6809429991386244
2023-01-10 19:30:00,0.27650598627095335,0.495442395944865,0.7040074598692507
2023-01-10 19:45:00,0.2560067542107131,0.49387311064392636,0.7124428379612957
2023-01-10 20:00:00,0.20232658975471743,0.4901717635964464,0.7301607538249059
2023-01-10 20:15:00,0.19935566604742058,0.4857651291253703,0.7398858574867084
2023-01-10 20:30:00,0.19861305643802046,0.4853539439866412,0.7401049694899147
2023-01-10 20:45:00,0.19732461664833845,0.4857521780112337,0.7441287628231644
2023-01-10 21:00:00,0.18964064240801665,0.4871080223928861,0.7409359646775419
2023-01-10 21:15:00,0.18805161625771824,0.4806339273096535,0.740334191933293
