period,cop_t,bus_0_voltage_pu,bus_1_voltage_pu,bus_2_voltage_pu,bus_3_voltage_pu,bus_4_voltage_pu,bus_5_voltage_pu,bus_6_voltage_pu,bus_7_voltage_pu,bus_8_voltage_pu,bus_9_voltage_pu,bus_10_voltage_pu,bus_11_voltage_pu,bus_12_voltage_pu,bus_13_voltage_pu,bus_14_voltage_pu,bus_15_voltage_pu,bus_16_voltage_pu,bus_17_voltage_pu,bus_18_voltage_pu,bus_19_voltage_pu,bus_20_voltage_pu,bus_21_voltage_pu,bus_22_voltage_pu,bus_23_voltage_pu,bus_24_voltage_pu,bus_25_voltage_pu,bus_26_voltage_pu,bus_27_voltage_pu,bus_28_voltage_pu,bus_29_voltage_pu,bus_30_voltage_pu,bus_31_voltage_pu,bus_32_voltage_pu,bus_33_voltage_pu,bus_34_voltage_pu,bus_35_voltage_pu,bus_36_voltage_pu,bus_37_voltage_pu,bus_38_voltage_pu,bus_39_voltage_pu,bus_40_voltage_pu,bus_41_voltage_pu,bus_42_voltage_pu,bus_43_voltage_pu,line_0_loading_pct,line_1_loading_pct,line_2_loading_pct,line_3_loading_pct,line_4_loading_pct,line_5_loading_pct,line_6_loading_pct,line_7_loading_pct,line_8_loading_pct,line_9_loading_pct,line_10_loading_pct,line_11_loading_pct,line_12_loading_pct,line_13_loading_pct,line_14_loading_pct,line_15_loading_pct,line_16_loading_pct,line_17_loading_pct,line_18_loading_pct,line_19_loading_pct,line_20_loading_pct,line_21_loading_pct,line_22_loading_pct,line_23_loading_pct,line_24_loading_pct,line_25_loading_pct,line_26_loading_pct,line_27_loading_pct,line_28_loading_pct,line_29_loading_pct,line_30_loading_pct,line_31_loading_pct,line_32_loading_pct,line_33_loading_pct,line_34_loading_pct,line_35_loading_pct,line_36_loading_pct,line_37_loading_pct,line_38_loading_pct,line_39_loading_pct,line_40_loading_pct,line_41_loading_pct,transformer_0_loading_pct,ext_grid_import_mw,ext_grid_export_mw,net_grid_power_mw,transformer_signed_p_mw,transformer_grid_mw,hp_elec_mw,gross_load_mw,bess_energy_bus_21_mwh,bess_total_capacity_mwh,bess_charge_bus_21_mw,bess_discharge_bus_21_mw,chi0_mw,chi_minus,lambda0_mw,lambda_plus,lambda_minus,rho_plus0_mw,rho_plus1,rho_minus0_mw,rho_minus1,D_plus_max_mw,D_minus_max_mw,flex_curtail_da_mw
1,1.0,1.0,0.991711680895908,0.9927974860115365,0.9924592280884339,0.9918928975360884,0.9897011999838489,0.9922124878259023,0.9896514348920481,0.9941375404212964,0.9947080951998065,0.9925249598512528,0.9912260069623726,0.9921280420909856,0.9919135963309753,0.9947080951998065,0.9948216034165148,0.9906845460594367,0.9898224242404641,0.9901887577089609,0.9947080951998065,0.9894594482851606,0.9949914560849813,0.9896876169990458,0.9909236872837694,0.9919284309092704,0.9895115612950122,0.9893145861492508,0.9898782610061124,0.9896618218471342,0.9947080951998065,0.9919239847342904,0.989981229254402,0.9936647555830164,0.9896861539310675,0.9947080951998065,0.9901993509455276,0.988447623448612,0.9864135919321203,0.9853543507855668,0.9844651131596733,0.984306429849876,0.984549313489146,0.9842988663461579,0.9841933780095313,0.0,0.7992435794626513,0.2110925966261602,1.6452999613909873,10.811845664331003,7.548271859800384,5.961634745784378,1.5985114604900663,0.376129591037688,35.83143321906825,2.320588273977986,7.920641692282383,1.2226067995071028,2.725488375107666,1.266536638049752,0.0,0.8464646713564123,2.3500514789894473,6.803257439349805,10.442375561310541,5.58780295472881,1.0554519292846198,7.175596964337477,0.0,16.068024685316693,2.530855925344668,2.490532480701834,0.0,11.176681653354665,1.9742485845459488,2.110290076444176,5.213410496753799,0.5876871681580664,15.15205698832971,12.362328177813211,11.18448278751095,10.005317855015045,4.306812106816827,1.4335822958681959,5.709261314810297,2.488645301172607,0.8065262396674926,32.59252218617561,0.1300637590935401,2.348384298187966e-10,0.13006375885870167,-0.13006375885870156,0.13006375885870167,0.13166046009650112,0.18006375791639434,0.05,0.1,4.4477030692940283e-10,0.04999999950246311,0.0,0.0,0.0,2.0453610095561653e-07,2.5878410447953145e-07,0.004264702626378107,0.0,0.004264702395026765,0.0,0.004264703137370759,0.004264703137370759,0.0
2,1.0,1.0,0.9913853429494695,0.9921320120911574,0.9918994042783218,0.9915099591179103,0.9900028075060642,0.9917297298704629,0.9899685858415629,0.9930535193317745,0.9936402789390779,0.9919446056484564,0.9910513624460868,0.9916716595745121,0.991524192935001,0.9936402789390779,0.9937324782920286,0.990679019249473,0.9900861690691438,0.9903380834251889,0.9936402789390779,0.9898365635542141,0.9936407264341359,0.9899934669757439,0.9908434680719593,0.9915343941411692,0.9898723997975477,0.989736947071361,0.9901245660054643,0.9899757285771489,0.9936402789390779,0.9915313366664822,0.9901953735679494,0.9927284021958166,0.9899924608764947,0.9936402789390779,0.9900714904914237,0.9886840602209127,0.9870730351601524,0.986234078625482,0.9855297709052376,0.9854040880990791,0.9855964605508035,0.985398097536033,0.9853145470342116,0.0,0.5494436348133345,0.14521779890723088,1.1311122399877565,7.443033546187737,5.1936047812639945,4.100324322747486,1.0988987543399034,0.25856878297093594,29.141409627614102,1.5967187688255853,5.4503939415321625,0.8404362652441514,1.8739377703938858,0.8712978291751888,0.0,0.5818615563938121,1.6156964205117128,4.67989554512847,7.187619315065972,3.8428422953929564,0.7260837632493398,4.936670945486468,0.0,7.695545016171729,1.7415459931522892,1.712391410877172,0.0,7.696250036267063,1.3572820506754484,1.4518770237945444,3.5850949691076694,0.40400648439839454,12.014119215618072,9.792666608128311,8.856388371680207,7.919272156541739,3.408105082624089,1.134221381214099,4.517903735395444,1.9690011023866416,0.6380847793273403,35.84849689098164,0.14317603173859428,2.348384305377026e-10,0.14317603150375585,-0.1431760315037558,0.14317603150375585,0.10700672348660739,0.1431760209216627,0.05000000979433159,0.1,1.3102339210196936e-08,2.5202460974880455e-09,0.0,0.0,0.0,2.0453610095561653e-07,2.5878410447953145e-07,0.004264702626378107,0.0,0.004264702395026765,0.0,0.004264703137370759,0.004264703137370759,0.0
3,1.0,1.0,0.9909214820550308,0.9917978209632041,0.9915248174796636,0.991067739601908,0.9892988495752075,0.9913256766862034,0.9892586848296321,0.992879361104652,0.9935946938488066,0.9915778687136574,0.9905295010645966,0.9912575216535262,0.9910844453247403,0.9935946938488066,0.9936762309796454,0.990092495151042,0.9893966880649671,0.9896923509488391,0.9935946938488066,0.9891037349854639,0.9935685451116296,0.9892878869283194,0.9902855028615553,0.9910964181161365,0.9891457947045585,0.9889868186768265,0.9894417531779786,0.9892670680033235,0.9935946938488066,0.9910928296672782,0.9895248574855414,0.9924977827320549,0.9892867061055582,0.9935946938488066,0.9900356958421649,0.9886560166611076,0.9870539918359795,0.9862197222591232,0.985519349260687,0.9853943686005707,0.9855856663344419,0.9853884115047128,0.9853053277704309,0.0,0.6453212400236243,0.17051256833927003,1.3284711714430177,8.737154975173258,6.097851297923109,4.814939655347706,1.2906583226515105,0.3036903396990104,25.765357276894267,1.874704907199231,6.39908821433252,0.9871146134532157,2.2008088416974667,1.0230630509268175,0.0,0.6834160997922276,1.8975701422649915,5.49519743989059,8.437812298819264,4.512748000065893,0.852555629275188,5.796415076550283,0.0,9.032496667791738,2.0446790744021066,2.0110839415511337,0.0,9.033470056712522,1.5940927978757902,1.7047107543741737,4.210190553925814,0.47450616989350497,11.947676781235165,9.738310467155038,8.807160626950317,7.875181876256772,3.3891145216295446,1.1278968087189911,4.492729181097825,1.9580224235409414,0.6345262591289407,33.294761681402235,0.13305928443844214,2.348384338105899e-10,0.13305928420360372,-0.13305928420360363,0.13305928420360372,0.09453179647907098,0.13305927362197414,0.05000001958822092,0.1,1.3101893424411936e-08,2.520263967557487e-09,0.0,0.0,0.0,1.9175294333230668e-07,2.426105118831153e-07,0.0045490161688676225,0.0,0.004549015937516009,0.0,0.0045490166798621435,0.0045490166798621435,0.0
4,1.0,1.0,0.9915370802771484,0.9922766247366069,0.9920462364567049,0.9916605073639047,0.9901677369226554,0.9918781810741558,0.9901338417996854,0.9931893389979846,0.9937756750895966,0.9920910065174676,0.9912062866001988,0.9918206648822688,0.9916746053625747,0.9937756750895966,0.9938618193640215,0.9908374962850529,0.9902503030535764,0.9904998136545504,0.9937756750895966,0.9900030792628635,0.9937709429974808,0.9901584855192411,0.991000375944522,0.9916847092293078,0.9900385735584296,0.9899044133158574,0.9902883336081161,0.9901409163796207,0.9937756750895966,0.9916816809289022,0.9903584655281326,0.9928673241146198,0.9901574890201442,0.9937756750895966,0.9901803789002923,0.9887851975403276,0.987165172243935,0.9863215287514503,0.985613286309398,0.9854869013571972,0.9856803485267748,0.9854808773269629,0.9853968600576021,0.0,0.5441102232123163,0.14381032165695212,1.1201335266842118,7.371004335888907,5.143286278488328,4.060564458978188,1.0882317092562224,0.2560588055781031,27.22258374102212,1.5812495763319199,5.397599784654429,0.8322771438545743,1.8557536837223805,0.8628531385971783,0.0,0.576212526863694,1.600015986805917,4.634530857388567,7.118039290912087,3.8055714306746804,0.7190464779113308,4.888830881303679,0.0,7.621122595268017,1.7246768542682787,1.6957749178842445,0.0,7.621813937997338,1.344108611541161,1.4378080564468116,3.550318221978288,0.4000847845793662,12.079665662179973,9.846291925458623,8.90495499607009,7.962771095714747,3.4268411175146043,1.1404612362872555,4.542740880954694,1.9798327141036864,0.6415956384720894,34.07247086623519,0.13611501356738767,2.348384328350898e-10,0.13611501333254925,-0.1361150133325492,0.13611501333254925,0.09995972223857508,0.1361150027509499,0.05000002938208151,0.1,1.3101864417106754e-08,2.5202650942348362e-09,0.0,0.0,0.0,1.8047362778103376e-07,2.2833961752548535e-07,0.00483332971135747,0.0,0.004833329480005669,0.0,0.004833330222353527,0.004833330222353527,0.0
5,1.0,1.0,0.991812725272522,0.9924093005994009,0.9922234511056568,0.9919122913684957,0.99070810411166,0.9920878842800309,0.9906807616120891,0.993145568448973,0.9935747328565484,0.9922595661941985,0.9915458808070787,0.9920414871492879,0.991923663934482,0.9935747328565484,0.9936880448631493,0.9912483852339674,0.9907747085137529,0.9909759835911766,0.9935747328565484,0.9905752781592008,0.9936147364505391,0.9907006411945285,0.9913797769100823,0.9919318145162651,0.9906039106784617,0.9904956863661258,0.9908053869810387,0.990686468530427,0.9935747328565484,0.9919293716485222,0.9908619609605653,0.9928858056560181,0.9906998373391729,0.9935747328565484,0.9901088670976029,0.9887524409509115,0.9871774165609754,0.9863572077160684,0.9856686387642722,0.9855457645210858,0.9857338381338419,0.9855399078257824,0.9854582243800276,0.0,0.4386831384190969,0.1159797046989999,0.903110452041583,5.946299871641722,4.148242386176921,3.2744521040767314,0.8773735979127786,0.20644363238167368,35.82723944403635,1.2753448724626524,4.353550784883315,0.6709977221549976,1.4962790669344517,0.6958725102481433,0.0,0.4645503119797522,1.2900441810565526,3.737541831989582,5.741869226651004,3.0687014738837983,0.5798951866697803,3.9428416190136795,0.0,6.1489054975947965,1.3910753987201108,1.3672894921987226,0.0,6.149327355118809,1.0836989866640854,1.1596050657403152,2.8627816314656274,0.3225635610334862,11.746171665977856,9.573473983602549,8.657880834205328,7.741485986475799,3.3315301414255467,1.1087193479028965,4.4163933052615825,1.9247326630307455,0.6237360947836793,41.22818559831066,0.1644683703217645,2.416865244284022e-10,0.16446837008007797,-0.16446837008007803,0.16446837008007797,0.13165923460276072,0.16446830975724283,0.05000008646425264,0.1,6.251048867097013e-08,2.1876534521446914e-09,0.0,0.0,0.0,1.689179543685988e-07,2.101505215185171e-07,0.0048333297777455216,0.0,0.004833329578455264,0.0,0.004833330222353527,0.004833330222353527,0.0
6,1.0,1.0,0.991735786187469,0.9923185870268693,0.9921370286618547,0.99183305337519,0.9906566699203956,0.992004591974969,0.9906299587391193,0.993037854990898,0.9934542418854997,0.9921723098794458,0.9914751029653465,0.9919592661200023,0.9918441633569547,0.9934542418854997,0.9935678060302989,0.9911844763471886,0.9907217364756127,0.9909183642588745,0.9934542418854997,0.9905269108219219,0.9934961902468381,0.9906493793165563,0.9913128342857085,0.9918521257477724,0.9905548822372782,0.9904491567450712,0.9907517065995518,0.9906355338888915,0.9934542418854997,0.991849739284057,0.9908069743273152,0.9927840899306314,0.9906485940216321,0.9934542418854997,0.9897841034858258,0.9883501671465832,0.9866851412154392,0.9858180632168699,0.9850901474033456,0.9849602517633272,0.985159072457282,0.9849540603991723,0.9848677093202964,0.0,0.4285765161949648,0.1133108998673739,0.8823054656720181,5.809634256288669,4.052815506205613,3.1990757567946817,0.8571600200151654,0.2016873695203418,35.9118315237544,1.246007663336406,4.253419279055257,0.6555373208898111,1.4618160747411892,0.6798599413805717,0.0,0.4538463456179009,1.260327945808255,3.65152799214419,5.609868370828002,2.9980498462122736,0.5665513143114957,3.8521235594726875,0.0,6.00765944625997,1.3590807163845202,1.3357974476083274,0.0,6.0080606989010725,1.0587345312411112,1.1329257504184538,2.7968624222319365,0.3151321104919928,12.418885292819564,10.123851240359164,9.156342949622951,8.187940416035723,3.5238297355799566,1.1727631406270649,4.671312397743408,2.0359046704154435,0.659770411742093,41.53939016312739,0.16572755562963312,2.4168652420568157e-10,0.1657275553879466,-0.1657275553879466,0.1657275553879466,0.13195921292256335,0.16572749506965637,0.050000143542105344,0.1,6.25059499085833e-08,2.187659715926559e-09,0.0,0.0,0.0,1.5113741803727577e-07,1.8802975270859107e-07,0.005401956862726309,0.0,0.00540195666343585,0.0,0.005401957307336295,0.005401957307336295,0.0
7,1.0,1.0,0.9915942180522151,0.9921798688256082,0.9919974226283855,0.9916919608828074,0.9905098248364419,0.9918643383174912,0.9904829830357527,0.9929026540567409,0.9933225915963306,0.9920328763734243,0.9913322600721892,0.991818790816147,0.9917031251931052,0.9933225915963306,0.9934351965893498,0.9910402122709749,0.990575209571344,0.9907727988772488,0.9933225915963306,0.9903794312075411,0.9933632306018791,0.9905024985810759,0.9911691978881587,0.9917111265205317,0.9904075394049369,0.9903012969081998,0.9906053262511377,0.9904885854483697,0.9933225915963306,0.9917087283868535,0.9906608642416829,0.9926476480688322,0.9905017094460086,0.9933225915963306,0.9894469698833889,0.9879355235855902,0.9861804963849438,0.9852665493742052,0.9844992868177366,0.9843623698020832,0.9845719375447924,0.9843558437700872,0.9842648250721814,0.0,0.43073613125772975,0.11388119120112,0.8867511465004148,5.838838696498974,4.073207188474864,3.215182660070736,0.8614793207402875,0.20270370243813135,35.613006616015596,1.2522767087165338,4.274816360980878,0.6588409421283293,1.469180272181918,0.6832816343067993,0.0,0.4561335975128814,1.2666778229827103,3.6699080728410096,5.638075852754008,3.013147095191248,0.5694027388393079,3.871508953914521,0.0,6.0378429910905345,1.365917653804541,1.3425268004420985,0.0,6.038248605418817,1.0640690246717943,1.1386268146956398,2.8109483868298932,0.3167200861758129,13.091922755698066,10.674721590694299,9.655330390145307,8.63494752503694,3.716385863096009,1.2368975452827284,4.926571559854755,2.1472331174711496,0.6958562565394334,41.571671976410585,0.16588664245997733,2.416865242643758e-10,0.1658866422182908,-0.16588664221829083,0.1658866422182908,0.13084108818862478,0.16588658190628858,0.050000200613983574,0.1,6.249967055090695e-08,2.187668344451948e-09,0.0,0.0,0.0,1.2762735740657452e-07,1.5878086748429537e-07,0.00639705426144455,0.0,0.006397054062154159,0.0,0.006397054706056139,0.006397054706056139,0.0
8,1.0,1.0,0.9917218180095239,0.9922276720975428,0.992070084745316,0.9918062430844592,0.990785176642108,0.9919551335734306,0.9907619921177715,0.9928519756595616,0.9931848809880451,0.9921007078105936,0.991495552594868,0.9919157920566074,0.991815886223785,0.9931848809880451,0.9933119577146765,0.991243297187972,0.990841652509548,0.991012319676197,0.9931848809880451,0.9906725495386741,0.9932497972604006,0.9907788486111463,0.9913547081255347,0.9918227973462015,0.9906968279093439,0.990605061273428,0.9908676657008274,0.9907668311847613,0.9931848809880451,0.9918207259654747,0.9909156364725467,0.9926317150071158,0.9907781669981135,0.9931848809880451,0.9893237310087158,0.9878122847109171,0.9860572575102706,0.9851433104995321,0.9843760479430634,0.9842391309274102,0.9844486986701194,0.9842326048954141,0.9841415861975082,0.0,0.3719436368045313,0.09835335199448231,0.7657226640166149,5.043536727828777,3.5179627313082995,2.776646949136869,0.7438925365277818,0.1750355406447504,40.20028766085312,1.0815762736974284,3.692181840871954,0.5689057034982615,1.2686933176000403,0.5901159999497634,0.0,0.39386744698604176,1.093807847801808,3.169464170295263,4.869949169972266,2.602109691014196,0.49176436032091575,3.3436771584752627,0.0,5.215820029824412,1.1797504106928136,1.1593232040138302,0.0,5.216114643844616,0.9188430738527866,0.9833954547931822,2.427450750106207,0.2734897149859784,13.093547052894117,10.676051328003787,9.656534983437266,8.63602673337676,3.716850773334689,1.237052398564546,4.927187861187324,2.147501920297966,0.6959433869002483,45.45161591826778,0.18124763023912696,2.416865201344274e-10,0.18124762999744043,-0.18124762999744043,0.18124762999744043,0.1477285053829821,0.1812475696941183,0.050000257677614575,0.1,6.249100229454174e-08,2.187680137217731e-09,0.0,0.0,0.0,1.1486465865583082e-07,1.4290277678340338e-07,0.007107838117672676,0.0,0.007107837918382532,0.0,0.007107838562284598,0.007107838562284598,0.0
9,1.0,1.0,0.9912713462936416,0.991793824497627,0.9916310582796357,0.9913585458687133,0.9903039236494117,0.991512329414425,0.9902799772013696,0.9924386448352517,0.9927668110179957,0.9916626877248169,0.9910376450144123,0.9914716949992078,0.9913685059149697,0.9927668110179956,0.9929137434982472,0.990777099621853,0.9903622555093046,0.9905385313896858,0.9927668110179957,0.9901875952295847,0.9928495402306551,0.9902973876574528,0.9908921719083894,0.9913756441607866,0.990212671471536,0.9901178890663825,0.9903891235840745,0.9902849752968476,0.9927668110179956,0.9913735047073204,0.9904386708413673,0.9922111456554996,0.9902966836442568,0.9927668110179957,0.989007326209906,0.9875268838019315,0.9858078570004041,0.9849126575379361,0.9841611336311316,0.9840270251572535,0.9842322940934385,0.9840206329919896,0.9839314813360593,0.0,0.3843536836050046,0.10163142660133492,0.7912697992667685,5.211454361935806,3.635183860212796,2.869222285109294,0.7687129871877337,0.18087578255128367,46.502401083144036,1.1176140483053523,3.815187889596016,0.5878892169351728,1.3110137468667407,0.6097841689205254,0.0,0.4070105342833018,1.130298214877332,3.2751113918216364,5.032124620436691,2.688878570380228,0.5081545707312299,3.455108870748961,0.0,5.389391001581325,1.2190541185691404,1.1979953204127107,0.0,5.389706151440393,0.9494979996739132,1.016166844877026,2.508404925482169,0.2826148679048896,12.830106188219787,10.460401807715854,9.461186635492613,8.461018268694174,3.6414605971414917,1.2119416743827083,4.827247997134447,2.1039132819862143,0.6818145289264641,51.23570950401758,0.20418814588587814,2.417701153386898e-10,0.20418814564410803,-0.20418814564410803,0.20418814564410803,0.1708400923050814,0.20418808242473963,0.050000317511838914,0.1,6.540364442694783e-08,2.184276015408355e-09,0.0,0.0,0.0,1.1955990088817408e-07,1.4871659666954197e-07,0.006823524575929405,0.0,0.006823524376978249,0.0,0.006823525019793214,0.006823525019793214,0.0
10,1.0,1.0,0.9909527482979917,0.9916115460737115,0.9914063125892197,0.9910626990780679,0.9897329158124676,0.9912566062249772,0.9897027215065881,0.9924246062184711,0.9928841949444838,0.9914461944598388,0.9906580721148232,0.991205369901321,0.9910752577958666,0.9928841949444838,0.9930236625766806,0.9903295479318375,0.9898064670137576,0.9900287349610566,0.9928841949444838,0.9895862361928195,0.9929427081612515,0.9897246745175546,0.9904746436809786,0.9910842584784421,0.9896178550666691,0.9894983430234563,0.9898403452267841,0.9897090236530863,0.9928841949444838,0.9910815608210585,0.9899028198384493,0.9921377503219848,0.9897237868205674,0.9928841949444838,0.9894853895199439,0.9881444653181646,0.9865874411277878,0.9857766060570162,0.9850959064300521,0.9849744364577532,0.9851603606672473,0.984968646695816,0.984887896771049,0.0,0.48491484516474365,0.1281859575853709,0.9982799066222375,6.571265714698132,4.584677257567926,3.619216062542917,0.9698386358226714,0.22820073002118643,44.12931201367232,1.409517983291485,4.8114912688689095,0.741720697324795,1.6539210171857148,0.7691087606704946,0.0,0.5135153514199765,1.4259753405834874,4.1309470486414215,6.345523558111646,3.3918619793175173,0.6409257117773652,4.357750455953344,0.0,6.794773860925077,1.5373995770350355,1.5113416191524631,0.0,6.795294487299536,1.1978948874687807,1.2816250621879655,3.164301186627901,0.35655800219181283,11.619699254290804,9.470026667067582,8.564200115188648,7.657588721520659,3.295395454756657,1.0966855651782081,4.368491896143928,1.9038434277619014,0.6169653331541879,49.12804175055124,0.19583983369506222,2.4177011684146046e-10,0.19583983345329212,-0.19583983345329212,0.19583983345329212,0.162084981256369,0.19583977024410784,0.050000377336386986,0.1,6.539347281350625e-08,2.184288547300286e-09,0.0,0.0,0.0,1.1711990832687244e-07,1.4568156053557098e-07,0.006965681347175047,0.0,0.006965681148223946,0.0,0.006965681791038906,0.006965681791038906,0.0
