period,load_factor,q_hp_kw,q_slack_kw,q_storage_kw,e_storage_kwh,storage_soc,cop_t,bus_1_supply_temp_c,bus_1_return_temp_c,bus_2_supply_temp_c,bus_2_return_temp_c,bus_3_supply_temp_c,bus_3_return_temp_c,bus_4_supply_temp_c,bus_4_return_temp_c,bus_5_supply_temp_c,bus_5_return_temp_c,bus_6_supply_temp_c,bus_6_return_temp_c,bus_7_supply_temp_c,bus_7_return_temp_c,bus_8_supply_temp_c,bus_8_return_temp_c,bus_9_supply_temp_c,bus_9_return_temp_c,bus_10_supply_temp_c,bus_10_return_temp_c,bus_11_supply_temp_c,bus_11_return_temp_c,bus_12_supply_temp_c,bus_12_return_temp_c,bus_13_supply_temp_c,bus_13_return_temp_c,bus_14_supply_temp_c,bus_14_return_temp_c,bus_15_supply_temp_c,bus_15_return_temp_c,bus_16_supply_temp_c,bus_16_return_temp_c,bus_17_supply_temp_c,bus_17_return_temp_c,bus_18_supply_temp_c,bus_18_return_temp_c,bus_19_supply_temp_c,bus_19_return_temp_c,bus_20_supply_temp_c,bus_20_return_temp_c,bus_21_supply_temp_c,bus_21_return_temp_c,bus_22_supply_temp_c,bus_22_return_temp_c,bus_23_supply_temp_c,bus_23_return_temp_c,bus_24_supply_temp_c,bus_24_return_temp_c,bus_25_supply_temp_c,bus_25_return_temp_c,bus_26_supply_temp_c,bus_26_return_temp_c,bus_27_supply_temp_c,bus_27_return_temp_c,bus_28_supply_temp_c,bus_28_return_temp_c,bus_29_supply_temp_c,bus_29_return_temp_c,bus_30_supply_temp_c,bus_30_return_temp_c,bus_31_supply_temp_c,bus_31_return_temp_c,bus_32_supply_temp_c,bus_32_return_temp_c,bus_33_supply_temp_c,bus_33_return_temp_c,bus_34_supply_temp_c,bus_34_return_temp_c,bus_35_supply_temp_c,bus_35_return_temp_c,bus_36_supply_temp_c,bus_36_return_temp_c,bus_37_supply_temp_c,bus_37_return_temp_c,bus_38_supply_temp_c,bus_38_return_temp_c,bus_39_supply_temp_c,bus_39_return_temp_c,bus_40_supply_temp_c,bus_40_return_temp_c,bus_41_supply_temp_c,bus_41_return_temp_c,bus_42_supply_temp_c,bus_42_return_temp_c,bus_43_supply_temp_c,bus_43_return_temp_c,bus_1_heatex_in_temp_c,bus_3_heatex_in_temp_c,bus_4_heatex_in_temp_c,bus_5_heatex_in_temp_c,bus_6_heatex_in_temp_c,bus_7_heatex_in_temp_c,bus_8_heatex_in_temp_c,bus_10_heatex_in_temp_c,bus_11_heatex_in_temp_c,bus_12_heatex_in_temp_c,bus_13_heatex_in_temp_c,bus_16_heatex_in_temp_c,bus_17_heatex_in_temp_c,bus_20_heatex_in_temp_c,bus_21_heatex_in_temp_c,bus_22_heatex_in_temp_c,bus_23_heatex_in_temp_c,bus_24_heatex_in_temp_c,bus_25_heatex_in_temp_c,bus_26_heatex_in_temp_c,bus_27_heatex_in_temp_c,bus_28_heatex_in_temp_c,bus_29_heatex_in_temp_c,bus_30_heatex_in_temp_c,bus_31_heatex_in_temp_c,bus_32_heatex_in_temp_c,bus_33_heatex_in_temp_c,bus_35_heatex_in_temp_c,bus_36_heatex_in_temp_c,bus_37_heatex_in_temp_c,bus_39_heatex_in_temp_c,bus_40_heatex_in_temp_c,bus_41_heatex_in_temp_c,bus_42_heatex_in_temp_c,bus_43_heatex_in_temp_c,heat_pump_return_intermediate_temp_c,close_loop_supply_temp_c,close_loop_return_temp_c,thermal_storage_supply_temp_c,bus_0_voltage_pu,bus_1_voltage_pu,bus_2_voltage_pu,bus_3_voltage_pu,bus_4_voltage_pu,bus_5_voltage_pu,bus_6_voltage_pu,bus_7_voltage_pu,bus_8_voltage_pu,bus_9_voltage_pu,bus_10_voltage_pu,bus_11_voltage_pu,bus_12_voltage_pu,bus_13_voltage_pu,bus_14_voltage_pu,bus_15_voltage_pu,bus_16_voltage_pu,bus_17_voltage_pu,bus_18_voltage_pu,bus_19_voltage_pu,bus_20_voltage_pu,bus_21_voltage_pu,bus_22_voltage_pu,bus_23_voltage_pu,bus_24_voltage_pu,bus_25_voltage_pu,bus_26_voltage_pu,bus_27_voltage_pu,bus_28_voltage_pu,bus_29_voltage_pu,bus_30_voltage_pu,bus_31_voltage_pu,bus_32_voltage_pu,bus_33_voltage_pu,bus_34_voltage_pu,bus_35_voltage_pu,bus_36_voltage_pu,bus_37_voltage_pu,bus_38_voltage_pu,bus_39_voltage_pu,bus_40_voltage_pu,bus_41_voltage_pu,bus_42_voltage_pu,bus_43_voltage_pu,bus_0_p_hp_mw,bus_1_p_hp_mw,bus_2_p_hp_mw,bus_3_p_hp_mw,bus_4_p_hp_mw,bus_5_p_hp_mw,bus_6_p_hp_mw,bus_7_p_hp_mw,bus_8_p_hp_mw,bus_9_p_hp_mw,bus_10_p_hp_mw,bus_11_p_hp_mw,bus_12_p_hp_mw,bus_13_p_hp_mw,bus_14_p_hp_mw,bus_15_p_hp_mw,bus_16_p_hp_mw,bus_17_p_hp_mw,bus_18_p_hp_mw,bus_19_p_hp_mw,bus_20_p_hp_mw,bus_21_p_hp_mw,bus_22_p_hp_mw,bus_23_p_hp_mw,bus_24_p_hp_mw,bus_25_p_hp_mw,bus_26_p_hp_mw,bus_27_p_hp_mw,bus_28_p_hp_mw,bus_29_p_hp_mw,bus_30_p_hp_mw,bus_31_p_hp_mw,bus_32_p_hp_mw,bus_33_p_hp_mw,bus_34_p_hp_mw,bus_35_p_hp_mw,bus_36_p_hp_mw,bus_37_p_hp_mw,bus_38_p_hp_mw,bus_39_p_hp_mw,bus_40_p_hp_mw,bus_41_p_hp_mw,bus_42_p_hp_mw,bus_43_p_hp_mw,line_0_loading_pct,line_1_loading_pct,line_2_loading_pct,line_3_loading_pct,line_4_loading_pct,line_5_loading_pct,line_6_loading_pct,line_7_loading_pct,line_8_loading_pct,line_9_loading_pct,line_10_loading_pct,line_11_loading_pct,line_12_loading_pct,line_13_loading_pct,line_14_loading_pct,line_15_loading_pct,line_16_loading_pct,line_17_loading_pct,line_18_loading_pct,line_19_loading_pct,line_20_loading_pct,line_21_loading_pct,line_22_loading_pct,line_23_loading_pct,line_24_loading_pct,line_25_loading_pct,line_26_loading_pct,line_27_loading_pct,line_28_loading_pct,line_29_loading_pct,line_30_loading_pct,line_31_loading_pct,line_32_loading_pct,line_33_loading_pct,line_34_loading_pct,line_35_loading_pct,line_36_loading_pct,line_37_loading_pct,line_38_loading_pct,line_39_loading_pct,line_40_loading_pct,line_41_loading_pct,transformer_0_loading_pct,ext_grid_import_mw,ext_grid_export_mw,net_grid_power_mw,transformer_signed_p_mw,transformer_grid_mw,hp_elec_mw,gross_load_mw,bess_energy_bus_21_mwh,bess_total_capacity_mwh,bess_charge_bus_21_mw,bess_discharge_bus_21_mw
1,0.4432766017036652,324.8448741957796,3.7589385747033154e-11,0.0,277.77777777777777,0.5,2.286023206193393,84.71905203196684,72.59494596715996,84.75980282526399,72.4446969308679,84.7479380394887,72.4540308170582,84.19106429271017,74.87389985899341,84.40729080916549,73.70721081482617,84.29666581321459,74.25651774482134,84.37618636439248,74.043881740024,84.79484901173595,72.31211967659789,84.84285743988227,72.19597626488127,84.35793737329817,74.16378264133141,84.6984349184047,72.66752481569478,84.73559165550915,72.52350766474626,84.22958137568622,74.65709047585591,84.98951001208337,72.0813357787481,85.00000002121595,72.07239439418112,84.67071520717849,72.8583714445113,84.43226483781802,73.55086832340407,84.64193208973643,72.93863380586146,84.82904168286848,72.20679464143069,84.51844861732764,73.30686375811268,84.81552458833067,72.2173822226913,84.40139587804214,73.8714503259028,84.68349472040626,72.78040035594682,84.23467468062643,74.3523301110788,84.53208689286083,73.21488074584511,84.44903259403185,73.40172576071677,84.60543422932108,73.0401155397218,84.38599245077114,73.95655478876608,84.99475041665494,72.07649093885306,84.23334830708404,74.55289365913075,84.61888113866883,72.9566811422884,84.78286138528227,72.37750631412729,84.57515826282543,73.1260670239015,84.85425354033617,72.18705497869729,84.17088929391633,74.98720776250144,84.09447802046066,75.69342964881014,83.99078478116309,76.22048586258563,83.92673227385694,76.81692967443979,83.80180994497505,76.92052747768929,83.72801872942233,78.02713826994767,83.69911875030101,78.96058184225632,83.63373411825273,80.67218036431223,83.51642484235322,82.22538743191535,84.71905203196684,84.7479380394887,84.19106429271017,84.40729080916549,84.29666581321459,84.37618636439248,84.79484901173595,84.35793737329817,84.6984349184047,84.73559165550915,84.22958137568622,84.67071520717849,84.43226483781802,84.51844861732764,84.81552458833067,84.40139587804214,84.68349472040626,84.23467468062643,84.53208689286083,84.44903259403185,84.60543422932108,84.38599245077114,84.99475041665494,84.23334830708404,84.61888113866883,84.78286138528227,84.57515826282543,84.17088929391633,84.09447802046066,83.99078478116309,83.80180994497505,83.72801872942233,83.69911875030101,83.63373411825273,83.51642484235322,85.00000002120197,83.51642484235322,83.51642484235322,0.0,1.0,0.9933599725539856,0.9944220634773122,0.9940911931722275,0.9935372313879339,0.9913934009312468,0.9938498417644269,0.9913447227186106,0.9957328508413468,0.9962990829194984,0.99415548934072,0.9928849058324537,0.9937672403405823,0.9935574781171643,0.9962990829194984,0.9963953501142276,0.9923552705396491,0.9915119776268112,0.9918703103019856,0.9962990829194984,0.9911569291360972,0.9965681168229048,0.9913801146014412,0.9925891888737048,0.9935719887054199,0.9912079039878029,0.9910152308170628,0.9915665949067719,0.9913548828206025,0.9962990829194984,0.9935676396357556,0.9916673143087392,0.9952703917147538,0.9913786834871486,0.9962990829194984,0.9918740485251132,0.9901605790932264,0.9881709712157799,0.9871348640993408,0.986265047594014,0.9861098299581849,0.9863474089721166,0.9861024316428407,0.9859992471917498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14210042720288044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7898199699594519,0.20861461466931108,1.6259054699439925,10.685487907126255,7.459760122059491,5.891556205428705,1.5796633903550488,0.3716944271204523,32.829121190474446,2.293380401141735,7.827826042535693,1.2081860144798684,2.693384246171127,1.2516694077856776,0.0,0.8364794891960627,2.322358264247646,6.723362984779039,10.320220853203375,5.522079229182529,1.0430624055208317,7.091399745536439,0.0,15.964420715771649,2.501198853827974,2.4611959490874096,0.0,11.046281970902015,1.9509790945589363,2.085532459121272,5.1520611715673645,0.5807577610367521,14.975315877358442,12.216794239888499,11.052354752441223,9.88664015226584,4.255619145433873,1.416511805035873,5.641398128127121,2.4590165353011373,0.7969192868453647,28.227326543797137,0.1405037250361131,2.1431011603268866e-12,0.14050372503397002,-0.1405037250312266,0.14050372503397002,0.14210042720288044,0.19050372502277366,0.2,0.4,4.737291098789359e-12,0.04999999999485376
2,0.41521093477669885,206.26502899452643,5.6350002588319854e-11,-99.99999423595743,179.77778333653947,0.32360001000577104,2.2905035532220537,84.71962835228373,73.30776545928455,84.76029555189325,73.16780850952983,84.74845510481464,73.17720709611746,84.1927236948182,75.42858411654828,84.408506657408,74.34205533200753,84.29810859081522,74.85325251337588,84.37746601839268,74.65533057554285,84.7952698467596,73.0450766711316,84.8431797933494,72.9358500879602,84.35925446216385,74.76692600857376,84.69905353140877,73.37503104491736,84.73613404745282,73.24157198594384,84.23116176620346,75.22651871661753,84.9895315314235,72.82038755217235,85.00000002199221,72.81180266001826,84.67139068270467,73.55196979097076,84.43342945586392,74.19662514870936,84.64266660919117,73.62640397310423,84.82939237713543,72.94674603957071,84.51943644323359,73.96975979405624,84.81590301073965,72.95740954093435,84.4026238187862,74.4948709123367,84.68414398081978,73.4796724251396,84.23624462304917,74.94249486254432,84.53304674204156,73.88429116583518,84.45016281572708,74.05791718273463,84.60624361825683,73.72201333293748,84.3872519891649,74.57406051240093,84.99476118614928,72.81592860198282,84.23492097034836,75.12941091537346,84.61966294343631,73.64456745444039,84.78330681099027,73.1056021830629,84.57602975802922,73.80180872167853,84.85455251653906,72.92686483013347,84.17259008178422,75.53422083296198,84.0963355537466,76.19273953393025,83.99285502442501,76.6844776390966,83.9289339105191,77.24135734750394,83.80426783967056,77.34525763364707,83.73062799490918,78.38043552762633,83.70178729943945,79.25398242906135,83.63653679343065,80.85598872313636,83.51946815861282,82.31017164271424,84.71962835228373,84.74845510481464,84.1927236948182,84.408506657408,84.29810859081522,84.37746601839268,84.7952698467596,84.35925446216385,84.69905353140877,84.73613404745282,84.23116176620346,84.67139068270467,84.43342945586392,84.51943644323359,84.81590301073965,84.4026238187862,84.68414398081978,84.23624462304917,84.53304674204156,84.45016281572708,84.60624361825683,84.3872519891649,84.99476118614928,84.23492097034836,84.61966294343631,84.78330681099027,84.57602975802922,84.17259008178422,84.0963355537466,83.99285502442501,83.80426783967056,83.73062799490918,83.70178729943945,83.63653679343065,83.51946815861282,81.0203759289044,83.51946815861282,83.51946815861282,0.0,1.0,0.9934509592658513,0.9941813210100542,0.9939537933965333,0.9935728537932352,0.9920986186621065,0.9937878247103356,0.9920651444053317,0.9950827023555202,0.9956858022402915,0.9939980075600614,0.9931242729608182,0.9937310226808033,0.9935867767410267,0.9956858022402915,0.9957468326595333,0.9927600618111432,0.9921801595926352,0.9924265720907531,0.9956858022402915,0.9919360055100993,0.9956570847419671,0.9920894821307626,0.9929209190397568,0.9935967551508924,0.9919710590829947,0.9918385646703674,0.9922177179324907,0.9920721311422005,0.9956858022402915,0.99359376445204,0.9922869790442094,0.9947646858402646,0.9920884980049144,0.9956858022402915,0.992165801535747,0.990808673008861,0.9892328330448956,0.9884121994821008,0.9877232739777599,0.9876003361082307,0.987788507108656,0.9875944763802323,0.9875127506374203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09005226326952133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5427447221205297,0.14345254028311824,1.1173237711364319,7.352826789768005,5.130517968408629,4.0504349033705305,1.0855005177154244,0.25541610021819516,20.822693579113725,1.5773251116629008,5.3842180279770036,0.8301869049422104,1.851105375935403,0.8607065977801236,0.0,0.574765090987574,1.5960049878637819,4.622991567132621,7.100452657380632,3.7960666871221043,0.7172576570758853,4.876678388125513,0.0,7.6023962677780155,1.7204010266908776,1.6915273262858002,0.0,7.603081485376817,1.3407377726002871,1.4342351915687894,3.5414426547618465,0.39908067681189835,11.868705908890135,9.673288750849196,8.748130783034528,7.8221639632624465,3.3662453477662204,1.1202712012181408,4.462413001426813,1.9447868385186453,0.6302347323260951,25.29097283018039,0.12622156081726635,1.876024162605089e-12,0.12622156081539032,-0.12622156081530445,0.12622156081539032,0.09005226326952133,0.12622156070457663,0.20000000010024313,0.4,1.3807522217498626e-10,2.938192758653971e-11
3,0.39811212933219803,153.29494346594964,5.637299083122385e-11,-141.72335716186458,40.88889325960595,0.0736000078672907,2.288321733387523,84.71934798059726,73.7393820922673,84.76005584740625,73.60572411076498,84.74820355988061,73.61518617182611,84.19191641847448,75.7633500178066,84.40791516402675,74.72588915928344,84.2974066993674,75.21374604237826,84.37684348437244,75.02483445022443,84.79506511656751,73.48904377263591,84.84302297310393,73.3840151954546,84.35861371658734,75.13134363830915,84.69875258490146,73.80338426765388,84.73587018146151,73.67641047500013,84.23039292793112,75.57030459277377,84.98952106291614,73.26775536409718,85.00000002197544,73.25937997135918,84.67106207334871,73.97178279241399,84.43286288528117,74.58714441056287,84.64230927576176,74.04263881173586,84.82922176947375,73.39498638613622,84.51895587963821,74.37078301228132,84.81571891371152,73.40572352144818,84.40202644256641,74.87170717594284,84.68382812476187,73.9029691435041,84.23548086763361,75.2989671738298,84.53257978874495,74.28930856208166,84.44961297850415,74.45483003510253,84.60584986183648,74.13469075396773,84.3866392411154,74.94727386953502,84.99475594729665,73.26353441816116,84.23415589128018,75.47753377029773,84.61928260634107,74.0609192383547,84.78309011776241,73.54658121716568,84.5756057877486,74.2107093838481,84.85440706901682,73.37496789234012,84.1717626718276,75.86429487672393,84.09543188926199,76.49364107654878,83.99184787941118,76.96379040655279,83.92786284439137,77.49649989946795,83.80307210747208,77.60083622425469,83.72935862286596,78.5924439181266,83.70048908670077,79.42946998033796,83.63517333018598,80.9646630951164,83.51798762673326,82.35849116212955,84.71934798059726,84.74820355988061,84.19191641847448,84.40791516402675,84.2974066993674,84.37684348437244,84.79506511656751,84.35861371658734,84.69875258490146,84.73587018146151,84.23039292793112,84.67106207334871,84.43286288528117,84.51895587963821,84.81571891371152,84.40202644256641,84.68382812476187,84.23548086763361,84.53257978874495,84.44961297850415,84.60584986183648,84.3866392411154,84.99475594729665,84.23415589128018,84.61928260634107,84.78309011776241,84.5756057877486,84.1717626718276,84.09543188926199,83.99184787941118,83.80307210747208,83.72935862286596,83.70048908670077,83.63517333018598,83.51798762673326,79.35994282824288,83.51798762673326,83.51798762673326,0.0,1.0,0.993194274347912,0.9940514738459914,0.9937844328109737,0.9933373376018703,0.9916070804731458,0.9935896412906965,0.9915677929333291,0.9951093929429928,0.995843328345886,0.9938363253958263,0.992810854297606,0.993522974777025,0.9933536784685069,0.995843328345886,0.9958888589647193,0.9923833926771497,0.9917027821514949,0.9919919877011881,0.995843328345886,0.9914162272235225,0.99578352503887,0.9915963572525716,0.9925721850621897,0.9933653897718391,0.9914573683502728,0.9913018643895246,0.9917468630337813,0.9915759930168968,0.995843328345886,0.9933618796953931,0.9918281523273034,0.9947361483153521,0.9915952022192064,0.995843328345886,0.9923278338139658,0.9909782870912508,0.9894112507960428,0.988595201827003,0.98791012510939,0.9877878740508986,0.987974993805515,0.9877820470591586,0.9877007778895933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06699011822914389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6373158590562079,0.16840463206864,1.3119942635043231,8.629518769869158,6.022531913664014,4.755351540320121,1.2746469868422308,0.2999227481900678,15.512967812072038,1.851551328000433,6.320089878710698,0.9748655571739439,2.173528066761129,1.0104158799509346,0.0,0.6749349310329724,1.87404060476032,5.427242390936832,8.33378680532444,4.456873258128388,0.8420162085735369,5.724781821294209,0.0,8.921388525201031,2.019437002664957,1.9861549575575839,0.0,8.922332171535748,1.57432313802808,1.6836463846302958,4.1580424077524185,0.4686196698916293,11.800716413819782,9.617676778287123,8.697769075204238,7.777061590325437,3.3468196517213564,1.1138019345085075,4.436661616831544,1.9335569518008866,0.6265948233272891,21.119101981407855,0.10551759548336442,1.876651946650517e-12,0.10551759548148777,-0.10551759547918502,0.10551759548148777,0.06699011822914389,0.10551759537204705,0.20000000019852715,0.4,1.3792163351503652e-10,2.9366123739819195e-11
4,0.3536707131993485,224.0514411858123,5.641888227099662e-11,-41.72336007232133,3.7544035652680605e-07,6.75792641748251e-10,2.283488095036924,84.71872493238743,74.86164030675445,84.75952317075115,74.74434915720451,84.74764457112087,74.75397216922033,84.19012247102654,76.63396899795174,84.40660073427318,75.72400170063878,84.29584694057706,76.15121538468787,84.37546007542102,75.98571485373594,84.79461016056752,74.64338833155091,84.84267448365182,74.54927345074975,84.35718983751104,76.07900879271284,84.6980838148674,74.91716497744449,84.73528381257427,74.80703816775099,84.22868439841949,76.46436109987627,84.98949779954842,74.43099097923402,85.00000002192007,74.4231613822401,84.67033183031765,75.06337785895903,84.43160383952409,75.60262680735178,84.64151520145623,75.1249384764377,84.828842641319,74.56043551364064,84.5178879605196,75.41355581053125,84.815309809187,74.57135944916394,84.4006989398381,75.85163868016457,84.6831262223933,75.00361419569623,84.23378363335945,76.2259880826548,84.5315421147348,75.3424583681799,84.4483911179912,75.48692389110676,84.60497484755115,75.20774095909212,84.38527757876574,75.9177923289692,84.9947443053839,74.42738814304533,84.23245571555555,76.38285947657067,84.6184374127784,75.14351512703286,84.78260857723859,74.69316393337368,84.57466363155174,75.27394781896788,84.85408385228288,74.54006874642118,84.16992398301733,76.72272232685077,84.09342374594507,77.27626478306053,83.98960977936247,77.6903147990958,83.92548269742298,78.16021466613273,83.8004149247908,78.26564217197841,83.72653779608532,79.14401518908727,83.69760416948577,79.88612501827231,83.63214341184664,81.2476718604201,83.51469755587226,82.48463614509234,84.71872493238743,84.74764457112087,84.19012247102654,84.40660073427318,84.29584694057706,84.37546007542102,84.79461016056752,84.35718983751104,84.6980838148674,84.73528381257427,84.22868439841949,84.67033183031765,84.43160383952409,84.5178879605196,84.815309809187,84.4006989398381,84.6831262223933,84.23378363335945,84.5315421147348,84.4483911179912,84.60497484755115,84.38527757876574,84.9947443053839,84.23245571555555,84.6184374127784,84.78260857723859,84.57466363155174,84.16992398301733,84.09342374594507,83.98960977936247,83.8004149247908,83.72653779608532,83.69760416948577,83.63214341184664,83.51469755587226,83.33956703502025,83.51469755587226,83.51469755587226,0.0,1.0,0.9933571128017212,0.9940805054681232,0.9938551489125104,0.9934778442171931,0.9920176761691328,0.9936907638917987,0.9919845213221595,0.9949732858747055,0.9955646122470888,0.993898941186546,0.9930335437222196,0.9936345038645908,0.993491634312864,0.9955646122470888,0.9956310790782594,0.9926728078583988,0.9920984390398941,0.9923425002814132,0.9955646122470888,0.9918566146642604,0.9955421875311301,0.9920086268181462,0.992832130194817,0.9935015175092069,0.9918913337575932,0.9917601036004902,0.9921356389998172,0.99199144139191,0.9955646122470888,0.9934985553474638,0.9922042392252286,0.9946583038582505,0.992007652082781,0.9955646122470888,0.9920300419814402,0.990665331650383,0.9890806880176605,0.9882554698611105,0.9875626955700416,0.9874390708894746,0.9876282931357087,0.9874331784252178,0.987350996109159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0981180684378341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5376097392632533,0.14209732956244117,1.1067534770101648,7.2834673279272275,5.082067171929421,4.012152381628045,1.0752303434557013,0.2529995092706714,22.6845851839223,1.562430067698254,5.3333829047552594,0.8223313913801487,1.8335975447612407,0.8525754960037601,0.0,0.5693262759608446,1.5809078032464494,4.579311781807874,7.0334526387797025,3.760181037731157,0.7104816983307545,4.830614536230462,0.0,7.530729990116878,1.7041578512235742,1.6755287909025134,0.0,7.531402346992174,1.3280543753682799,1.4206885412276558,3.507958689075579,0.39530488490724613,11.936399815649313,9.728661231819888,8.798276397450133,7.867073631609431,3.3855882303005798,1.1267129406004,4.488054605525479,1.9559689325205045,0.6338591586235137,26.912664214672393,0.13427334906417793,1.864528595270172e-12,0.1342733490623134,-0.13427334906291094,0.1342733490623134,0.0981180684378341,0.13427334895020893,0.20000000030084295,0.4,1.3975390634112244e-10,2.892789156619205e-11
5,0.3695415016272804,334.46652802221934,5.6399729553611284e-11,58.27663886735212,57.11110646544543,0.10279999163780178,2.2871114063630555,84.71919221914737,74.46189519678359,84.75992267884544,74.33874809028094,84.74806381329353,74.34830429903292,84.19146793221154,76.32428546291538,84.40758655718878,75.36869854783731,84.29701676026957,75.81761632532073,84.37649763273487,75.6437375100167,84.79495137817065,74.23215291641299,84.8429358513443,74.13414677892365,84.35825774741846,75.74176099529979,84.69858539299531,74.52045754052313,84.7357235898424,74.40429390907116,84.2299657961525,76.14629316158982,84.98951524767858,74.01670154673349,85.00000002256604,74.00868001803616,84.6708795131932,74.67461924350994,84.43254812444252,75.24110616685789,84.6421107577874,74.73951002356887,84.82912698803841,74.14522983333688,84.51868890045967,75.04226526256036,84.81561663818366,74.15607644592046,84.40169456748475,75.50284286728896,84.68365264977206,74.61161319347656,84.23505655966443,75.89612750150422,84.53232037084365,74.967452192356,84.44930751397663,75.11945690997021,84.60563110886687,74.82560778345623,84.38629882612832,75.5723655636944,84.99475303742287,74.01287684742658,84.23373084794832,76.06076011924091,84.6190713085523,74.75796298486603,84.78296973323455,74.28471066212484,84.57537024930093,74.89532875063145,84.85432626543678,74.12500722829321,84.17130300022382,76.417399666486,84.09492985403108,76.99805544866194,83.99128835499658,77.43216719215667,83.92726780824643,77.92452305983193,83.80240781239809,78.02946329905711,83.72865341676663,78.94829381975444,83.69976785799264,79.72431118428261,83.63441585119637,81.14788748101404,83.5171651096125,82.4408802313298,84.71919221914737,84.74806381329353,84.19146793221154,84.40758655718878,84.29701676026957,84.37649763273487,84.79495137817065,84.35825774741846,84.69858539299531,84.7357235898424,84.2299657961525,84.6708795131932,84.43254812444252,84.51868890045967,84.81561663818366,84.40169456748475,84.68365264977206,84.23505655966443,84.53232037084365,84.44930751397663,84.60563110886687,84.38629882612832,84.99475303742287,84.23373084794832,84.6190713085523,84.78296973323455,84.57537024930093,84.17130300022382,84.09492985403108,83.99128835499658,83.80240781239809,83.72865341676663,83.69976785799264,83.63441585119637,83.5171651096125,87.31919132221901,83.5171651096125,83.5171651096125,0.0,1.0,0.9933720397794007,0.9939555857865421,0.9937737952814419,0.9934694313327124,0.9922915437568829,0.9936411892613293,0.992264798422755,0.9946757734048469,0.9951075411774893,0.9938091216095123,0.993111023248342,0.9935958054528342,0.9934805555196727,0.9951075411774893,0.9952064016772064,0.9928200250356944,0.9923566935060398,0.9925535726971089,0.9951075411774893,0.9921616187487403,0.9951346946871346,0.9922842438312951,0.9929485470923634,0.993488528091184,0.9921896259282804,0.9920837652557153,0.9923867019497068,0.9922703807009001,0.9951075411774893,0.993486138576142,0.9924420403426532,0.994421683881189,0.9922834575322947,0.9951075411774893,0.9917053938415976,0.990378592302511,0.9888379667478036,0.9880356714216265,0.9873621409480074,0.9872419503018955,0.9874259163508213,0.9872362215179425,0.9871563220543341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14623971840273625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4335590421797511,0.11462827566343697,0.8925629554454209,5.877180875921968,4.09993482029819,3.236268422147967,0.8671251505980079,0.20403213604194004,33.78497835709089,1.2604941588776437,4.302871167724694,0.6631584125135882,1.4788109365993716,0.6877641347495558,0.0,0.4591226301537217,1.2749802827002716,3.69398125699013,5.675091844202553,3.032905187019707,0.5731381574562647,3.8969093068021357,0.0,6.07747791800774,1.3748819115806703,1.3513272351683907,0.0,6.077915392553952,1.0710431586456535,1.1460974465947082,2.8293786212798877,0.3187957586311424,11.609783700527986,9.461515759504008,8.556355285757299,7.650420238778042,3.292275923816188,1.0956377197312608,4.364356536421461,1.9020259638804697,0.6163748243394896,35.95536848247842,0.17904879441600297,1.928373758927797e-12,0.1790487944140746,-0.1790487944130986,0.1790487944140746,0.14623971840273625,0.17904879355721837,0.20000000110886762,0.4,8.787158469628668e-10,2.5417618825520942e-11
