t,bus,branch,base_v_min,base_v_max,tight_v_min,tight_v_max,k_epsilon,delta_v,sig_pv_t,sig_hp_t,s_volt_var,s_volt_val,note
1,3,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,4,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,5,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,6,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,7,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,8,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,9,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,10,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,11,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,12,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,13,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,14,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,15,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,16,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,17,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,18,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,19,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,20,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,21,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,22,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,23,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,24,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,25,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,26,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,27,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,28,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,29,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,30,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,31,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,32,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,33,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,34,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,35,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,36,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,37,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,38,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,39,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,40,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,41,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,42,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
1,43,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,1,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,2,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,3,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,4,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,5,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,6,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,7,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,8,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,9,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,10,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,11,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,12,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,13,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,14,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,15,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,16,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,17,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,18,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,19,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,20,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,21,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,22,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,23,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,24,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,25,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,26,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,27,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,28,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,29,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,30,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,31,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,32,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,33,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,34,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,35,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,36,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,37,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,38,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,39,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,40,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,41,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,42,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
2,43,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,1,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,2,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,3,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,4,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,5,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,6,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,7,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,8,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,9,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,10,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,11,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,12,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,13,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,14,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,15,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,16,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,17,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,18,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,19,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,20,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,21,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,22,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,23,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,24,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,25,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,26,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,27,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,28,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,29,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,30,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,31,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,32,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,33,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,34,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,35,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,36,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,37,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,38,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,39,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,40,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,41,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,42,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
3,43,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,1,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,2,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,3,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,4,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,5,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,6,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,7,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,8,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,9,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,10,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,11,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,12,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,13,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,14,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,15,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,16,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,17,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,18,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,19,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,20,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,21,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,22,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,23,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,24,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,25,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,26,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,27,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,28,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,29,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,30,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,31,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,32,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,33,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,34,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,35,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,36,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
4,37,base_voltage,0.48999999999999994,2.25,0.48999999999999994,2.25,4.358898943540673,,0.0,0.013490377853494367,,,base band enforced
