period,cop_t,bus_0_voltage_pu,bus_1_voltage_pu,bus_2_voltage_pu,bus_3_voltage_pu,bus_4_voltage_pu,bus_5_voltage_pu,bus_6_voltage_pu,bus_7_voltage_pu,bus_8_voltage_pu,bus_9_voltage_pu,bus_10_voltage_pu,bus_11_voltage_pu,bus_12_voltage_pu,bus_13_voltage_pu,bus_14_voltage_pu,bus_15_voltage_pu,bus_16_voltage_pu,bus_17_voltage_pu,bus_18_voltage_pu,bus_19_voltage_pu,bus_20_voltage_pu,bus_21_voltage_pu,bus_22_voltage_pu,bus_23_voltage_pu,bus_24_voltage_pu,bus_25_voltage_pu,bus_26_voltage_pu,bus_27_voltage_pu,bus_28_voltage_pu,bus_29_voltage_pu,bus_30_voltage_pu,bus_31_voltage_pu,bus_32_voltage_pu,bus_33_voltage_pu,bus_34_voltage_pu,bus_35_voltage_pu,bus_36_voltage_pu,bus_37_voltage_pu,bus_38_voltage_pu,bus_39_voltage_pu,bus_40_voltage_pu,bus_41_voltage_pu,bus_42_voltage_pu,bus_43_voltage_pu,line_0_loading_pct,line_1_loading_pct,line_2_loading_pct,line_3_loading_pct,line_4_loading_pct,line_5_loading_pct,line_6_loading_pct,line_7_loading_pct,line_8_loading_pct,line_9_loading_pct,line_10_loading_pct,line_11_loading_pct,line_12_loading_pct,line_13_loading_pct,line_14_loading_pct,line_15_loading_pct,line_16_loading_pct,line_17_loading_pct,line_18_loading_pct,line_19_loading_pct,line_20_loading_pct,line_21_loading_pct,line_22_loading_pct,line_23_loading_pct,line_24_loading_pct,line_25_loading_pct,line_26_loading_pct,line_27_loading_pct,line_28_loading_pct,line_29_loading_pct,line_30_loading_pct,line_31_loading_pct,line_32_loading_pct,line_33_loading_pct,line_34_loading_pct,line_35_loading_pct,line_36_loading_pct,line_37_loading_pct,line_38_loading_pct,line_39_loading_pct,line_40_loading_pct,line_41_loading_pct,transformer_0_loading_pct,ext_grid_import_mw,ext_grid_export_mw,net_grid_power_mw,transformer_signed_p_mw,transformer_grid_mw,hp_elec_mw,gross_load_mw,bess_energy_bus_21_mwh,bess_total_capacity_mwh,bess_charge_bus_21_mw,bess_discharge_bus_21_mw
11,1.0,1.0,0.992656499467377,0.9932412001813045,0.9930590499535307,0.992754083736749,0.9915738653853502,0.9929261815358188,0.9915470671281992,0.993962812889525,0.9943832195910393,0.9930944461844884,0.9923949664430923,0.9928807079229365,0.9927652299359827,0.9943832195910393,0.9944944911511453,0.9921033924101894,0.9916391440512619,0.9918364128221329,0.9943832195910393,0.9914436832847304,0.9944226422741944,0.9915665510148455,0.9922321687832091,0.9927732182834266,0.991471745884203,0.9913656757370882,0.9916692118749145,0.9915526604524219,0.9943832195910393,0.9927708240400696,0.9917246597701401,0.9937082205796367,0.9915657631599357,0.9943832195910393,0.9909153133855989,0.9895588872389074,0.9879838628489712,0.9871636540040643,0.9864750850522681,0.9863522108090816,0.9865402844218377,0.9863463541137782,0.9862646706680236,0.0,0.4295759131838202,0.11357481231122682,0.8843627771345359,5.823149173633457,4.062252126891967,3.206529504864508,0.8591588466198745,0.202157694077972,36.06358893725033,1.2489087780273378,4.2633211715583545,0.6570661249144581,1.465223979296152,0.6814433905905475,0.0,0.45490480825106067,1.2632664559359659,3.6600336984289967,5.622921917508976,3.0050363562001423,0.5678708616770375,3.861094497876631,0.0,6.021595680195505,1.3622446346991195,1.3389115672878626,0.0,6.022030751631615,1.061203155464029,1.13556402032515,2.803380940805212,0.31586697204789227,11.736646568933601,9.565682709764095,8.650825048086183,7.735166963592811,3.328808505448573,1.107812966569912,4.412785409070396,1.9231592923980443,0.623226122139456,39.58399408830937,0.19720216282777359,0.0,0.19720216282777359,-0.19720216282777359,0.19720216282777359,0.16462023693789138,0.19720216282777359,0.05,0.1,0.0,0.0
12,1.0,1.0,0.9926684863805185,0.993195714576327,0.9930314686062645,0.9927564787107052,0.9916922686332309,0.9929116603445649,0.9916681044815,0.9938463971514722,0.9941941950764078,0.9930633856033567,0.9924326604592336,0.9928706565107986,0.992766529306458,0.9941941950764078,0.9943258146790168,0.9921697463774645,0.9917511308039682,0.9919290092564453,0.9941941950764078,0.9915748826400187,0.994261028108959,0.9916856732207869,0.9922858648175359,0.992773732448014,0.9916001868569234,0.9915045427590793,0.9917782431437323,0.9916731480160267,0.9941941950764078,0.9927715735441931,0.9918282408486518,0.9936168297146419,0.9916849628072151,0.9941941950764078,0.9910329711100166,0.9897850590457006,0.9883360365960911,0.987581444453117,0.9869479610127132,0.9868349167081337,0.9870079444331672,0.9868295285484142,0.9867543797777563,0.0,0.38730497008377385,0.10241096613155504,0.797345258816739,5.251384142095221,3.663059228767118,2.8912373715471866,0.7746156467837264,0.18226467660057277,42.677096024820244,1.1261838767958459,3.8444387295607085,0.5924037843477661,1.321078054469583,0.6144613384883387,0.0,0.410136162943754,1.138976098459587,3.3002348309114304,5.070689297311981,2.7095129603015278,0.5120522289250422,3.481607676941284,0.0,5.430630599728986,1.228400540806382,1.2071920152911724,0.0,5.430984462467102,0.9567881540527987,1.0239599701554822,2.527656617818711,0.2847849602472591,10.79954663835068,8.79938335182232,7.956940479869155,7.113817889817244,3.0612082739668556,1.0186996138021152,4.058045148399479,1.7684682367782416,0.5730873024903352,45.12992128674309,0.22460215324547944,0.0,0.22460215324547944,-0.22460215324547944,0.22460215324547944,0.1948313936956457,0.22460215324547944,0.05,0.1,0.0,0.0
13,1.0,1.0,0.9931093885643193,0.993498397436068,0.9933772105571961,0.9931743126282455,0.9923890982470095,0.993288811497585,0.9923712690233899,0.9939784956107033,0.9941968142974245,0.9934007601228817,0.9929353872944753,0.9932585573206696,0.9931817283373168,0.9941968142974245,0.9943322279660087,0.992741399356939,0.9924325289792981,0.9925637744184773,0.9941968142974245,0.9923024864285566,0.9942844259881877,0.9923842319026562,0.99282707592682,0.9931870430871576,0.9923211568353119,0.9922505870082662,0.9924525334873763,0.9923749903336146,0.9941968142974245,0.9931854501663953,0.9924894236820498,0.9938091120870193,0.9923837077326967,0.9941968142974245,0.9907530502004623,0.9893966240537708,0.9878215996638346,0.9870013908189277,0.9863128218671315,0.9861899476239451,0.9863780212367012,0.9861840909286417,0.986102407482887,0.0,0.2855675731480563,0.07553108906199352,0.5879075097591042,3.8741545811417457,2.7018027395543465,2.1321840304765343,0.5711382486366261,0.13438665076048742,43.91764560123676,0.830658789966724,2.835707865673719,0.43678030905119636,0.9741179070580749,0.45318410927683167,0.0,0.3023920572759409,0.8398197254500978,2.433956817073152,3.7406221636169446,1.9980911811687214,0.3776540300969102,2.5678583877747028,0.0,4.006898480728106,0.9060841700969275,0.8901422254151374,0.0,4.007091119441234,0.7054747914231458,0.7552294630671275,1.8639265722010998,0.20997718638443263,11.738561849964965,9.567249354594692,8.652243802094672,7.736437570380011,3.3293557620946412,1.1079952183428852,4.413510871691281,1.9234756599017713,0.623328665525188,46.101758300973906,0.22938630644239003,0.0,0.22938630644239003,-0.22938630644239003,0.22938630644239003,0.20054776639765887,0.22938630644239003,0.05,0.1,0.0,0.0
14,1.0,1.0,0.9927262896685513,0.9931523473156002,0.9930196187322308,0.9927973970286197,0.9919373996969535,0.9929228006438156,0.991917872437768,0.993678169510138,0.9939380464067221,0.9930454111325426,0.992535716709945,0.9928896650925053,0.9928055190016325,0.993938046406722,0.9940815529438187,0.9923232535754898,0.9919849667242177,0.9921287118340689,0.993938046406722,0.9918425390645704,0.9940132363588858,0.9919320698873386,0.9924170898872599,0.9928113399223781,0.9918629876202444,0.9917856968008125,0.9920068764395511,0.9919219481614686,0.993938046406722,0.9928095952936017,0.9920472800156216,0.9934926540867358,0.991931495796011,0.993938046406722,0.9907068993397601,0.9894279831516246,0.987942960031191,0.9871696201984532,0.9865203979896013,0.9864045451220498,0.9865818716860515,0.9863990230945876,0.986322007267863,0.0,0.31290713708913187,0.08275593385234697,0.6441896851078448,4.244407213012827,2.960185043618236,2.336191232749998,0.6258179989773051,0.14725271122798736,46.55312238260882,0.9100953655437231,3.106859715857301,0.4785997597987317,1.0673596679245216,0.49653269189190363,0.0,0.3313451263593998,0.9202131739062843,2.666792910146353,4.098179867904117,2.1892912420749493,0.4137779703591968,2.8134632934637804,0.0,5.783349373893655,0.9927244062502614,0.9753459034482692,0.0,4.389919396103551,0.7730105488454,0.8274615892138962,2.042305105599533,0.230080013521479,11.070578748787636,9.020970357176877,8.157571997210193,7.293459984173197,3.138572170257153,1.0444614793479319,4.160601445098397,1.813188193031309,0.5875818742910317,48.94262611903906,0.24348043131662264,0.0,0.24348043131662264,-0.24348043131662264,0.24348043131662264,0.21252430217903012,0.2408488523692542,0.052500000000000005,0.1,0.0026315789473684236,0.0
15,1.0,1.0,0.993496143928818,0.993856654193851,0.9937443454086445,0.9935563116864011,0.9928286217408879,0.9936624224225034,0.9928120986777929,0.9943015806023452,0.9944912329098927,0.99376616974424,0.9933348899100459,0.9936343846523387,0.9935631841241187,0.9944912329098927,0.9946293986919137,0.9931551134374426,0.9928688707581855,0.9929905012183089,0.9944912329098927,0.9927483550634594,0.9945850986644724,0.9928241119026298,0.993234513382169,0.9935681095178894,0.9927656576850098,0.9927002577702542,0.9928874097454242,0.9928155473665834,0.9944912329098927,0.9935666332937518,0.9929215973818118,0.9941446060358243,0.9928236261331145,0.9944912329098927,0.9915819839932108,0.9904270838323631,0.9890860628518156,0.988387713495146,0.9878014461225184,0.9876968274644615,0.9878569587374786,0.9876918409059494,0.9876222932753093,0.0,0.26452986846947524,0.06997084303614585,0.5445982395644146,3.5891692097253896,2.5029448987606355,1.9751865262145112,0.5290623990179598,0.12448628332220198,44.79934869112858,0.7695220595284259,2.6270179371558613,0.4046007522703585,0.9023665391489898,0.4198229770271648,0.0,0.28011309511924876,0.7779561714770413,2.2547681927801877,3.465416077144532,1.8509523665188603,0.3498530006607424,2.3788381913973917,0.0,3.712245526475818,0.8394021811030569,0.8245763202568361,0.0,3.71241087439719,0.6535056851272046,0.6996385496127994,1.726656624262335,0.19450813976397952,9.991562418870812,8.139021073605734,7.3591042262668065,6.578604084451676,2.8307330813828853,0.9419572574325028,3.752519142526043,1.635250562762049,0.5299097554313921,46.20364276324294,0.22976179865400975,0.0,0.22976179865400975,-0.22976179865400975,0.22976179865400975,0.204647417043185,0.22976179865400975,0.052500000000000005,0.1,0.0,0.0
16,1.0,1.0,0.990306406651232,0.9906374682500836,0.9905343335279915,0.9903616595412515,0.9896934117264279,0.9904591025085027,0.9896782383673955,0.9910460503695245,0.9915023738125177,0.990554375119416,0.990158324839273,0.9904333550335506,0.9903679705965514,0.9915023738125176,0.9916503682794439,0.9899932335999139,0.989730372959744,0.9898420679057779,0.9915023738125176,0.989619701718305,0.9913064089558259,0.9896892702791263,0.9900661476753215,0.9903724936542695,0.9896355909567274,0.9895755333038843,0.9897473975700025,0.9896814053463576,0.9915023738125176,0.9903711380170779,0.9897787925527844,0.9909018984381873,0.9896888241902131,0.9915023738125177,0.9878666657349707,0.9864327293957282,0.9847677034645841,0.983900625466015,0.9831727096524905,0.9830428140124723,0.9832416347064271,0.9830366226483174,0.9829502715694415,0.0,0.24369100467921248,0.06446250582363357,0.5016980378520626,3.306811209375097,2.305937854774345,1.819660358632361,0.48738426853582023,0.11467951107361654,48.134216729181375,0.7089541265300721,2.4202666188821897,0.37272566522759776,0.8312915053693788,0.3867732685298539,0.0,0.25804498823647415,0.7166764213992123,2.0772543153836347,3.1927540089201303,1.7051948263862058,0.32231149829317723,2.191580509098034,0.0,30.312737536066102,0.7733396297020012,0.7596284445616738,0.0,3.420434224393001,0.6020272897940603,0.6445657464344685,1.5906770265348271,0.17918531207868404,12.442898231498047,10.143501518302152,9.174141140121089,8.203883126179672,3.530697018705614,1.17505032811363,4.680415909323378,2.039874925879007,0.6610573105871871,59.85413194918115,0.29819413598904676,0.0,0.29819413598904676,-0.29819413598904676,0.29819413598904676,0.2192413693956326,0.24819413598904677,0.1,0.1,0.05,0.0
17,1.0,1.0,0.9928583413132284,0.9932858238356223,0.9931526513647007,0.9929296864794362,0.992066813036983,0.9930555094851081,0.9920472204722915,0.9938134045505996,0.9940720872725975,0.993178530023188,0.9926671310166656,0.9930222631177371,0.9929378356149684,0.9940720872725975,0.9942021216480235,0.9924539573363862,0.9921145391438573,0.9922587649841083,0.9940720872725975,0.9919716351597924,0.9941495919718685,0.9920614654027513,0.9925481074673026,0.9929436760027663,0.9919921521020872,0.9919146027970167,0.9921365221324048,0.9920513098265379,0.9940720872725975,0.9929419255393839,0.9921770608311747,0.9936272687032837,0.9920608893914756,0.9940720872725975,0.9903161570228065,0.9888434657042858,0.9871334391383906,0.9862429266337367,0.9854953374487402,0.9853619311209043,0.9855661253392364,0.985355572422829,0.9852668875344381,0.0,0.3139126456418631,0.08302163186484247,0.6462596509266147,4.258022393891259,2.969687022816056,2.34369390490697,0.6278290400601431,0.14772590648900713,42.17480633189831,0.9130166295106299,3.1168311730311977,0.4801378275330485,1.0707889014899001,0.49812686124325356,0.0,0.3324099864602287,0.9231698958611385,2.675355659362536,4.111328444346399,2.1963229884142716,0.4151064494951153,2.8224954923020342,0.0,4.403763898326822,0.9959105523294953,0.9784795134304263,0.0,4.403996587947489,0.7754943979301621,0.8301179406964013,2.04886537201904,0.2308193660035658,12.746392769840131,10.391882334779485,9.399120090181318,8.40541679787641,3.617509179440255,1.2039641772482819,4.795497157040892,2.0900654566068755,0.6773259094902598,44.988451969779874,0.2239543685313318,0.0,0.2239543685313318,-0.2239543685313318,0.2239543685313318,0.19254582015223268,0.2239543685313318,0.1,0.1,0.0,0.0
18,1.0,1.0,0.9927053367934219,0.9931380437569121,0.9930032437300238,0.9927775538984784,0.9919041349220267,0.9929049146392558,0.9918843029084812,0.9936720722544877,0.9939263248119042,0.9930294386623232,0.9925117896365688,0.9928712619542487,0.9927858026279737,0.9939263248119042,0.9940655400246811,0.9922960106723829,0.9919524443094354,0.9920984327934612,0.9939263248119042,0.9918077938365479,0.9940123683615805,0.9918987219321405,0.9923913114510742,0.9927917143935716,0.9918285615248988,0.9917500644576271,0.9919746959611978,0.9918884422404207,0.9939263248119042,0.9927899425370507,0.9920157301002086,0.993483661563829,0.9918981388811923,0.9939263248119042,0.9903022901433324,0.9888761048935434,0.9872200791980318,0.9863576881572766,0.9856337070655603,0.9855045135715842,0.9857022595476859,0.9854983556746175,0.9854124713632811,0.0,0.31780121492255137,0.08404914276616776,0.6542647538531416,4.310674480594515,3.0064330798281724,2.3727084620920134,0.6356062720724193,0.14955587899305317,45.16041317582199,0.9243137378794801,3.1553927149083965,0.4860859519373962,1.084050620691478,0.5042918536781256,0.0,0.3365280901394274,0.9346043070514846,2.7084696787537244,4.162176245148956,2.2235164180629217,0.42024396141678805,2.85742488598188,0.0,4.4581965809610224,1.0082319917458786,0.9905979809766966,0.0,4.458435058603942,0.7851000931203442,0.8403905996539427,2.0742355145794265,0.23367863913779366,12.345570880299029,10.063858357231473,9.10200516475158,8.139268050305366,3.5028643794479035,1.1657805509397912,4.643519985688445,2.023783810035888,0.6558416228501964,47.61146602698324,0.2369313250141572,0.0,0.2369313250141572,-0.2369313250141572,0.2369313250141572,0.20615645700835894,0.2369313250141572,0.1,0.1,0.0,0.0
19,1.0,1.0,0.9930486887449052,0.9934524219802952,0.9933266480603488,0.9931160702477119,0.9923011347394649,0.993234903010469,0.9922826306624137,0.9939506923371612,0.9941731723372504,0.9933510889999693,0.9928681013579896,0.9932035036835714,0.9931237666485743,0.9941731723372503,0.9943178138056963,0.9926667707885964,0.9923462093671551,0.9924824225736864,0.9941731723372503,0.9922112445795572,0.9942682024765844,0.9922960841992512,0.9927556902998653,0.9931292825668588,0.9922306216793428,0.9921573807157988,0.9923669710652945,0.9922864928278451,0.9941731723372503,0.9931276293524984,0.992405257589668,0.993774897482583,0.9922955401889495,0.9941731723372503,0.9911067796543156,0.989889871479824,0.9884768494293333,0.9877410048346298,0.9871232600438901,0.9870130242810858,0.9871817531995952,0.9870077699880986,0.9869344882594162,0.0,0.2964028557573515,0.07839458922347035,0.6102134550724294,4.02090756665789,2.804211330734567,2.213039232895143,0.5928090537462909,0.13948575501076557,46.9119211204222,0.8621431400870128,2.9431783622029255,0.453354230103947,1.011072084814483,0.4703649228824704,0.0,0.31386675029054467,0.8716816390062977,2.526238852904517,3.882342006059658,2.0738699872215123,0.3919714215646233,2.6652020468664066,0.0,4.158623764886558,0.9404238553784494,0.9239106981925449,0.0,4.158831269111009,0.732240826269238,0.783858173917394,1.9346234372200768,0.21794438556922854,10.531320843532828,8.580127078464313,7.7584318163047135,6.936089634522386,2.9846715213004855,0.993214006162398,3.9565853423244315,1.724227700659015,0.5587482501065384,48.487942743854646,0.24114119047187701,0.0,0.24114119047187701,-0.24114119047187701,0.24114119047187701,0.21422184048844056,0.24114119047187701,0.1,0.1,0.0,0.0
20,1.0,1.0,0.9928905242874223,0.9933389056740194,0.9931992226366076,0.9929653573925799,0.9920602995941503,0.9930973316623887,0.992039749183635,0.9938922788767381,0.9941643070607653,0.9932263664569231,0.9926899660577565,0.9930624599389375,0.9929739049249304,0.9941643070607653,0.9942999996653233,0.9924663706934024,0.992110358945951,0.9922616357323626,0.9941643070607653,0.9919604686389358,0.9942449019062385,0.9920546905235422,0.9925651236576456,0.9929800308389547,0.9919819886182402,0.9919006480648477,0.9921334166439156,0.9920440384591754,0.9941643070607653,0.9929781947985145,0.992175937207946,0.9936970431771648,0.9920540863520945,0.9941643070607653,0.9908639886893305,0.9895618194668292,0.9880497959112037,0.9872623953465166,0.9866013690910247,0.9864834098065433,0.9866639604916602,0.9864777873785266,0.9863993712632747,0.0,0.3292614412776133,0.0870772494069746,0.6778569979737223,4.465835142821467,3.114723710543064,2.4582164052415347,0.6585270068888954,0.1549491004148252,44.005481335044934,0.957606274090666,3.269032835441927,0.5036160762576745,1.1231346270162097,0.5224602732486721,0.0,0.3486648474708059,0.9683031353523617,2.8060581073391115,4.312021219420668,2.303657839724144,0.43538436607518155,2.9603624699385063,0.0,4.6186014282042915,1.0445430361767092,1.026312676411363,0.0,4.618857375796592,0.8134094930683348,0.8706642704298445,2.1490038959500817,0.24210536979382935,11.269385692347965,9.183531922696021,8.304768213767908,7.425265454145068,3.1953368493067957,1.0633644202223114,4.235850696309701,1.8460016721242998,0.5982174191041288,46.23199821810907,0.23004102042429284,0.0,0.23004102042429284,-0.23004102042429284,0.23004102042429284,0.20092263050047832,0.23004102042429284,0.1,0.1,0.0,0.0
21,1.0,1.0,0.9884892044294806,0.989571684734136,0.9892344625803794,0.9886698661716731,0.9864848797501573,0.9889884778537358,0.9864352670425376,0.9909076358038564,0.9917137721297836,0.9892999930679572,0.9880050176633939,0.9889042906975476,0.9886905015854067,0.9917137721297836,0.9918919534776826,0.9874652147514966,0.9866057328096461,0.9869709445395194,0.9917137721297836,0.9862438683120268,0.9917589367182389,0.9864713383574009,0.9877036237087262,0.9887052907391887,0.9862958217482085,0.9860994497540778,0.9866613985992247,0.986445622192043,0.9917137721297836,0.9887008581787067,0.9867640515515586,0.9904362986657167,0.9864698797694386,0.9917137721297836,0.987862821445473,0.986335872968767,0.9845628452968559,0.983639524370489,0.9828643923704043,0.9827260710626665,0.982937788241082,0.982719478096294,0.9826275258633093,0.0,0.7993941021838853,0.21113226331763343,1.645609785201398,10.81387278686142,7.54968948568244,5.962755781765876,1.598812515086965,0.37620043089700284,57.89071432672876,2.3210240701643037,7.922128745275413,1.222837098983983,2.7260014175617986,1.2667746310792525,0.0,0.8466241262524383,2.3504939424323372,6.804536108869002,10.444334343281945,5.5888540153709885,1.0556502585873309,7.176945048834241,0.0,11.177276261155864,2.531331078372024,2.491001295358195,0.0,11.178775380561419,1.974620331172193,2.110686504390654,5.214391371276482,0.5877978496678861,13.246778411553695,10.801500765546187,9.770180209218516,8.73784489272664,3.760713321714653,1.2516623644021982,4.985333595067462,2.1728626786338694,0.7041639024379807,61.923642938077315,0.3083080736517016,0.0,0.3083080736517016,-0.3083080736517016,0.3083080736517016,0.2635141944729053,0.3083080736517016,0.1,0.1,0.0,0.0
22,1.0,1.0,0.9916751190939014,0.9922256214553294,0.9920541249475682,0.9917669957915826,0.990655806812384,0.991929027823574,0.9906305759489826,0.9929050280140174,0.9932489424932603,0.9920874509009383,0.9914288827818349,0.9918862139006933,0.9917774900647259,0.9932489424932603,0.9934056091345295,0.9911543625190393,0.9907172674175778,0.990902998205336,0.9932489424932603,0.9905332388864353,0.9933379626010376,0.9906489202494992,0.9912756069364905,0.9917850111845519,0.990559660142489,0.990459793894556,0.9907455766149664,0.9906358421272504,0.9932489424932603,0.9917827569772447,0.9907977814379311,0.9926653264633668,0.9906481784751556,0.9932489424932603,0.9895196445093125,0.9880469531907918,0.9863369266248966,0.9854464141202427,0.9846988249352462,0.9845654186074104,0.9847696128257424,0.9845590599093349,0.984470375020944,0.0,0.4048254117420235,0.10703847207619253,0.8334123778260493,5.4884018792872995,3.8285307817484875,3.0219257445283683,0.8096570580783807,0.19050991545996215,50.85088761366582,1.1770553270042206,4.018073731264845,0.6192048434027695,1.380824504375131,0.6422259621526127,0.0,0.4286917107211218,1.1904923617547847,3.4493734768471924,5.299606756602889,2.832006048134314,0.5351895182148517,3.638909134337885,0.0,5.675614995926277,1.2838815472680565,1.2617879091703774,0.0,5.676001506554447,1.0000662770510973,1.0702211972666587,2.64194222686134,0.2976678131714841,12.756612826229716,10.400247266556573,9.406697176212994,8.412204559218319,3.6204331246571813,1.2049380511970398,4.799373241462407,2.0917559670252794,0.6778738690638302,53.40157161810304,0.26571965570599926,0.0,0.26571965570599926,-0.26571965570599926,0.26571965570599926,0.2319578629658367,0.26571965570599926,0.1,0.1,0.0,0.0
23,1.0,1.0,0.9929742136461652,0.9933290237988086,0.9932184907541569,0.9930334300772157,0.992317245808174,0.9931378630715717,0.9923009839951065,0.9937669153714619,0.9939726300385595,0.9932399700200616,0.9928155092525202,0.9931102686131699,0.9930401938532079,0.9939726300385595,0.9940895502522978,0.9926385752679073,0.9923568584388153,0.9924765657711946,0.9939726300385595,0.992238248246016,0.9940459506629848,0.9923128072760268,0.9927167198014775,0.9930450413704222,0.9922552772917572,0.9921909114303991,0.9923751043017769,0.9923043781558694,0.9939726300385595,0.9930435884872107,0.9924087513894239,0.9936124227666442,0.9923123291871274,0.9939726300385595,0.9892832256655082,0.9874617390654952,0.9853467062434281,0.9842452829010263,0.9833206331352128,0.983155630574626,0.9834081865772413,0.9831477658692445,0.9830380766670362,0.0,0.2604814907718429,0.06890078550934481,0.5362640148819887,3.5343205213878988,2.4646744689688616,1.9449733482809282,0.5209655627648256,0.12258111461233491,37.927755479433486,0.757756198003208,2.586854880321161,0.3984083363944274,0.8885588955496735,0.41340269503435,0.0,0.27582588967835925,0.7660513909890145,2.2202839434832264,3.4124503157112582,1.8226367023503913,0.3445027498897124,2.342461409455674,0.0,3.655534431742566,0.82656901501386,0.8119589907609075,0.0,3.6556947661816706,0.6435049861229671,0.6889400952575258,1.7002403431505866,0.19153136462040704,15.767060272241626,12.866537616702042,11.641494127614466,10.415024652263824,4.483368696453216,1.4924068745259964,5.943310927861766,2.5907534802334062,0.8396264728267199,41.879252348687636,0.20866712076041138,0.0,0.20866712076041138,-0.20866712076041138,0.20866712076041138,0.1731465849482232,0.20866712076041138,0.1,0.1,0.0,0.0
24,1.0,1.0,0.9882454074047432,0.9893863104091853,0.9890308879901993,0.9884358196677366,0.9861329070306647,0.9887716271865916,0.9860806166684859,0.99079436428571,0.9916846518632126,0.9890999552331214,0.9877350885252555,0.9886828963533215,0.9884575687983447,0.9916846518632126,0.9918318067098942,0.9871661518329744,0.9862602826679617,0.9866452052924916,0.9916846518632126,0.9858788879296377,0.9916916108838476,0.9861186347934574,0.9874174279942303,0.9884731561396668,0.9859336453521754,0.9857266749369832,0.9863189528038541,0.9860915306972506,0.9916846518632126,0.9884684843488271,0.9864271460534021,0.990297588543282,0.9861170974838352,0.9916846518632126,0.9867186952634343,0.9847809434915921,0.982530908493566,0.9813591814914171,0.9803755114924032,0.9801999768471671,0.9804686534553583,0.9801916101390135,0.980074919494169,0.0,0.8428390365560096,0.22257975216748407,1.735032731333092,11.398812874378983,7.9587926999855325,6.286289982986706,1.6857050981037822,0.39664677742331,47.79603577242461,2.4467871369308747,8.351259515481752,1.2893084607192395,2.8740753890367445,1.3354574536981543,0.0,0.8926477415628027,2.4781989061505727,7.173553959863932,11.009568894966657,5.892198172725909,1.112886471216864,7.565986840767495,0.0,11.78124103736812,2.6684497860119207,2.626310269292198,0.0,11.782906555963784,2.081915429703446,2.225090553186871,5.497482999161883,0.6197435552109775,16.811651047859907,13.72338174954849,12.418282252171124,11.111567073139993,4.783568189980195,1.5924364156058122,6.341265914661966,2.764383920664498,0.8959135415386655,54.12508808126659,0.2698593208711196,0.0,0.2698593208711196,-0.2698593208711196,0.2698593208711196,0.21746758202986316,0.2698593208711196,0.1,0.1,0.0,0.0
25,1.0,1.0,0.9879094314837038,0.9891116069386222,0.9887370964793027,0.9881100698797768,0.9856834788055747,0.9884639120163763,0.9856283801778252,0.9905952806628303,0.9915507033101745,0.9888098729939202,0.987371705814902,0.9883704158739027,0.9881329870522981,0.9915507033101744,0.9916884391639383,0.9867722142505885,0.9858176951798999,0.9862232901598859,0.9915507033101745,0.985415817552036,0.9915407140897654,0.985668440074683,0.9870369852541636,0.9881494115152646,0.9854735157341716,0.9852554299266406,0.9858795162085342,0.9856398803469404,0.9915507033101744,0.9881444888248552,0.9859935200006954,0.9900718254682865,0.9856668202035044,0.9915507033101745,0.986166278777064,0.9840735068541145,0.9816434690453781,0.9803780038773977,0.9793156402737113,0.9791260628560085,0.9794162335941528,0.9791170268111622,0.9789910009141665,0.0,0.888508831351667,0.23461048693690198,1.829033836230913,12.013402556870584,8.388713304471413,6.62633438415999,1.7770476958032715,0.41814029804638864,44.733882740925864,2.578948737675063,8.80220970830777,1.3591853834243566,3.029723837886646,1.407639524241163,0.0,0.9410295922655563,2.6124395405153495,7.561381935560793,11.603485553960036,6.211033043786797,1.1730387806263716,7.97484035937726,0.0,12.415749891421331,2.8125403801693456,2.768540748413659,0.0,12.417599656688212,2.1947029727610055,2.3453194237293986,5.795039113319079,0.6533252850589792,18.15920809453464,14.82955471243681,13.421386407563748,12.011341350492984,5.17142413562211,1.7216926360696396,6.855421371471343,2.9887427177959003,0.9686485578775413,52.01341139659994,0.2594695876209485,0.0,0.2594695876209485,-0.2594695876209485,0.2594695876209485,0.20346037498351877,0.2594695876209485,0.1,0.1,0.0,0.0
