period,timestamp,cop_t,bus_0_voltage_pu,bus_1_voltage_pu,bus_2_voltage_pu,bus_3_voltage_pu,bus_4_voltage_pu,bus_5_voltage_pu,bus_6_voltage_pu,bus_7_voltage_pu,bus_8_voltage_pu,bus_9_voltage_pu,bus_10_voltage_pu,bus_11_voltage_pu,bus_12_voltage_pu,bus_13_voltage_pu,bus_14_voltage_pu,bus_15_voltage_pu,bus_16_voltage_pu,bus_17_voltage_pu,bus_18_voltage_pu,bus_19_voltage_pu,bus_20_voltage_pu,bus_21_voltage_pu,bus_22_voltage_pu,bus_23_voltage_pu,bus_24_voltage_pu,bus_25_voltage_pu,bus_26_voltage_pu,bus_27_voltage_pu,bus_28_voltage_pu,bus_29_voltage_pu,bus_30_voltage_pu,bus_31_voltage_pu,bus_32_voltage_pu,bus_33_voltage_pu,bus_34_voltage_pu,bus_35_voltage_pu,bus_36_voltage_pu,bus_37_voltage_pu,bus_38_voltage_pu,bus_39_voltage_pu,bus_40_voltage_pu,bus_41_voltage_pu,bus_42_voltage_pu,bus_43_voltage_pu,line_0_loading_pct,line_1_loading_pct,line_2_loading_pct,line_3_loading_pct,line_4_loading_pct,line_5_loading_pct,line_6_loading_pct,line_7_loading_pct,line_8_loading_pct,line_9_loading_pct,line_10_loading_pct,line_11_loading_pct,line_12_loading_pct,line_13_loading_pct,line_14_loading_pct,line_15_loading_pct,line_16_loading_pct,line_17_loading_pct,line_18_loading_pct,line_19_loading_pct,line_20_loading_pct,line_21_loading_pct,line_22_loading_pct,line_23_loading_pct,line_24_loading_pct,line_25_loading_pct,line_26_loading_pct,line_27_loading_pct,line_28_loading_pct,line_29_loading_pct,line_30_loading_pct,line_31_loading_pct,line_32_loading_pct,line_33_loading_pct,line_34_loading_pct,line_35_loading_pct,line_36_loading_pct,line_37_loading_pct,line_38_loading_pct,line_39_loading_pct,line_40_loading_pct,line_41_loading_pct,transformer_0_loading_pct,ext_grid_import_mw,ext_grid_export_mw,net_grid_power_mw,transformer_signed_p_mw,transformer_grid_mw,electricity_price_eur_mwh,ambient_temp_c,hp_elec_mw,gross_load_mw,pv_gen_bus_1_mw,pv_gen_bus_3_mw,pv_gen_bus_4_mw,pv_gen_bus_5_mw,pv_gen_bus_6_mw,pv_gen_bus_7_mw,pv_gen_bus_8_mw,pv_gen_bus_10_mw,pv_gen_bus_11_mw,pv_gen_bus_12_mw,pv_gen_bus_13_mw,pv_gen_bus_16_mw,pv_gen_bus_17_mw,pv_gen_bus_20_mw,pv_gen_bus_22_mw,pv_gen_bus_23_mw,pv_gen_bus_24_mw,pv_gen_bus_25_mw,pv_gen_bus_26_mw,pv_gen_bus_27_mw,pv_gen_bus_28_mw,pv_gen_bus_30_mw,pv_gen_bus_31_mw,pv_gen_bus_32_mw,pv_gen_bus_33_mw,pv_gen_bus_35_mw,pv_gen_bus_36_mw,pv_gen_bus_37_mw,pv_gen_bus_39_mw,pv_gen_bus_40_mw,pv_gen_bus_41_mw,pv_gen_bus_42_mw,pv_gen_bus_43_mw,pv_avail_bus_1_mw,pv_avail_bus_3_mw,pv_avail_bus_4_mw,pv_avail_bus_5_mw,pv_avail_bus_6_mw,pv_avail_bus_7_mw,pv_avail_bus_8_mw,pv_avail_bus_10_mw,pv_avail_bus_11_mw,pv_avail_bus_12_mw,pv_avail_bus_13_mw,pv_avail_bus_16_mw,pv_avail_bus_17_mw,pv_avail_bus_20_mw,pv_avail_bus_22_mw,pv_avail_bus_23_mw,pv_avail_bus_24_mw,pv_avail_bus_25_mw,pv_avail_bus_26_mw,pv_avail_bus_27_mw,pv_avail_bus_28_mw,pv_avail_bus_30_mw,pv_avail_bus_31_mw,pv_avail_bus_32_mw,pv_avail_bus_33_mw,pv_avail_bus_35_mw,pv_avail_bus_36_mw,pv_avail_bus_37_mw,pv_avail_bus_39_mw,pv_avail_bus_40_mw,pv_avail_bus_41_mw,pv_avail_bus_42_mw,pv_avail_bus_43_mw,load_flex_p_bus_0_mw,load_nonflex_p_bus_0_mw,load_flex_q_bus_0_mvar,load_nonflex_q_bus_0_mvar,load_flex_p_bus_1_mw,load_nonflex_p_bus_1_mw,load_flex_q_bus_1_mvar,load_nonflex_q_bus_1_mvar,load_flex_p_bus_2_mw,load_nonflex_p_bus_2_mw,load_flex_q_bus_2_mvar,load_nonflex_q_bus_2_mvar,load_flex_p_bus_3_mw,load_nonflex_p_bus_3_mw,load_flex_q_bus_3_mvar,load_nonflex_q_bus_3_mvar,load_flex_p_bus_4_mw,load_nonflex_p_bus_4_mw,load_flex_q_bus_4_mvar,load_nonflex_q_bus_4_mvar,load_flex_p_bus_5_mw,load_nonflex_p_bus_5_mw,load_flex_q_bus_5_mvar,load_nonflex_q_bus_5_mvar,load_flex_p_bus_6_mw,load_nonflex_p_bus_6_mw,load_flex_q_bus_6_mvar,load_nonflex_q_bus_6_mvar,load_flex_p_bus_7_mw,load_nonflex_p_bus_7_mw,load_flex_q_bus_7_mvar,load_nonflex_q_bus_7_mvar,load_flex_p_bus_8_mw,load_nonflex_p_bus_8_mw,load_flex_q_bus_8_mvar,load_nonflex_q_bus_8_mvar,load_flex_p_bus_9_mw,load_nonflex_p_bus_9_mw,load_flex_q_bus_9_mvar,load_nonflex_q_bus_9_mvar,load_flex_p_bus_10_mw,load_nonflex_p_bus_10_mw,load_flex_q_bus_10_mvar,load_nonflex_q_bus_10_mvar,load_flex_p_bus_11_mw,load_nonflex_p_bus_11_mw,load_flex_q_bus_11_mvar,load_nonflex_q_bus_11_mvar,load_flex_p_bus_12_mw,load_nonflex_p_bus_12_mw,load_flex_q_bus_12_mvar,load_nonflex_q_bus_12_mvar,load_flex_p_bus_13_mw,load_nonflex_p_bus_13_mw,load_flex_q_bus_13_mvar,load_nonflex_q_bus_13_mvar,load_flex_p_bus_14_mw,load_nonflex_p_bus_14_mw,load_flex_q_bus_14_mvar,load_nonflex_q_bus_14_mvar,load_flex_p_bus_15_mw,load_nonflex_p_bus_15_mw,load_flex_q_bus_15_mvar,load_nonflex_q_bus_15_mvar,load_flex_p_bus_16_mw,load_nonflex_p_bus_16_mw,load_flex_q_bus_16_mvar,load_nonflex_q_bus_16_mvar,load_flex_p_bus_17_mw,load_nonflex_p_bus_17_mw,load_flex_q_bus_17_mvar,load_nonflex_q_bus_17_mvar,load_flex_p_bus_18_mw,load_nonflex_p_bus_18_mw,load_flex_q_bus_18_mvar,load_nonflex_q_bus_18_mvar,load_flex_p_bus_19_mw,load_nonflex_p_bus_19_mw,load_flex_q_bus_19_mvar,load_nonflex_q_bus_19_mvar,load_flex_p_bus_20_mw,load_nonflex_p_bus_20_mw,load_flex_q_bus_20_mvar,load_nonflex_q_bus_20_mvar,load_flex_p_bus_21_mw,load_nonflex_p_bus_21_mw,load_flex_q_bus_21_mvar,load_nonflex_q_bus_21_mvar,load_flex_p_bus_22_mw,load_nonflex_p_bus_22_mw,load_flex_q_bus_22_mvar,load_nonflex_q_bus_22_mvar,load_flex_p_bus_23_mw,load_nonflex_p_bus_23_mw,load_flex_q_bus_23_mvar,load_nonflex_q_bus_23_mvar,load_flex_p_bus_24_mw,load_nonflex_p_bus_24_mw,load_flex_q_bus_24_mvar,load_nonflex_q_bus_24_mvar,load_flex_p_bus_25_mw,load_nonflex_p_bus_25_mw,load_flex_q_bus_25_mvar,load_nonflex_q_bus_25_mvar,load_flex_p_bus_26_mw,load_nonflex_p_bus_26_mw,load_flex_q_bus_26_mvar,load_nonflex_q_bus_26_mvar,load_flex_p_bus_27_mw,load_nonflex_p_bus_27_mw,load_flex_q_bus_27_mvar,load_nonflex_q_bus_27_mvar,load_flex_p_bus_28_mw,load_nonflex_p_bus_28_mw,load_flex_q_bus_28_mvar,load_nonflex_q_bus_28_mvar,load_flex_p_bus_29_mw,load_nonflex_p_bus_29_mw,load_flex_q_bus_29_mvar,load_nonflex_q_bus_29_mvar,load_flex_p_bus_30_mw,load_nonflex_p_bus_30_mw,load_flex_q_bus_30_mvar,load_nonflex_q_bus_30_mvar,load_flex_p_bus_31_mw,load_nonflex_p_bus_31_mw,load_flex_q_bus_31_mvar,load_nonflex_q_bus_31_mvar,load_flex_p_bus_32_mw,load_nonflex_p_bus_32_mw,load_flex_q_bus_32_mvar,load_nonflex_q_bus_32_mvar,load_flex_p_bus_33_mw,load_nonflex_p_bus_33_mw,load_flex_q_bus_33_mvar,load_nonflex_q_bus_33_mvar,load_flex_p_bus_34_mw,load_nonflex_p_bus_34_mw,load_flex_q_bus_34_mvar,load_nonflex_q_bus_34_mvar,load_flex_p_bus_35_mw,load_nonflex_p_bus_35_mw,load_flex_q_bus_35_mvar,load_nonflex_q_bus_35_mvar,load_flex_p_bus_36_mw,load_nonflex_p_bus_36_mw,load_flex_q_bus_36_mvar,load_nonflex_q_bus_36_mvar,load_flex_p_bus_37_mw,load_nonflex_p_bus_37_mw,load_flex_q_bus_37_mvar,load_nonflex_q_bus_37_mvar,load_flex_p_bus_38_mw,load_nonflex_p_bus_38_mw,load_flex_q_bus_38_mvar,load_nonflex_q_bus_38_mvar,load_flex_p_bus_39_mw,load_nonflex_p_bus_39_mw,load_flex_q_bus_39_mvar,load_nonflex_q_bus_39_mvar,load_flex_p_bus_40_mw,load_nonflex_p_bus_40_mw,load_flex_q_bus_40_mvar,load_nonflex_q_bus_40_mvar,load_flex_p_bus_41_mw,load_nonflex_p_bus_41_mw,load_flex_q_bus_41_mvar,load_nonflex_q_bus_41_mvar,load_flex_p_bus_42_mw,load_nonflex_p_bus_42_mw,load_flex_q_bus_42_mvar,load_nonflex_q_bus_42_mvar,load_flex_p_bus_43_mw,load_nonflex_p_bus_43_mw,load_flex_q_bus_43_mvar,load_nonflex_q_bus_43_mvar,hp_elec_bus_0_mw,hp_elec_bus_1_mw,hp_elec_bus_2_mw,hp_elec_bus_3_mw,hp_elec_bus_4_mw,hp_elec_bus_5_mw,hp_elec_bus_6_mw,hp_elec_bus_7_mw,hp_elec_bus_8_mw,hp_elec_bus_9_mw,hp_elec_bus_10_mw,hp_elec_bus_11_mw,hp_elec_bus_12_mw,hp_elec_bus_13_mw,hp_elec_bus_14_mw,hp_elec_bus_15_mw,hp_elec_bus_16_mw,hp_elec_bus_17_mw,hp_elec_bus_18_mw,hp_elec_bus_19_mw,hp_elec_bus_20_mw,hp_elec_bus_21_mw,hp_elec_bus_22_mw,hp_elec_bus_23_mw,hp_elec_bus_24_mw,hp_elec_bus_25_mw,hp_elec_bus_26_mw,hp_elec_bus_27_mw,hp_elec_bus_28_mw,hp_elec_bus_29_mw,hp_elec_bus_30_mw,hp_elec_bus_31_mw,hp_elec_bus_32_mw,hp_elec_bus_33_mw,hp_elec_bus_34_mw,hp_elec_bus_35_mw,hp_elec_bus_36_mw,hp_elec_bus_37_mw,hp_elec_bus_38_mw,hp_elec_bus_39_mw,hp_elec_bus_40_mw,hp_elec_bus_41_mw,hp_elec_bus_42_mw,hp_elec_bus_43_mw,bess_energy_bus_21_mwh,bess_total_capacity_mwh,bess_charge_bus_21_mw,bess_discharge_bus_21_mw,meta_enable_rt_policies,meta_enable_drcc_rt_budgets,meta_enable_drcc_network_tightening,meta_drcc_tighten_trafo,meta_drcc_tighten_lines,meta_drcc_tighten_voltages,meta_network_tightening_active,meta_rt_budgets_active,meta_enforce_base_trafo_limits,meta_enforce_base_line_limits,meta_enforce_base_volt_limits,meta_drcc_epsilon,meta_drcc_k_epsilon,meta_rt_budget_mode,meta_pv_std_from_csv,meta_pv_relative_std,meta_pv_std_correlation,meta_hp_fully_correlated,meta_rho_temp_avg,meta_hp_include_residual,meta_hp_residual_sigma_norm,meta_hp_pred_pmax_mw,meta_hp_coeff_b0,meta_hp_coeff_bhdd,meta_hp_coeff_bpi,meta_hp_coeff_btav,meta_hp_coeff_a1,meta_hp_coeff_a2,meta_dt_hours,meta_time_start,meta_time_end,meta_bess_eff,meta_bess_initial_soc,meta_bess_capacity_mwh,meta_electricity_price_eur_mwh,chi0_mw,chi_minus,lambda0_mw,lambda_plus,lambda_minus,rho_plus0_mw,rho_plus1,rho_minus0_mw,rho_minus1,p0_dis_mw,p0_ch_mw,E_down_mwh,E_up_mwh,D_plus_max_mw,D_minus_max_mw,flex_curtail_da_mw
1,2023-01-10 00:00:00,1.0,1.0,0.9913114838014678,0.9923972889170963,0.9920590309939938,0.9914927004416483,0.9893010028894086,0.991812290731462,0.989251237797608,0.9937373433268564,0.9942653282062155,0.9921247627568126,0.9908258098679326,0.9917278449965455,0.9915133992365351,0.9942653282062155,0.9944214063165591,0.9902843489649965,0.9894222271460238,0.9897885606145206,0.9942653282062155,0.9890592511907205,0.9945912589905412,0.9892874199046057,0.9905234901893293,0.9915282338148302,0.9891113642005719,0.9889143890548105,0.9894780639116721,0.9892616247526942,0.9942653282062155,0.9915237876398503,0.9895810321599617,0.9932645584885763,0.9892859568366273,0.9942653282062155,0.9897991538455718,0.9880474263486563,0.9860133948321647,0.984954153685611,0.9840649160597177,0.9839062327499205,0.9841491163891902,0.9838986692462023,0.9837931809095757,0.0,0.7995668935574687,0.2111777983429425,1.64596544498936,10.816199802020861,7.551316836330973,5.964042665400131,1.599158108345013,0.37628175095747046,53.35828264761917,2.321524338391959,7.923835793905547,1.2231014694770523,2.726590360493284,1.2670478330568773,0.0,0.8468071712638904,2.351001864802344,6.806003946279709,10.446582908006823,5.59006057156368,1.055877928943616,7.178492570294785,0.0,16.07449162039024,2.5318765258633116,2.4915394673473124,0.0,11.18117885306633,1.9750470747561457,2.1111415802669367,5.2155173580155205,0.5879249056369878,15.158154814891544,12.367326533152513,11.189012931972343,10.009378752372724,4.308562009295793,1.4341653015906755,5.711581046964862,2.489657290733703,0.8068542911958074,46.05906238904864,0.22913895039678428,7.298041453730325e-12,0.22913895038948623,-0.22913895038610543,0.22913895038948623,89.29,-5.185000000000002,0.2307356525340011,0.27913895035389436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006823933361889329,0.0,0.00013856587687209444,0.0,0.0,0.0,0.0,0.0,0.0006823933361889329,0.0,0.00013856587687209444,0.0,0.000383846251606274,0.0,7.794330574055296e-05,0.0,0.0015353850064251003,0.0,0.0003117732229622127,0.0,0.00038384625160627506,0.0,7.794330574055318e-05,0.0,0.0006823933361889329,0.0,0.00013856587687209444,0.0,0.0006823933361889329,0.0,0.00013856587687209444,0.0,0.0,0.0,0.0,0.0,0.000383846251606274,0.0,7.794330574055296e-05,0.0,0.0015353850064251003,0.0,0.0003117732229622127,0.0,0.0006823933361889329,0.0,0.00013856587687209444,0.0,0.0015353850064251003,0.0,0.0003117732229622127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006823933361889329,0.0,0.00013856587687209444,0.0,0.0015353850064251003,0.0,0.0003117732229622127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006823933361889329,0.0,0.00013856587687209444,0.0,0.0,0.0,0.0,0.0,0.000383846251606274,0.0,7.794330574055296e-05,0.0,0.0006823933361889329,0.0,0.00013856587687209444,0.0,0.0015353850064251003,0.0,0.0003117732229622127,0.0,0.0006823933361889329,0.0,0.00013856587687209444,0.0,0.001535385006425099,0.0,0.00031177322296221244,0.0,0.0006823933361889329,0.0,0.00013856587687209444,0.0,0.000383846251606274,0.0,7.794330574055296e-05,0.0,0.000383846251606274,0.0,7.794330574055296e-05,0.0,0.000383846251606274,0.0,7.794330574055296e-05,0.0,0.0006823933361889329,0.0,0.00013856587687209444,0.0,0.0006823933361889329,0.0,0.00013856587687209444,0.0,0.0006823933361889329,0.0,0.00013856587687209444,0.0,0.0,0.0,0.0,0.0,0.005192407501785894,0.0,0.001054363312778599,0.0,0.0021739837637235046,0.0,0.00044144623130176617,0.0,0.0021739837637235046,0.0,0.00044144623130176617,0.0,0.0,0.0,0.0,0.0,0.005192407501785894,0.0,0.001054363312778599,0.0,0.0025872203469106177,0.0,0.0005253574984087137,0.0,0.005821245780548891,0.0,0.0011820543714196059,0.0,0.003036390546027045,0.0,0.0006165653974380043,0.0,0.001455311445137222,0.0,0.0002955135928549013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2307356525340011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,1.6112467772436952e-11,0.04999999998310474,True,True,True,True,True,True,True,True,True,True,True,0.3,1.5275252316519468,quantile_drcc,True,0.2,1.0,True,0.0,True,0.01616,0.3,0.331877,0.015908,-0.000492,-0.014595,0.013139,-0.00654,0.25,2023-01-10 00:00:00,2023-01-10 23:45:00,0.95,0.5,0.5,89.29,0.0,0.0,0.0,1.0000000216440608,1.0000000218284142,6.412903446569522e-12,0.0,6.334728291750109e-12,0.0,0.0,0.0,0.25,0.25,0.007728134284875208,0.007728134284875208,0.0
2,2023-01-10 00:15:00,1.0,1.0,0.9911966031612937,0.9919432723029816,0.991710664490146,0.9913212193297344,0.9898140677178883,0.9915409900822869,0.9897798460533869,0.9928647795435986,0.9934041389478752,0.9917558658602805,0.9908626226579109,0.9914829197863363,0.9913354531468251,0.9934041389478752,0.9935437384442316,0.9904902794612971,0.9898974292809678,0.990149343637013,0.9934041389478752,0.9896478237660381,0.9934519866459601,0.989804727187568,0.9906547282837834,0.9913456543529933,0.9896836600093718,0.989548207283185,0.9899358262172884,0.989786988788973,0.9934041389478752,0.9913425968783063,0.9900066337797735,0.9925396624076407,0.9898037210883188,0.9934041389478752,0.9898827506436267,0.9884953203731157,0.9868842953123553,0.9860453387776849,0.9853410310574406,0.9852153482512821,0.9854077207030065,0.985209357688236,0.9851258071864146,0.0,0.5495484038589881,0.14524544684065055,1.131327904639733,7.444448438329989,5.194593214585711,4.10110535366583,1.0991082968115085,0.2586180887487241,47.78332570235257,1.5970226383287347,5.451431003052436,0.8405965424813,1.8742949757186298,0.8714637133619956,0.0,0.5819725255934246,1.6160044449125186,4.680786672570851,7.18898610150121,3.8435744346743004,0.726222000924292,4.937610695642473,0.0,7.697001727129633,1.7418773619220809,1.7127178226394386,0.0,7.697712199130613,1.357540828184005,1.452153388528498,3.585778115705966,0.40408352191518204,12.016401493634058,9.79453376502537,8.858079379577616,7.920786703108735,3.4087574311614985,1.1344386387565246,4.518768511516628,1.9693782345732165,0.6382070193600726,48.73865175288438,0.24269061871799907,7.708011850161463e-12,0.24269061871029107,-0.2426906187140571,0.24269061871029107,89.29,-5.0,0.20652132053008193,0.24269061796513725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046925736422861,0.0,9.52867718729046e-05,0.0,0.0,0.0,0.0,0.0,0.00046925736422861,0.0,9.52867718729046e-05,0.0,0.000263957267378593,0.0,5.359880917850881e-05,0.0,0.001055829069514373,0.0,0.00021439523671403548,0.0,0.000263957267378593,0.0,5.359880917850881e-05,0.0,0.00046925736422861,0.0,9.52867718729046e-05,0.0,0.00046925736422861,0.0,9.52867718729046e-05,0.0,0.0,0.0,0.0,0.0,0.000263957267378593,0.0,5.359880917850881e-05,0.0,0.001055829069514373,0.0,0.00021439523671403548,0.0,0.00046925736422861,0.0,9.52867718729046e-05,0.0,0.001055829069514373,0.0,0.00021439523671403548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046925736422861,0.0,9.52867718729046e-05,0.0,0.001055829069514373,0.0,0.00021439523671403548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046925736422861,0.0,9.52867718729046e-05,0.0,0.0,0.0,0.0,0.0,0.000263957267378593,0.0,5.359880917850881e-05,0.0,0.00046925736422861,0.0,9.52867718729046e-05,0.0,0.001055829069514373,0.0,0.00021439523671403548,0.0,0.00046925736422861,0.0,9.52867718729046e-05,0.0,0.001055829069514372,0.0,0.00021439523671403524,0.0,0.00046925736422861,0.0,9.52867718729046e-05,0.0,0.000263957267378593,0.0,5.359880917850881e-05,0.0,0.000263957267378593,0.0,5.359880917850881e-05,0.0,0.000263957267378593,0.0,5.359880917850881e-05,0.0,0.00046925736422861,0.0,9.52867718729046e-05,0.0,0.00046925736422861,0.0,9.52867718729046e-05,0.0,0.00046925736422861,0.0,9.52867718729046e-05,0.0,0.0,0.0,0.0,0.0,0.004112570795110065,0.0,0.0008350931174175713,0.0,0.001721872201412865,0.0,0.0003496410630018206,0.0,0.001721872201412865,0.0,0.0003496410630018206,0.0,0.0,0.0,0.0,0.0,0.004112570795110065,0.0,0.0008350931174175713,0.0,0.002049170223169029,0.0,0.00041610176092778643,0.0,0.004610633002130314,0.0,0.0009362289620875192,0.0,0.002404928942469208,0.0,0.0004883416499777493,0.0,0.001152658250532578,0.0,0.0002340572405218797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20652132053008193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25000000070374245,0.5,8.62342125142832e-10,1.0970843666847133e-10,True,True,True,True,True,True,True,True,True,True,True,0.3,1.5275252316519468,quantile_drcc,True,0.2,1.0,True,0.0,True,0.01616,0.3,0.331877,0.015908,-0.000492,-0.014595,0.013139,-0.00654,0.25,2023-01-10 00:00:00,2023-01-10 23:45:00,0.95,0.5,0.5,89.29,0.0,0.0,-0.0021835576827882656,1.832799527032244e-08,0.999999979082433,0.007728134153336163,0.0,1.725371808457121e-10,0.0,5.023631774288216e-10,0.002183558185151443,0.2505185948994986,0.2523540267910377,0.007728134284875208,0.007728134284875208,0.0
