datetime,temperature_K,temperature_mean_K,temperature_std_K
2023-01-01 00:00:00,279.695,279.95,0.32
2023-01-01 00:15:00,279.9,280.14,0.31
2023-01-01 00:30:00,279.86,280.06,0.31
2023-01-01 00:45:00,279.72,279.88,0.34
2023-01-01 01:00:00,279.86,280.03,0.34
2023-01-01 01:15:00,279.22,279.34,0.39
2023-01-01 01:30:00,279.4,279.47,0.49
2023-01-01 01:45:00,278.94,278.97,0.57
2023-01-01 02:00:00,279.38,279.42,0.53
2023-01-01 02:15:00,279.6,279.61,0.52
2023-01-01 02:30:00,279.14,279.1,0.54
2023-01-01 02:45:00,279.49,279.4,0.57
2023-01-01 03:00:00,279.67,279.62,0.52
2023-01-01 03:15:00,279.63,279.68,0.44
2023-01-01 03:30:00,279.5,279.64,0.44
2023-01-01 03:45:00,278.86,279.06,0.5
2023-01-01 04:00:00,278.83,278.98,0.44
2023-01-01 04:15:00,278.94,279.06,0.38
2023-01-01 04:30:00,279.59,279.68,0.35
2023-01-01 04:45:00,279.79,279.87,0.36
2023-01-01 05:00:00,279.76,279.85,0.34
2023-01-01 05:15:00,279.57,279.62,0.3
2023-01-01 05:30:00,279.36,279.37,0.28
2023-01-01 05:45:00,278.71,278.68,0.28
2023-01-01 06:00:00,279.3,279.29,0.26
2023-01-01 06:15:00,279.38,279.37,0.27
2023-01-01 06:30:00,280.17,280.16,0.36
2023-01-01 06:45:00,280.05,280.05,0.45
2023-01-01 07:00:00,280.21,280.21,0.37
2023-01-01 07:15:00,280.15,280.14,0.27
2023-01-01 07:30:00,279.5,279.49,0.26
2023-01-01 07:45:00,279.28,279.26,0.3
2023-01-01 08:00:00,279.83,279.79,0.26
2023-01-01 08:15:00,279.71,279.61,0.21
2023-01-01 08:30:00,280.29,280.13,0.19
2023-01-01 08:45:00,280.03,279.83,0.2
2023-01-01 09:00:00,280.3,280.13,0.19
2023-01-01 09:15:00,280.38,280.27,0.19
2023-01-01 09:30:00,280.33,280.27,0.23
2023-01-01 09:45:00,280.24,280.2,0.28
2023-01-01 10:00:00,280.45,280.41,0.25
2023-01-01 10:15:00,280.03,280.05,0.22
2023-01-01 10:30:00,279.93,280.03,0.23
2023-01-01 10:45:00,280.53,280.68,0.26
2023-01-01 11:00:00,280.2,280.33,0.24
2023-01-01 11:15:00,280.72,280.82,0.24
2023-01-01 11:30:00,280.99,281.07,0.24
2023-01-01 11:45:00,280.54,280.62,0.25
2023-01-01 12:00:00,280.34,280.42,0.24
2023-01-01 12:15:00,280.36,280.41,0.24
2023-01-01 12:30:00,280.48,280.5,0.27
2023-01-01 12:45:00,281.12,281.11,0.3
2023-01-01 13:00:00,280.65,280.66,0.28
2023-01-01 13:15:00,280.94,280.96,0.27
2023-01-01 13:30:00,280.5,280.55,0.28
2023-01-01 13:45:00,280.35,280.41,0.29
2023-01-01 14:00:00,280.26,280.31,0.28
2023-01-01 14:15:00,280.8,280.85,0.28
2023-01-01 14:30:00,280.47,280.53,0.28
2023-01-01 14:45:00,280.32,280.39,0.28
2023-01-01 15:00:00,280.18,280.24,0.26
2023-01-01 15:15:00,280.21,280.26,0.19
2023-01-01 15:30:00,280.31,280.34,0.18
2023-01-01 15:45:00,280.91,280.94,0.22
2023-01-01 16:00:00,280.4,280.44,0.19
2023-01-01 16:15:00,279.99,280.04,0.17
2023-01-01 16:30:00,279.76,279.83,0.2
2023-01-01 16:45:00,280.2,280.28,0.22
2023-01-01 17:00:00,279.88,279.96,0.2
2023-01-01 17:15:00,280.23,280.32,0.19
2023-01-01 17:30:00,279.8,279.92,0.19
2023-01-01 17:45:00,280.12,280.26,0.19
2023-01-01 18:00:00,279.78,279.91,0.18
2023-01-01 18:15:00,280.15,280.24,0.18
2023-01-01 18:30:00,280.25,280.31,0.21
2023-01-01 18:45:00,280.18,280.22,0.25
2023-01-01 19:00:00,279.78,279.81,0.22
2023-01-01 19:15:00,279.55,279.53,0.2
2023-01-01 19:30:00,279.49,279.4,0.2
2023-01-01 19:45:00,279.53,279.4,0.21
2023-01-01 20:00:00,279.36,279.26,0.2
2023-01-01 20:15:00,279.3,279.19,0.19
2023-01-01 20:30:00,279.32,279.19,0.2
2023-01-01 20:45:00,279.36,279.22,0.21
2023-01-01 21:00:00,279.67,279.56,0.19
2023-01-01 21:15:00,279.71,279.7,0.16
2023-01-01 21:30:00,279.1,279.19,0.2
2023-01-01 21:45:00,279.36,279.52,0.24
2023-01-01 22:00:00,279.08,279.19,0.21
2023-01-01 22:15:00,279.41,279.45,0.21
2023-01-01 22:30:00,279.43,279.42,0.23
2023-01-01 22:45:00,278.79,278.76,0.26
2023-01-01 23:00:00,279.14,279.13,0.24
2023-01-01 23:15:00,278.59,278.61,0.24
2023-01-01 23:30:00,278.78,278.83,0.27
2023-01-01 23:45:00,278.28,278.33,0.3
2023-01-02 00:00:00,278.23,278.43,0.26
2023-01-02 00:15:00,278.42,278.61,0.26
2023-01-02 00:30:00,278.35,278.54,0.26
2023-01-02 00:45:00,278.17,278.35,0.27
2023-01-02 01:00:00,278.32,278.5,0.27
2023-01-02 01:15:00,277.64,277.82,0.29
2023-01-02 01:30:00,277.77,277.95,0.32
2023-01-02 01:45:00,277.26,277.44,0.34
2023-01-02 02:00:00,277.68,277.86,0.33
2023-01-02 02:15:00,277.71,277.9,0.35
2023-01-02 02:30:00,277.04,277.25,0.39
2023-01-02 02:45:00,277.24,277.46,0.42
2023-01-02 03:00:00,277.5,277.68,0.37
2023-01-02 03:15:00,277.49,277.56,0.27
2023-01-02 03:30:00,277.35,277.31,0.23
2023-01-02 03:45:00,276.69,276.58,0.27
2023-01-02 04:00:00,276.66,276.6,0.24
2023-01-02 04:15:00,276.77,276.75,0.23
2023-01-02 04:30:00,277.42,277.42,0.24
2023-01-02 04:45:00,277.61,277.62,0.25
2023-01-02 05:00:00,277.6,277.59,0.24
2023-01-02 05:15:00,277.44,277.41,0.26
2023-01-02 05:30:00,277.27,277.21,0.27
2023-01-02 05:45:00,276.64,276.58,0.29
2023-01-02 06:00:00,277.14,277.1,0.27
2023-01-02 06:15:00,276.92,276.94,0.22
2023-01-02 06:30:00,277.41,277.49,0.23
2023-01-02 06:45:00,277.1,277.2,0.26
2023-01-02 07:00:00,277.42,277.5,0.24
2023-01-02 07:15:00,277.56,277.63,0.24
2023-01-02 07:30:00,277.07,277.14,0.25
2023-01-02 07:45:00,276.93,277.0,0.27
2023-01-02 08:00:00,277.4,277.46,0.26
2023-01-02 08:15:00,277.2,277.24,0.25
2023-01-02 08:30:00,277.72,277.74,0.26
2023-01-02 08:45:00,277.44,277.43,0.27
2023-01-02 09:00:00,277.72,277.73,0.24
2023-01-02 09:15:00,277.79,277.81,0.2
2023-01-02 09:30:00,277.73,277.75,0.19
2023-01-02 09:45:00,277.62,277.65,0.21
2023-01-02 10:00:00,277.83,277.86,0.19
2023-01-02 10:15:00,277.38,277.43,0.18
2023-01-02 10:30:00,277.26,277.32,0.19
2023-01-02 10:45:00,277.83,277.91,0.2
2023-01-02 11:00:00,277.52,277.58,0.19
2023-01-02 11:15:00,278.04,278.06,0.18
2023-01-02 11:30:00,278.3,278.29,0.19
2023-01-02 11:45:00,277.84,277.82,0.21
2023-01-02 12:00:00,277.68,277.66,0.2
2023-01-02 12:15:00,277.87,277.81,0.22
2023-01-02 12:30:00,278.17,278.06,0.3
2023-01-02 12:45:00,278.92,278.78,0.36
2023-01-02 13:00:00,278.38,278.26,0.33
2023-01-02 13:15:00,278.64,278.52,0.3
2023-01-02 13:30:00,278.2,278.09,0.3
2023-01-02 13:45:00,278.06,277.95,0.31
2023-01-02 14:00:00,277.98,277.88,0.31
2023-01-02 14:15:00,278.58,278.49,0.31
2023-01-02 14:30:00,278.32,278.25,0.31
2023-01-02 14:45:00,278.22,278.16,0.32
2023-01-02 15:00:00,278.08,278.01,0.29
2023-01-02 15:15:00,278.17,278.11,0.23
2023-01-02 15:30:00,278.34,278.3,0.22
2023-01-02 15:45:00,279.0,278.98,0.24
2023-01-02 16:00:00,278.51,278.48,0.22
2023-01-02 16:15:00,278.26,278.22,0.2
2023-01-02 16:30:00,278.22,278.18,0.19
2023-01-02 16:45:00,278.8,278.76,0.18
2023-01-02 17:00:00,278.42,278.38,0.18
2023-01-02 17:15:00,278.8,278.76,0.17
2023-01-02 17:30:00,278.44,278.4,0.17
2023-01-02 17:45:00,278.83,278.79,0.16
2023-01-02 18:00:00,278.48,278.45,0.16
2023-01-02 18:15:00,278.91,278.89,0.16
2023-01-02 18:30:00,279.08,279.07,0.21
2023-01-02 18:45:00,279.06,279.06,0.25
2023-01-02 19:00:00,278.68,278.67,0.22
2023-01-02 19:15:00,278.61,278.6,0.21
2023-01-02 19:30:00,278.73,278.72,0.22
2023-01-02 19:45:00,278.9,278.89,0.24
2023-01-02 20:00:00,278.74,278.72,0.23
2023-01-02 20:15:00,278.93,278.89,0.25
2023-01-02 20:30:00,279.23,279.18,0.29
2023-01-02 20:45:00,279.48,279.42,0.33
2023-01-02 21:00:00,279.78,279.72,0.3
2023-01-02 21:15:00,280.14,280.04,0.29
2023-01-02 21:30:00,279.92,279.77,0.32
2023-01-02 21:45:00,280.47,280.3,0.35
2023-01-02 22:00:00,280.1,279.97,0.33
2023-01-02 22:15:00,280.61,280.55,0.3
2023-01-02 22:30:00,280.89,280.89,0.3
2023-01-02 22:45:00,280.46,280.5,0.31
2023-01-02 23:00:00,280.81,280.83,0.3
2023-01-02 23:15:00,280.64,280.64,0.33
2023-01-02 23:30:00,281.27,281.25,0.39
2023-01-02 23:45:00,281.08,281.06,0.45
2023-01-03 00:00:00,282.51,281.98,0.81
2023-01-03 00:15:00,282.78,282.29,0.74
2023-01-03 00:30:00,282.85,282.45,0.63
2023-01-03 00:45:00,282.8,282.48,0.53
2023-01-03 01:00:00,282.94,282.61,0.54
2023-01-03 01:15:00,282.43,282.2,0.45
2023-01-03 01:30:00,282.77,282.64,0.41
2023-01-03 01:45:00,282.41,282.37,0.44
2023-01-03 02:00:00,282.8,282.7,0.37
2023-01-03 02:15:00,283.02,282.84,0.21
2023-01-03 02:30:00,282.57,282.34,0.18
2023-01-03 02:45:00,282.94,282.68,0.27
2023-01-03 03:00:00,283.09,282.88,0.2
2023-01-03 03:15:00,282.96,282.84,0.17
2023-01-03 03:30:00,282.73,282.71,0.26
2023-01-03 03:45:00,282.03,282.06,0.34
2023-01-03 04:00:00,281.95,281.95,0.28
2023-01-03 04:15:00,281.76,281.77,0.22
2023-01-03 04:30:00,282.08,282.1,0.21
2023-01-03 04:45:00,282.05,282.09,0.23
2023-01-03 05:00:00,282.15,282.19,0.21
2023-01-03 05:15:00,282.0,282.06,0.2
2023-01-03 05:30:00,281.78,281.86,0.22
2023-01-03 05:45:00,281.09,281.19,0.24
2023-01-03 06:00:00,281.6,281.69,0.22
2023-01-03 06:15:00,281.36,281.43,0.19
2023-01-03 06:30:00,281.81,281.87,0.21
2023-01-03 06:45:00,281.47,281.52,0.25
2023-01-03 07:00:00,281.82,281.87,0.22
2023-01-03 07:15:00,282.04,282.08,0.19
2023-01-03 07:30:00,281.63,281.65,0.19
2023-01-03 07:45:00,281.54,281.54,0.2
2023-01-03 08:00:00,281.95,281.97,0.19
2023-01-03 08:15:00,281.63,281.7,0.19
2023-01-03 08:30:00,282.04,282.17,0.21
2023-01-03 08:45:00,281.69,281.85,0.22
2023-01-03 09:00:00,282.03,282.18,0.2
2023-01-03 09:15:00,282.17,282.34,0.16
2023-01-03 09:30:00,282.16,282.36,0.17
2023-01-03 09:45:00,282.08,282.3,0.21
2023-01-03 10:00:00,282.27,282.47,0.19
2023-01-03 10:15:00,281.85,282.0,0.18
2023-01-03 10:30:00,281.76,281.87,0.19
2023-01-03 10:45:00,282.36,282.45,0.21
2023-01-03 11:00:00,282.03,282.11,0.2
2023-01-03 11:15:00,282.52,282.55,0.22
2023-01-03 11:30:00,282.76,282.73,0.25
2023-01-03 11:45:00,282.29,282.21,0.27
2023-01-03 12:00:00,282.11,282.08,0.25
2023-01-03 12:15:00,282.15,282.25,0.24
2023-01-03 12:30:00,282.3,282.51,0.28
2023-01-03 12:45:00,282.95,283.23,0.33
2023-01-03 13:00:00,282.44,282.66,0.3
2023-01-03 13:15:00,282.57,282.73,0.27
2023-01-03 13:30:00,281.99,282.1,0.27
2023-01-03 13:45:00,281.74,281.83,0.28
2023-01-03 14:00:00,281.69,281.8,0.27
2023-01-03 14:15:00,282.21,282.33,0.26
2023-01-03 14:30:00,281.84,281.97,0.25
2023-01-03 14:45:00,281.65,281.77,0.26
2023-01-03 15:00:00,281.54,281.64,0.24
2023-01-03 15:15:00,281.63,281.65,0.23
2023-01-03 15:30:00,281.78,281.72,0.25
2023-01-03 15:45:00,282.41,282.3,0.29
2023-01-03 16:00:00,281.89,281.81,0.26
2023-01-03 16:15:00,281.52,281.44,0.25
2023-01-03 16:30:00,281.34,281.26,0.26
2023-01-03 16:45:00,281.81,281.72,0.27
2023-01-03 17:00:00,281.44,281.37,0.26
2023-01-03 17:15:00,281.7,281.64,0.26
2023-01-03 17:30:00,281.19,281.15,0.28
2023-01-03 17:45:00,281.46,281.43,0.3
2023-01-03 18:00:00,281.15,281.11,0.27
2023-01-03 18:15:00,281.5,281.45,0.22
2023-01-03 18:30:00,281.56,281.51,0.2
2023-01-03 18:45:00,281.46,281.4,0.21
2023-01-03 19:00:00,281.07,281.02,0.21
2023-01-03 19:15:00,280.87,280.83,0.23
2023-01-03 19:30:00,280.83,280.79,0.26
2023-01-03 19:45:00,280.88,280.85,0.29
2023-01-03 20:00:00,280.71,280.67,0.27
2023-01-03 20:15:00,280.67,280.58,0.28
2023-01-03 20:30:00,280.7,280.57,0.3
2023-01-03 20:45:00,280.76,280.6,0.32
2023-01-03 21:00:00,281.06,280.92,0.29
2023-01-03 21:15:00,281.07,280.98,0.23
2023-01-03 21:30:00,280.43,280.38,0.21
2023-01-03 21:45:00,280.68,280.66,0.23
2023-01-03 22:00:00,280.4,280.36,0.21
2023-01-03 22:15:00,280.68,280.64,0.23
2023-01-03 22:30:00,280.65,280.61,0.26
2023-01-03 22:45:00,279.98,279.94,0.29
2023-01-03 23:00:00,280.34,280.31,0.27
2023-01-03 23:15:00,279.79,279.78,0.24
2023-01-03 23:30:00,279.96,279.99,0.25
2023-01-03 23:45:00,279.44,279.49,0.27
2023-01-04 00:00:00,280.03000000000003,279.94,0.28
2023-01-04 00:15:00,280.16,280.07,0.26
2023-01-04 00:30:00,279.97,279.89,0.23
2023-01-04 00:45:00,279.69,279.61,0.23
2023-01-04 01:00:00,279.84,279.76,0.22
2023-01-04 01:15:00,279.03,278.96,0.24
2023-01-04 01:30:00,279.01,278.95,0.28
2023-01-04 01:45:00,278.39,278.34,0.33
2023-01-04 02:00:00,278.84,278.79,0.3
2023-01-04 02:15:00,278.81,278.75,0.27
2023-01-04 02:30:00,278.05,277.99,0.27
2023-01-04 02:45:00,278.17,278.11,0.28
2023-01-04 03:00:00,278.42,278.36,0.27
2023-01-04 03:15:00,278.26,278.19,0.26
2023-01-04 03:30:00,277.95,277.87,0.28
2023-01-04 03:45:00,277.17,277.08,0.31
2023-01-04 04:00:00,277.08,277.01,0.29
2023-01-04 04:15:00,276.76,276.74,0.28
2023-01-04 04:30:00,276.94,276.95,0.29
2023-01-04 04:45:00,276.8,276.85,0.31
2023-01-04 05:00:00,276.86,276.88,0.31
2023-01-04 05:15:00,276.39,276.37,0.38
2023-01-04 05:30:00,275.81,275.74,0.49
2023-01-04 05:45:00,274.87,274.8,0.53
2023-01-04 06:00:00,275.44,275.38,0.46
2023-01-04 06:15:00,274.92,274.9,0.33
2023-01-04 06:30:00,275.04,275.06,0.27
2023-01-04 06:45:00,274.44,274.48,0.29
2023-01-04 07:00:00,274.85,274.87,0.27
2023-01-04 07:15:00,274.86,274.88,0.26
2023-01-04 07:30:00,274.17,274.19,0.28
2023-01-04 07:45:00,273.85,273.88,0.3
2023-01-04 08:00:00,274.35,274.38,0.28
2023-01-04 08:15:00,273.97,274.0,0.27
2023-01-04 08:30:00,274.29,274.32,0.28
2023-01-04 08:45:00,273.84,273.87,0.29
2023-01-04 09:00:00,274.24,274.26,0.26
2023-01-04 09:15:00,274.47,274.45,0.23
2023-01-04 09:30:00,274.54,274.47,0.26
2023-01-04 09:45:00,274.51,274.41,0.31
2023-01-04 10:00:00,274.62,274.54,0.27
2023-01-04 10:15:00,273.99,273.95,0.24
2023-01-04 10:30:00,273.7,273.68,0.23
2023-01-04 10:45:00,274.18,274.17,0.23
2023-01-04 11:00:00,273.9,273.89,0.23
2023-01-04 11:15:00,274.31,274.35,0.21
2023-01-04 11:30:00,274.43,274.53,0.2
2023-01-04 11:45:00,273.87,274.0,0.19
2023-01-04 12:00:00,273.73,273.84,0.19
2023-01-04 12:15:00,273.81,273.89,0.17
2023-01-04 12:30:00,273.96,274.03,0.17
2023-01-04 12:45:00,274.61,274.67,0.2
2023-01-04 13:00:00,274.11,274.17,0.19
2023-01-04 13:15:00,274.33,274.35,0.2
2023-01-04 13:30:00,273.84,273.82,0.23
2023-01-04 13:45:00,273.65,273.6,0.26
2023-01-04 14:00:00,273.58,273.56,0.24
2023-01-04 14:15:00,274.14,274.17,0.22
2023-01-04 14:30:00,273.83,273.9,0.22
2023-01-04 14:45:00,273.68,273.78,0.23
2023-01-04 15:00:00,273.57,273.64,0.21
2023-01-04 15:15:00,273.73,273.77,0.17
2023-01-04 15:30:00,273.96,273.98,0.16
2023-01-04 15:45:00,274.66,274.66,0.18
2023-01-04 16:00:00,274.13,274.14,0.17
2023-01-04 16:15:00,273.81,273.82,0.17
2023-01-04 16:30:00,273.7,273.71,0.2
2023-01-04 16:45:00,274.24,274.24,0.21
2023-01-04 17:00:00,273.86,273.86,0.2
2023-01-04 17:15:00,274.17,274.15,0.2
2023-01-04 17:30:00,273.72,273.69,0.21
2023-01-04 17:45:00,274.04,273.99,0.22
2023-01-04 18:00:00,273.71,273.68,0.21
2023-01-04 18:15:00,274.08,274.09,0.2
2023-01-04 18:30:00,274.17,274.23,0.22
2023-01-04 18:45:00,274.09,274.18,0.25
2023-01-04 19:00:00,273.68,273.74,0.23
2023-01-04 19:15:00,273.43,273.45,0.22
2023-01-04 19:30:00,273.34,273.32,0.23
2023-01-04 19:45:00,273.37,273.32,0.25
2023-01-04 20:00:00,273.21,273.18,0.24
2023-01-04 20:15:00,273.15,273.14,0.22
2023-01-04 20:30:00,273.16,273.16,0.21
2023-01-04 20:45:00,273.2,273.21,0.21
2023-01-04 21:00:00,273.54,273.56,0.21
2023-01-04 21:15:00,273.71,273.75,0.22
2023-01-04 21:30:00,273.23,273.31,0.25
2023-01-04 21:45:00,273.59,273.69,0.27
2023-01-04 22:00:00,273.26,273.35,0.25
2023-01-04 22:15:00,273.56,273.65,0.24
2023-01-04 22:30:00,273.59,273.68,0.23
2023-01-04 22:45:00,272.97,273.05,0.23
2023-01-04 23:00:00,273.35,273.44,0.23
2023-01-04 23:15:00,272.97,273.08,0.24
2023-01-04 23:30:00,273.34,273.46,0.25
2023-01-04 23:45:00,272.96,273.09,0.26
2023-01-05 00:00:00,273.415,273.3,0.23
2023-01-05 00:15:00,273.65,273.55,0.22
2023-01-05 00:30:00,273.66,273.59,0.21
2023-01-05 00:45:00,273.56,273.51,0.2
2023-01-05 01:00:00,273.7,273.65,0.2
2023-01-05 01:15:00,273.12,273.11,0.2
2023-01-05 01:30:00,273.37,273.39,0.2
2023-01-05 01:45:00,272.96,273.0,0.2
2023-01-05 02:00:00,273.37,273.4,0.2
2023-01-05 02:15:00,273.53,273.58,0.21
2023-01-05 02:30:00,273.01,273.08,0.23
2023-01-05 02:45:00,273.33,273.42,0.25
2023-01-05 03:00:00,273.56,273.64,0.23
2023-01-05 03:15:00,273.66,273.73,0.23
2023-01-05 03:30:00,273.66,273.72,0.27
2023-01-05 03:45:00,273.11,273.17,0.31
2023-01-05 04:00:00,273.04,273.08,0.28
2023-01-05 04:15:00,273.18,273.17,0.26
2023-01-05 04:30:00,273.87,273.81,0.25
2023-01-05 04:45:00,274.12,274.02,0.26
2023-01-05 05:00:00,274.05,273.98,0.25
2023-01-05 05:15:00,273.76,273.74,0.22
2023-01-05 05:30:00,273.45,273.48,0.2
2023-01-05 05:45:00,272.73,272.79,0.2
2023-01-05 06:00:00,273.29,273.32,0.2
2023-01-05 06:15:00,273.09,273.1,0.18
2023-01-05 06:30:00,273.59,273.58,0.18
2023-01-05 06:45:00,273.26,273.24,0.19
2023-01-05 07:00:00,273.55,273.55,0.18
2023-01-05 07:15:00,273.61,273.65,0.17
2023-01-05 07:30:00,273.04,273.1,0.17
2023-01-05 07:45:00,272.84,272.92,0.18
2023-01-05 08:00:00,273.34,273.41,0.18
2023-01-05 08:15:00,273.14,273.21,0.18
2023-01-05 08:30:00,273.65,273.72,0.18
2023-01-05 08:45:00,273.34,273.42,0.19
2023-01-05 09:00:00,273.64,273.72,0.17
2023-01-05 09:15:00,273.75,273.82,0.15
2023-01-05 09:30:00,273.73,273.78,0.17
2023-01-05 09:45:00,273.64,273.69,0.2
2023-01-05 10:00:00,273.79,273.84,0.17
2023-01-05 10:15:00,273.16,273.24,0.16
2023-01-05 10:30:00,272.85,272.95,0.16
2023-01-05 10:45:00,273.3,273.41,0.17
2023-01-05 11:00:00,273.02,273.13,0.16
2023-01-05 11:15:00,273.44,273.56,0.15
2023-01-05 11:30:00,273.56,273.69,0.16
2023-01-05 11:45:00,272.99,273.14,0.18
2023-01-05 12:00:00,272.83,272.97,0.16
2023-01-05 12:15:00,272.82,272.92,0.15
2023-01-05 12:30:00,272.9,272.94,0.17
2023-01-05 12:45:00,273.48,273.5,0.19
2023-01-05 13:00:00,273.02,273.06,0.18
2023-01-05 13:15:00,273.25,273.32,0.16
2023-01-05 13:30:00,272.74,272.84,0.15
2023-01-05 13:45:00,272.54,272.65,0.15
2023-01-05 14:00:00,272.5,272.58,0.15
2023-01-05 14:15:00,273.13,273.18,0.15
2023-01-05 14:30:00,272.89,272.91,0.15
2023-01-05 14:45:00,272.79,272.79,0.16
2023-01-05 15:00:00,272.65,272.65,0.14
2023-01-05 15:15:00,272.78,272.76,0.1
2023-01-05 15:30:00,273.0,272.96,0.11
2023-01-05 15:45:00,273.7,273.63,0.15
2023-01-05 16:00:00,273.15,273.11,0.12
2023-01-05 16:15:00,272.78,272.79,0.11
2023-01-05 16:30:00,272.61,272.68,0.13
2023-01-05 16:45:00,273.1,273.2,0.14
2023-01-05 17:00:00,272.77,272.84,0.13
2023-01-05 17:15:00,273.18,273.17,0.12
2023-01-05 17:30:00,272.82,272.74,0.12
2023-01-05 17:45:00,273.19,273.08,0.14
2023-01-05 18:00:00,272.83,272.74,0.12
2023-01-05 18:15:00,273.17,273.1,0.12
2023-01-05 18:30:00,273.26,273.19,0.14
2023-01-05 18:45:00,273.19,273.11,0.17
2023-01-05 19:00:00,272.8,272.73,0.15
2023-01-05 19:15:00,272.61,272.55,0.15
2023-01-05 19:30:00,272.59,272.54,0.17
2023-01-05 19:45:00,272.65,272.61,0.18
2023-01-05 20:00:00,272.51,272.46,0.17
2023-01-05 20:15:00,272.58,272.52,0.17
2023-01-05 20:30:00,272.74,272.67,0.17
2023-01-05 20:45:00,272.89,272.81,0.17
2023-01-05 21:00:00,273.14,273.07,0.17
2023-01-05 21:15:00,273.14,273.1,0.16
2023-01-05 21:30:00,272.51,272.49,0.18
2023-01-05 21:45:00,272.78,272.78,0.2
2023-01-05 22:00:00,272.53,272.52,0.19
2023-01-05 22:15:00,272.94,272.95,0.19
2023-01-05 22:30:00,273.05,273.08,0.21
2023-01-05 22:45:00,272.47,272.51,0.23
2023-01-05 23:00:00,272.83,272.86,0.22
2023-01-05 23:15:00,272.44,272.49,0.21
2023-01-05 23:30:00,272.81,272.88,0.2
2023-01-05 23:45:00,272.44,272.52,0.2
2023-01-06 00:00:00,272.835,272.89,0.19
2023-01-06 00:15:00,273.06,273.12,0.19
2023-01-06 00:30:00,273.06,273.14,0.19
2023-01-06 00:45:00,272.95,273.04,0.2
2023-01-06 01:00:00,273.09,273.18,0.2
2023-01-06 01:15:00,272.5,272.61,0.21
2023-01-06 01:30:00,272.73,272.86,0.23
2023-01-06 01:45:00,272.3,272.45,0.25
2023-01-06 02:00:00,272.71,272.86,0.24
2023-01-06 02:15:00,272.87,273.04,0.24
2023-01-06 02:30:00,272.35,272.54,0.25
2023-01-06 02:45:00,272.67,272.87,0.26
2023-01-06 03:00:00,272.88,273.07,0.24
2023-01-06 03:15:00,272.88,273.04,0.19
2023-01-06 03:30:00,272.77,272.91,0.18
2023-01-06 03:45:00,272.15,272.28,0.21
2023-01-06 04:00:00,272.1,272.23,0.19
2023-01-06 04:15:00,272.18,272.31,0.19
2023-01-06 04:30:00,272.8,272.92,0.21
2023-01-06 04:45:00,272.98,273.1,0.22
2023-01-06 05:00:00,272.97,273.09,0.21
2023-01-06 05:15:00,272.8,272.9,0.2
2023-01-06 05:30:00,272.61,272.7,0.21
2023-01-06 05:45:00,271.97,272.04,0.21
2023-01-06 06:00:00,272.48,272.56,0.2
2023-01-06 06:15:00,272.28,272.35,0.2
2023-01-06 06:30:00,272.79,272.85,0.22
2023-01-06 06:45:00,272.48,272.54,0.25
2023-01-06 07:00:00,272.76,272.83,0.23
2023-01-06 07:15:00,272.79,272.87,0.22
2023-01-06 07:30:00,272.19,272.27,0.22
2023-01-06 07:45:00,271.97,272.06,0.23
2023-01-06 08:00:00,272.45,272.54,0.23
2023-01-06 08:15:00,272.14,272.24,0.23
2023-01-06 08:30:00,272.54,272.65,0.24
2023-01-06 08:45:00,272.15,272.27,0.24
2023-01-06 09:00:00,272.5,272.61,0.23
2023-01-06 09:15:00,272.65,272.74,0.2
2023-01-06 09:30:00,272.64,272.71,0.21
2023-01-06 09:45:00,272.56,272.62,0.23
2023-01-06 10:00:00,272.73,272.8,0.21
2023-01-06 10:15:00,272.24,272.31,0.2
2023-01-06 10:30:00,272.07,272.15,0.19
2023-01-06 10:45:00,272.63,272.7,0.19
2023-01-06 11:00:00,272.3,272.37,0.19
2023-01-06 11:15:00,272.71,272.8,0.18
2023-01-06 11:30:00,272.86,272.96,0.18
2023-01-06 11:45:00,272.32,272.43,0.18
2023-01-06 12:00:00,272.17,272.28,0.16
2023-01-06 12:15:00,272.21,272.33,0.15
2023-01-06 12:30:00,272.33,272.47,0.2
2023-01-06 12:45:00,272.96,273.1,0.25
2023-01-06 13:00:00,272.49,272.62,0.21
2023-01-06 13:15:00,272.75,272.85,0.18
2023-01-06 13:30:00,272.29,272.37,0.18
2023-01-06 13:45:00,272.12,272.18,0.18
2023-01-06 14:00:00,272.05,272.12,0.18
2023-01-06 14:15:00,272.66,272.72,0.2
2023-01-06 14:30:00,272.39,272.45,0.22
2023-01-06 14:45:00,272.28,272.34,0.23
2023-01-06 15:00:00,272.11,272.17,0.21
2023-01-06 15:15:00,272.1,272.15,0.19
2023-01-06 15:30:00,272.16,272.22,0.21
2023-01-06 15:45:00,272.75,272.8,0.24
2023-01-06 16:00:00,272.26,272.31,0.22
2023-01-06 16:15:00,271.87,271.94,0.23
2023-01-06 16:30:00,271.67,271.74,0.25
2023-01-06 16:45:00,272.12,272.2,0.27
2023-01-06 17:00:00,271.81,271.88,0.26
2023-01-06 17:15:00,272.25,272.29,0.25
2023-01-06 17:30:00,271.92,271.93,0.25
2023-01-06 17:45:00,272.31,272.31,0.25
2023-01-06 18:00:00,271.95,271.96,0.24
2023-01-06 18:15:00,272.37,272.39,0.22
2023-01-06 18:30:00,272.53,272.56,0.25
2023-01-06 18:45:00,272.52,272.54,0.28
2023-01-06 19:00:00,272.08,272.1,0.25
2023-01-06 19:15:00,271.83,271.85,0.22
