period,cop_t,bus_0_voltage_pu,bus_1_voltage_pu,bus_2_voltage_pu,bus_3_voltage_pu,bus_4_voltage_pu,bus_5_voltage_pu,bus_6_voltage_pu,bus_7_voltage_pu,bus_8_voltage_pu,bus_9_voltage_pu,bus_10_voltage_pu,bus_11_voltage_pu,bus_12_voltage_pu,bus_13_voltage_pu,bus_14_voltage_pu,bus_15_voltage_pu,bus_16_voltage_pu,bus_17_voltage_pu,bus_18_voltage_pu,bus_19_voltage_pu,bus_20_voltage_pu,bus_21_voltage_pu,bus_22_voltage_pu,bus_23_voltage_pu,bus_24_voltage_pu,bus_25_voltage_pu,bus_26_voltage_pu,bus_27_voltage_pu,bus_28_voltage_pu,bus_29_voltage_pu,bus_30_voltage_pu,bus_31_voltage_pu,bus_32_voltage_pu,bus_33_voltage_pu,bus_34_voltage_pu,bus_35_voltage_pu,bus_36_voltage_pu,bus_37_voltage_pu,bus_38_voltage_pu,bus_39_voltage_pu,bus_40_voltage_pu,bus_41_voltage_pu,bus_42_voltage_pu,bus_43_voltage_pu,line_0_loading_pct,line_1_loading_pct,line_2_loading_pct,line_3_loading_pct,line_4_loading_pct,line_5_loading_pct,line_6_loading_pct,line_7_loading_pct,line_8_loading_pct,line_9_loading_pct,line_10_loading_pct,line_11_loading_pct,line_12_loading_pct,line_13_loading_pct,line_14_loading_pct,line_15_loading_pct,line_16_loading_pct,line_17_loading_pct,line_18_loading_pct,line_19_loading_pct,line_20_loading_pct,line_21_loading_pct,line_22_loading_pct,line_23_loading_pct,line_24_loading_pct,line_25_loading_pct,line_26_loading_pct,line_27_loading_pct,line_28_loading_pct,line_29_loading_pct,line_30_loading_pct,line_31_loading_pct,line_32_loading_pct,line_33_loading_pct,line_34_loading_pct,line_35_loading_pct,line_36_loading_pct,line_37_loading_pct,line_38_loading_pct,line_39_loading_pct,line_40_loading_pct,line_41_loading_pct,transformer_0_loading_pct,ext_grid_import_mw,ext_grid_export_mw,net_grid_power_mw,transformer_signed_p_mw,transformer_grid_mw,hp_elec_mw,gross_load_mw,bess_energy_bus_21_mwh,bess_total_capacity_mwh,bess_charge_bus_21_mw,bess_discharge_bus_21_mw,y_cap_mw,gamma0_mw,gamma_plus,chi0_mw,chi_minus,lambda0_mw,lambda_plus,lambda_minus,rho_plus0_mw,rho_plus1,rho_minus0_mw,rho_minus1,D_plus_max_mw,D_minus_max_mw
1,1.0,1.0,0.9917116809581396,0.992797486073768,0.9924592281506655,0.99189289759832,0.9897012000460804,0.9922124878881338,0.9896514349542797,0.9941375404835279,0.9947080952563244,0.9925249599134843,0.9912260070246042,0.9921280421532171,0.9919135963932069,0.9947080952563244,0.9948216034730327,0.9906845461216682,0.9898224243026956,0.9901887577711924,0.9947080952563244,0.9894594483473922,0.9949914561472127,0.9896876170612774,0.990923687346001,0.991928430971502,0.9895115613572437,0.9893145862114824,0.989878261068344,0.9896618219093658,0.9947080952563244,0.991923984796522,0.9899812293166336,0.9936647556452479,0.9896861539932991,0.9947080952563244,0.9901993510020455,0.9884476235051299,0.9864135919886382,0.9853543508420847,0.9844651132161912,0.984306429906394,0.9845493135456639,0.9842988664026758,0.9841933780660492,0.0,0.7992435794123955,0.2110925966129165,1.6452999612875447,10.811845663654198,7.548271859327074,5.961634745410093,1.5985114603895516,0.37612959101403626,35.8314332170326,2.3205882738324846,7.920641691785894,1.222606799430212,2.7254883749363743,1.266536637970292,0.0,0.8464646713031744,2.3500514788417197,6.8032574389228895,10.442375560656552,5.587802954377887,1.0554519292184028,7.175596963887385,0.0,16.068025185709608,2.530855925186026,2.4905324805453084,0.0,11.176681652655624,1.974248584421832,2.110290076311819,5.2134104964263095,0.5876871681211127,15.15205698746889,12.362328177107601,11.184482786871438,10.005317854441774,4.306812106569797,1.4335822957858941,5.709261314482826,2.4886453010297465,0.8065262396211824,32.59252195123775,0.13006375791682204,8.53057861077417e-14,0.13006375791673674,-0.1300637579167368,0.13006375791673674,0.13166046009650112,0.18006375791639434,0.05,0.1,1.6162942836680812e-13,0.04999999999981919,0.004264703136141727,0.004264703136141727,0.0,0.0,0.0,0.0,4.882293548255625e-10,9.670732404277977e-11,0.0,0.0,0.004264703137128937,0.0,0.004264703137370759,0.004264703137370759
2,1.0,1.0,0.9913853436483254,0.9921320127900134,0.9918994049771778,0.9915099598167663,0.9900028082049201,0.9917297305693189,0.9899685865404189,0.9930535200306305,0.993640279573771,0.9919446063473124,0.9910513631449428,0.9916716602733681,0.991524193633857,0.993640279573771,0.9937324789267217,0.990679019948329,0.9900861697679998,0.9903380841240449,0.993640279573771,0.9898365642530701,0.9936407271329919,0.9899934676745998,0.9908434687708153,0.9915343948400251,0.9898724004964037,0.9897369477702169,0.9901245667043203,0.9899757292760049,0.993640279573771,0.9915313373653382,0.9901953742668054,0.9927284028946726,0.9899924615753507,0.993640279573771,0.9900714911261168,0.9886840608556058,0.9870730357948455,0.986234079260175,0.9855297715399307,0.9854040887337722,0.9855964611854966,0.9853980981707261,0.9853145476689047,0.0,0.549443634425475,0.14521779880487704,1.1311122391893569,7.4430335409497435,5.1936047776047705,4.100324319856076,1.0988987535641683,0.2585687827884039,29.1414096090016,1.5967187677006471,5.4503939376929145,0.8404362646507982,1.8739377690714962,0.8712978285610785,0.0,0.5818615559829995,1.6156964193713925,4.679895541829477,7.187619310006068,3.842842292682544,0.7260837627375779,4.9366709420074715,0.0,7.695539434460276,1.7415459919255476,1.7123914096687818,0.0,7.696250030854071,1.3572820497174427,1.4518770227714297,3.585094966578632,0.40400648411319845,12.0141192079447,9.792666601850643,8.856388365994784,7.919272151449606,3.4081050804307953,1.1342213804836467,4.5179037324879365,1.969001101118667,0.6380847789163512,35.848494250446485,0.1431760209256217,8.530548817987742e-14,0.1431760209255364,-0.14317602092553644,0.1431760209255364,0.10700672348660739,0.1431760209216627,0.05000000000358596,0.1,4.789898745287686e-12,9.16199708371438e-13,0.004264703136141727,0.004264703136141727,0.0,0.0,0.0,0.0,4.882293548255625e-10,9.670732404277977e-11,0.0,0.0,0.004264703137128937,0.0,0.004264703137370759,0.004264703137370759
3,1.0,1.0,0.990921482753856,0.9917978216620293,0.9915248181784888,0.9910677403007332,0.9892988502740327,0.9913256773850286,0.9892586855284573,0.9928793618034772,0.9935946944834719,0.9915778694124826,0.9905295017634218,0.9912575223523514,0.9910844460235655,0.9935946944834719,0.9936762316143107,0.9900924958498672,0.9893966887637923,0.9896923516476643,0.9935946944834719,0.9891037356842891,0.9935685458104548,0.9892878876271446,0.9902855035603805,0.9910964188149617,0.9891457954033838,0.9889868193756517,0.9894417538768038,0.9892670687021488,0.9935946944834719,0.9910928303661034,0.9895248581843666,0.9924977834308801,0.9892867068043835,0.9935946944834719,0.9900356964768302,0.9886560172957729,0.9870539924706448,0.9862197228937886,0.9855193498953523,0.985394369235236,0.9855856669691072,0.9853884121393781,0.9853053284050962,0.0,0.6453212395677796,0.17051256821903962,1.3284711705046994,8.737154969023726,6.097851293625352,4.814939651950734,1.2906583217397982,0.30369033948448143,25.765357260437817,1.8747049058780125,6.399088209823693,0.9871146127558255,2.2008088401434684,1.0230630502054523,0.0,0.6834160993093779,1.8975701409248837,5.495197436015224,8.437812292878139,4.512747996881333,0.8525556286740461,5.796415072463877,0.0,9.032491085155973,2.044679072961417,2.0110839401311003,0.0,9.033470050358842,1.5940927967499106,1.7047107531724548,4.210190550954185,0.47450616955831754,11.947676773604133,9.738310460912265,8.80716062129658,7.875181871193114,3.3891145194485364,1.1278968079926361,4.492729178206605,1.9580224222800782,0.6345262587202573,33.29475903934177,0.1330592736259348,8.530527096130506e-14,0.13305927362584952,-0.1330592736258496,0.13305927362584952,0.09453179647907098,0.13305927362197414,0.05000000000717365,0.1,4.791514216405362e-12,9.160647834530903e-13,0.004549016678633695,0.004549016678633695,0.0,0.0,0.0,0.0,4.575841912922745e-10,9.06658512389881e-11,0.0,0.0,0.00454901667962031,0.0,0.0045490166798621435,0.0045490166798621435
4,1.0,1.0,0.9915370809759717,0.9922766254354303,0.9920462371555282,0.991660508062728,0.9901677376214787,0.9918781817729792,0.9901338424985088,0.9931893396968079,0.99377567572426,0.992091007216291,0.9912062872990222,0.9918206655810922,0.991674606061398,0.99377567572426,0.9938618199986848,0.9908374969838762,0.9902503037523998,0.9904998143533738,0.99377567572426,0.9900030799616868,0.9937709436963041,0.9901584862180645,0.9910003766433453,0.9916847099281312,0.990038574257253,0.9899044140146808,0.9902883343069394,0.990140917078444,0.99377567572426,0.9916816816277255,0.9903584662269559,0.9928673248134431,0.9901574897189676,0.99377567572426,0.9901803795349556,0.9887851981749909,0.9871651728785983,0.9863215293861136,0.9856132869440614,0.9854869019918605,0.9856803491614381,0.9854808779616262,0.9853968606922654,0.0,0.5441102228283036,0.14381032155561044,1.1201335258937295,7.371004330702558,5.143286274865262,4.060564456115397,1.0882317084881812,0.2560588053973815,27.222583723638238,1.581249575218097,5.3975997808531,0.8322771432671076,1.8557536824130978,0.8628531379891401,0.0,0.576212526456957,1.6000159856769032,4.634530854122206,7.1180392859021,3.805571427991108,0.7190464774046295,4.888830877859076,0.0,7.6211170145919525,1.7246768530536534,1.6957749166878315,0.0,7.621813932637651,1.3441086105926547,1.4378080554338102,3.5503182194742995,0.40008478429699873,12.079665654466101,9.846291919147571,8.904954990354343,7.962771090595362,3.426841115309552,1.1404612355528814,4.542740878031599,1.9798327128289044,0.641595638058893,34.07246822519724,0.13611500275491065,8.530534874505302e-14,0.13611500275482535,-0.13611500275482538,0.13611500275482535,0.09995972223857508,0.1361150027509499,0.050000000010761304,0.1,4.79161592039332e-12,9.16131565343625e-13,0.004833330221125528,0.004833330221125528,0.0,0.0,0.0,0.0,4.305715108826091e-10,8.533490114988431e-11,0.0,0.0,0.004833330222111682,0.0,0.004833330222353527,0.004833330222353527
5,1.0,1.0,0.9918127292563269,0.9924093045832059,0.9922234550894617,0.9919122953523006,0.990708108095465,0.9920878882638359,0.990680765595894,0.9931455724327779,0.9935747364745953,0.9922595701780035,0.9915458847908837,0.9920414911330928,0.9919236679182869,0.9935747364745953,0.9936880484811962,0.9912483892177724,0.9907747124975579,0.9909759875749815,0.9935747364745953,0.9905752821430057,0.9936147404343441,0.9907006451783334,0.9913797808938872,0.9919318185000701,0.9906039146622666,0.9904956903499308,0.9908053909648437,0.9906864725142319,0.9935747364745953,0.9919293756323272,0.9908619649443703,0.9928858096398231,0.9906998413229778,0.9935747364745953,0.9901088707156498,0.9887524445689584,0.9871774201790222,0.9863572113341152,0.9856686423823191,0.9855457681391326,0.9857338417518887,0.9855399114438292,0.9854582279980745,0.0,0.43868313665507785,0.11597970423319741,0.9031104484102671,5.94629984778933,4.148242369521612,3.2744520909207298,0.8773735943846814,0.20644363155151077,35.827239313588336,1.2753448673422934,4.35355076740696,0.6709977194565185,1.4962790609192873,0.6958725074533741,0.0,0.46455031011146625,1.2900441758698724,3.7375418169770325,5.741869203612618,3.0687014615523913,0.5798951843407946,3.942841603180156,0.0,6.148873683443802,1.39107539313595,1.3672894867021066,0.0,6.14932733046366,1.0836989823067762,1.1596050610838322,2.8627816199601726,0.32256355973639383,11.746171623209703,9.573473948619245,8.657880802524375,7.741485958102926,3.3315301292051958,1.1087193438331733,4.416393289061855,1.9247326559661881,0.623736092493862,41.228170563736974,0.16446830977938515,8.779337297513931e-14,0.16446830977929736,-0.16446830977929733,0.16446830977929736,0.13165923460276072,0.16446830975724283,0.05000000003163142,0.1,2.2850254717072567e-11,7.957575346125552e-13,0.004833330221284143,0.004833330221284143,0.0,0.0,0.0,0.0,4.029018094062224e-10,7.987012380018731e-11,0.0,0.0,0.004833330222143069,0.0,0.004833330222353527,0.004833330222353527
6,1.0,1.0,0.9917357901709741,0.9923185910103743,0.9921370326453598,0.9918330573586951,0.9906566739039007,0.9920045959584741,0.9906299627226244,0.9930378589744031,0.9934542455032743,0.9921723138629509,0.9914751069488515,0.9919592701035074,0.9918441673404598,0.9934542455032743,0.9935678096480736,0.9911844803306937,0.9907217404591178,0.9909183682423796,0.9934542455032743,0.990526914805427,0.9934961942303432,0.9906493833000614,0.9913128382692136,0.9918521297312775,0.9905548862207832,0.9904491607285763,0.9907517105830569,0.9906355378723966,0.9934542455032743,0.991849743267562,0.9908069783108203,0.9927840939141365,0.9906485980051372,0.9934542455032743,0.9897841071036004,0.9883501707643578,0.9866851448332138,0.9858180668346446,0.9850901510211202,0.9849602553811019,0.9851590760750566,0.984954064016947,0.9848677129380711,0.0,0.42857651447162637,0.11331089941228777,0.8823054621244346,5.809634232983709,4.052815489933252,3.1990757439415765,0.8571600165684322,0.2016873687093244,35.91183139299241,1.2460076583337691,4.253419261980581,0.6555373182535753,1.461816068864669,0.6798599386500986,0.0,0.4538463437927115,1.2603279407411503,3.6515279774770972,5.609868348318637,2.998049834164869,0.5665513120360904,3.8521235440033488,0.0,6.007627631167583,1.3590807109287066,1.335797442238404,0.0,6.008060674811256,1.0587345269842685,1.1329257458690638,2.796862410991531,0.31513210922481355,12.418885247599974,10.123851203355324,9.15634291610691,8.187940386013862,3.523829722648137,1.172763136320055,4.6713123806005346,2.0359046629390423,0.6597704093187307,41.53937512807742,0.16572749509179155,8.779339109250145e-14,0.16572749509170376,-0.16572749509170376,0.16572749509170376,0.13195921292256335,0.16572749506965637,0.050000000052494754,0.1,2.2843170391601936e-11,7.958142109185066e-13,0.0054019573062671945,0.0054019573062671945,0.0,0.0,0.0,0.0,3.604345229283069e-10,7.146595423118247e-11,0.0,0.0,0.00540195730712582,0.0,0.005401957307336295,0.005401957307336295
7,1.0,1.0,0.9915942220353051,0.9921798728086981,0.9919974266114755,0.9916919648658974,0.9905098288195319,0.9918643423005812,0.9904829870188426,0.9929026580398309,0.9933225952137281,0.9920328803565143,0.9913322640552792,0.991818794799237,0.9917031291761952,0.9933225952137281,0.9934352002067472,0.9910402162540649,0.990575213554434,0.9907728028603388,0.9933225952137281,0.9903794351906311,0.9933632345849691,0.9905025025641658,0.9911692018712487,0.9917111305036217,0.9904075433880268,0.9903013008912898,0.9906053302342277,0.9904885894314597,0.9933225952137281,0.9917087323699435,0.9906608682247728,0.9926476520519222,0.9905017134290985,0.9933225952137281,0.9894469735007864,0.9879355272029877,0.9861805000023413,0.9852665529916027,0.9844992904351341,0.9843623734194807,0.9845719411621899,0.9843558473874847,0.9842648286895789,0.0,0.43073612952563106,0.11388119074372603,0.8867511429348,5.838838673076116,4.073207172120033,3.2151826471524014,0.8614793172760334,0.20270370162299117,35.61300648633788,1.2522767036885443,4.274816343819695,0.65884093947869,1.4691802662755415,0.6832816315624798,0.0,0.4561335956784116,1.2666778178898557,3.669908058099522,5.6380758301307115,3.0131470830826834,0.569402736552364,3.871508938366753,0.0,6.037811174957231,1.3659176483210866,1.3425267950448925,0.0,6.038248581207243,1.064069020393317,1.138626810123187,2.81094837553241,0.31672008490219206,13.091922708026422,10.674721551667737,9.655330354791616,8.634947493363185,3.71638584945133,1.2368975407379308,4.926571541766889,2.1472331095820407,0.6958562539822397,41.57165694018152,0.16588658192841924,8.77933953241119e-14,0.16588658192833144,-0.16588658192833142,0.16588658192833144,0.13084108818862478,0.16588658190628858,0.05000000007335378,0.1,2.2838708257717063e-11,7.95874706305869e-13,0.006397054704986744,0.006397054704986744,0.0,0.0,0.0,0.0,3.044106490881178e-10,6.0352982378369e-11,0.0,0.0,0.00639705470584564,0.0,0.006397054706056139,0.006397054706056139
8,1.0,1.0,0.9917218219920407,0.9922276760800597,0.9920700887278329,0.9918062470669761,0.9907851806246248,0.9919551375559474,0.9907619961002884,0.9928519796420785,0.9931848846049223,0.9921007117931104,0.9914955565773849,0.9919157960391243,0.9918158902063019,0.9931848846049223,0.9933119613315536,0.9912433011704889,0.9908416564920649,0.9910123236587138,0.9931848846049223,0.990672553521191,0.9932498012429175,0.9907788525936632,0.9913547121080516,0.9918228013287184,0.9906968318918608,0.9906050652559448,0.9908676696833443,0.9907668351672781,0.9931848846049223,0.9918207299479915,0.9909156404550635,0.9926317189896326,0.9907781709806304,0.9931848846049223,0.989323734625593,0.9878122883277942,0.9860572611271478,0.9851433141164092,0.9843760515599406,0.9842391345442874,0.9844487022869965,0.9842326085122912,0.9841415898143854,0.0,0.3719436353094828,0.09835335159955629,0.7657226609389248,5.043536707598198,3.517962717185964,2.776646937983977,0.7438925335376426,0.17503553994117219,40.20028751447464,1.0815762693557363,3.692181826052597,0.568905701211309,1.2686933125016246,0.5901159975802405,0.0,0.39386744540268936,1.0938078434057645,3.169464157567455,4.869949150433644,2.6021096805608783,0.491764358346305,3.343677145050483,0.0,5.215788217315104,1.1797504059576347,1.159323199354933,0.0,5.216114622930176,0.9188430701597525,0.9833954508450312,2.4274507403534415,0.27348971388666404,13.093547005217504,10.67605128897312,9.656534948079843,8.636026701699647,3.7168507596885605,1.2370523940192644,4.927187843097537,2.147501912408016,0.6959433843427818,45.451600894269696,0.18124756971624423,8.779358642254356e-14,0.18124756971615644,-0.1812475697161564,0.18124756971615644,0.1477285053829821,0.1812475696941183,0.050000000094208304,0.1,2.2834044009551863e-11,7.959393062330175e-13,0.007107838561214861,0.007107838561214861,0.0,0.0,0.0,0.0,2.7401736229891036e-10,5.431980068814084e-11,0.0,0.0,0.007107838562074085,0.0,0.007107838562284598,0.007107838562284598
9,1.0,1.0,0.9912713504687384,0.9917938286727238,0.9916310624547325,0.9913585500438101,0.9903039278245085,0.9915123335895218,0.9902799813764664,0.9924386490103485,0.9927668148097718,0.9916626918999137,0.9910376491895091,0.9914716991743047,0.9913685100900665,0.9927668148097717,0.9929137472900234,0.9907771037969498,0.9903622596844014,0.9905385355647827,0.9927668148097718,0.9901875994046815,0.9928495444057519,0.9902973918325496,0.9908921760834862,0.9913756483358834,0.9902126756466328,0.9901178932414794,0.9903891277591713,0.9902849794719444,0.9927668148097717,0.9913735088824173,0.9904386750164641,0.9922111498305964,0.9902966878193536,0.9927668148097718,0.9890073300016821,0.9875268875937077,0.9858078607921802,0.9849126613297122,0.9841611374229077,0.9840270289490296,0.9842322978852146,0.9840206367837657,0.9839314851278355,0.0,0.384353681984579,0.10163142617331947,0.7912697959309912,5.211454340011704,3.6351838449074627,2.869222273021679,0.7687129839468352,0.18087578178870128,46.50240090555893,1.117614043599975,3.8151878735354408,0.5878892144564182,1.3110137413408482,0.6097841663524697,0.0,0.40701053256715386,1.1302982101126713,3.275111378027323,5.032124599262158,2.6888785590507123,0.5081545685911742,3.4551088561994647,0.0,5.38935763669558,1.2190541134373591,1.1979953153631884,0.0,5.389706128775786,0.9494979956711977,1.016166840598113,2.508404914911847,0.2826148667133845,12.830106139223696,10.460401767611499,9.46118659916479,8.461018236150016,3.6414605831223765,1.2119416697133392,4.827247978550217,2.1039132738808433,0.681814526299194,51.23569376312966,0.20418808244792683,8.782417594264169e-14,0.204188082447839,-0.20418808244783904,0.204188082447839,0.1708400923050814,0.20418808242473963,0.05000000011607113,0.1,2.389414945599566e-11,7.947725059590771e-13,0.006823525018725401,0.006823525018725401,0.0,0.0,0.0,0.0,2.8519745788357317e-10,5.653933989983363e-11,0.0,0.0,0.0068235250195830596,0.0,0.006823525019793214,0.006823525019793214
10,1.0,1.0,0.9909527524724153,0.9916115502481351,0.9914063167636433,0.9910627032524915,0.9897329199868912,0.9912566103994008,0.9897027256810117,0.9924246103928946,0.9928841987356485,0.9914461986342624,0.9906580762892467,0.9912053740757446,0.9910752619702902,0.9928841987356485,0.9930236663678453,0.9903295521062611,0.9898064711881812,0.9900287391354802,0.9928841987356485,0.9895862403672431,0.9929427123356751,0.9897246786919782,0.9904746478554022,0.9910842626528656,0.9896178592410927,0.9894983471978799,0.9898403494012077,0.9897090278275099,0.9928841987356485,0.9910815649954821,0.9899028240128729,0.9921377544964084,0.989723790994991,0.9928841987356485,0.9894853933111086,0.9881444691093293,0.9865874449189526,0.9857766098481809,0.9850959102212168,0.9849744402489179,0.985160364458412,0.9849686504869807,0.9848879005622138,0.0,0.48491484311950495,0.12818595704544977,0.9982799024120779,6.571265687057498,4.584677238263646,3.6192160472923054,0.9698386317321188,0.22820072905867478,44.129311845195474,1.4095179773567958,4.811491248613797,0.7417206941960554,1.6539210102120112,0.7691087574310265,0.0,0.5135153492537878,1.4259753345701445,4.130947031239661,6.34552353141283,3.3918619650222803,0.640925709077794,4.357750437600844,0.0,6.794740499747895,1.5373995705629873,1.511341612779941,0.0,6.795294458731485,1.1978948824169353,1.2816250567907295,3.1643011732897826,0.35655800068793597,11.619699209929125,9.47002663078364,8.564200082330807,7.657588692094803,3.295395442083008,1.0966855609575876,4.368491879343294,1.9038434204353947,0.6169653307794756,49.12802600807696,0.19583977026730215,8.782410443701364e-14,0.19583977026721433,-0.19583977026721433,0.19583977026721433,0.162084981256369,0.19583977024410784,0.05000000013794075,0.1,2.3901423770708207e-11,7.948985788883686e-13,0.006965681789971022,0.006965681789971022,0.0,0.0,0.0,0.0,2.793869151501613e-10,5.538589410539345e-11,0.0,0.0,0.006965681790828748,0.0,0.006965681791038906,0.006965681791038906
