epsilon,label,da_import_cost_mean,rt_imbalance_cost_mean,rt_pv_cost_mean,rt_bess_cost_mean,trafo_steps,line_steps,trafo_violation_probability_pct,horizon_timesteps,total_rt_cost_mean,is_deterministic,trafo_cvar90_loading_pct,trafo_cvar95_loading_pct,trafo_violation_excess_cvar90_pct,trafo_violation_excess_cvar95_pct,plot_order,import_cost_eur_mean,pv_rt_curt_cost_eur_mean,bess_rt_cycle_cost_eur_mean,total_cost_eur_mean,voltage_steps,line_steps_legacy,trafo_steps_legacy
,deterministic,811.0362299116133,29.69931435456816,0.0,1.1481584495068557,8350,1335,4.348958333333333,96,30.847472804075014,1,78.1707763671875,81.6554946899414,,,0,,,,,,,
0.3,0.30,808.7794149136612,33.95497342667123,5.406145764219212,0.7988555528585038,6179,1335,3.2182291666666667,96,40.15997474374895,0,76.78657531738281,79.79996490478516,,,1,812.7234710449306,4.36120165876958,0.0,817.0846727037002,0.0,1335.0,6179.0
0.2,0.20,807.5641339088978,43.58520793003669,0.0,0.6991730113733333,5238,1335,2.728125,96,44.28438094141002,0,75.91593933105469,78.73553466796875,,,2,806.2841969266339,0.0,0.0,806.2841969266339,0.0,1335.0,5238.0
0.1,0.10,804.656229620128,50.00192007839263,0.0,0.6185084886806395,2647,1335,1.3786458333333333,96,50.62042856707327,0,73.58820343017578,75.61781311035156,,,3,800.7450044054755,0.0,0.0,800.7450044054755,0.0,1335.0,2647.0
