file,mode,epsilon,mean_cost_eur,var95_cost_eur,cvar95_cost_eur,trafo_violation_rate_mean,trafo_violation_rate_max,n_trajectories,n_steps
v3_summary_drcc_false.csv,stochastic,,841.8299281836707,857.3074811591592,859.7834963511668,0.04223958333333333,0.57,200,96
v3_summary_drcc_true_epsilon_0_10.csv,drcc_true,0.1,827.5674034176802,841.3757668563783,842.9100294606781,0.036458333333333336,0.49,2,96
v3_summary_drcc_true_epsilon_0_20.csv,drcc_true,0.2,856.5027361657494,877.140928136344,879.8002934649985,0.039375,0.54,200,96
v3_summary_drcc_true_epsilon_0_30.csv,drcc_true,0.3,850.113573303754,869.2424757092652,871.7388566782189,0.03958333333333333,0.54,200,96
