file,mode,epsilon,mean_cost_eur,var95_cost_eur,cvar95_cost_eur,trafo_violation_rate_mean,trafo_violation_rate_max,n_trajectories,n_steps
v4_summary_drcc_true_epsilon_0_05_rt_on.csv,drcc_true,0.05,860.2779960898323,865.1797655423853,866.1692183471548,0.0,,100,96
v4_summary_drcc_true_epsilon_0_10_rt_off.csv,drcc_true,0.1,916.8739279661754,928.4366691184057,931.9010532301074,0.0125,,100,96
v4_summary_drcc_true_epsilon_0_10_rt_on.csv,drcc_true,0.1,864.8894186176054,869.7344705134949,870.80294880086,0.0059375,,100,96
v4_summary_drcc_true_epsilon_0_15_rt_on.csv,drcc_true,0.15,864.5656643918705,869.2196686822543,870.3041983439771,0.032812499999999994,,100,96
