timestamp,sample_id,soc_frac
2023-01-10 00:00:00,s0001,0.5201204811593935
2023-01-10 00:15:00,s0001,0.5411771481224807
2023-01-10 00:30:00,s0001,0.5674288874135458
2023-01-10 00:45:00,s0001,0.5522676426133177
2023-01-10 01:00:00,s0001,0.5448455523962674
2023-01-10 01:15:00,s0001,0.5756407863274051
2023-01-10 01:30:00,s0001,0.5616364489862354
2023-01-10 01:45:00,s0001,0.5522575043625543
2023-01-10 02:00:00,s0001,0.5178331442324555
2023-01-10 02:15:00,s0001,0.5263931149608694
2023-01-10 02:30:00,s0001,0.5357505456348334
2023-01-10 02:45:00,s0001,0.5129455910124922
2023-01-10 03:00:00,s0001,0.6132273172369406
2023-01-10 03:15:00,s0001,0.7066923219910763
2023-01-10 03:30:00,s0001,0.8448080975507185
2023-01-10 03:45:00,s0001,1.0
2023-01-10 04:00:00,s0001,0.98173390203089
2023-01-10 04:15:00,s0001,0.9710452603564613
2023-01-10 04:30:00,s0001,0.9895196888522895
2023-01-10 04:45:00,s0001,0.9973527103624561
2023-01-10 05:00:00,s0001,1.0
2023-01-10 05:15:00,s0001,1.0000000034742642
2023-01-10 05:30:00,s0001,1.0000000071665818
2023-01-10 05:45:00,s0001,0.9783562863485611
2023-01-10 06:00:00,s0001,0.968982942958111
2023-01-10 06:15:00,s0001,0.9724361198228402
2023-01-10 06:30:00,s0001,0.9068608498412289
2023-01-10 06:45:00,s0001,0.922937558187841
2023-01-10 07:00:00,s0001,0.9082381182486402
2023-01-10 07:15:00,s0001,0.9211742315649201
2023-01-10 07:30:00,s0001,0.9366116531534863
2023-01-10 07:45:00,s0001,0.9025173209961057
2023-01-10 08:00:00,s0001,0.9108637041667995
2023-01-10 08:15:00,s0001,0.8945417333545546
2023-01-10 08:30:00,s0001,0.9101208776932321
2023-01-10 08:45:00,s0001,0.9931125627076495
2023-01-10 09:00:00,s0001,1.0
2023-01-10 09:15:00,s0001,1.0000000002298384
2023-01-10 09:30:00,s0001,0.9560506683935388
2023-01-10 09:45:00,s0001,0.9440682551660265
2023-01-10 10:00:00,s0001,0.9553512267834583
2023-01-10 10:15:00,s0001,0.9252668824359769
2023-01-10 10:30:00,s0001,0.8982951663885423
2023-01-10 10:45:00,s0001,0.993295166729187
2023-01-10 11:00:00,s0001,0.9333977170447885
2023-01-10 11:15:00,s0001,0.9645335328522759
2023-01-10 11:30:00,s0001,0.8592703755078783
2023-01-10 11:45:00,s0001,0.8082253009888227
2023-01-10 12:00:00,s0001,0.8072577067720813
2023-01-10 12:15:00,s0001,0.9022577078779732
2023-01-10 12:30:00,s0001,0.8845668813082288
2023-01-10 12:45:00,s0001,0.9262349441347515
2023-01-10 13:00:00,s0001,0.9379916910763149
2023-01-10 13:15:00,s0001,0.9440059052185172
2023-01-10 13:30:00,s0001,0.9025988700531036
2023-01-10 13:45:00,s0001,0.8873385002454689
2023-01-10 14:00:00,s0001,0.9018609468943625
2023-01-10 14:15:00,s0001,0.9162411184485969
2023-01-10 14:30:00,s0001,0.9383126378596186
2023-01-10 14:45:00,s0001,0.9589802591715333
2023-01-10 15:00:00,s0001,0.9517847907186534
2023-01-10 15:15:00,s0001,0.9086069856155811
2023-01-10 15:30:00,s0001,0.898022786855632
2023-01-10 15:45:00,s0001,0.8839405168154142
2023-01-10 16:00:00,s0001,0.8638863815897755
2023-01-10 16:15:00,s0001,0.844600035917832
2023-01-10 16:30:00,s0001,0.8809746688144261
2023-01-10 16:45:00,s0001,0.882266968599664
2023-01-10 17:00:00,s0001,0.8773070515726054
2023-01-10 17:15:00,s0001,0.8660318843987092
2023-01-10 17:30:00,s0001,0.7960074694101125
2023-01-10 17:45:00,s0001,0.8087084990314154
2023-01-10 18:00:00,s0001,0.8684410161237431
2023-01-10 18:15:00,s0001,0.8903651330509482
2023-01-10 18:30:00,s0001,0.8850935723163764
2023-01-10 18:45:00,s0001,0.7924939880659166
2023-01-10 19:00:00,s0001,0.8130777504749112
2023-01-10 19:15:00,s0001,0.7333502654455937
2023-01-10 19:30:00,s0001,0.7492913743798959
2023-01-10 19:45:00,s0001,0.5112978217965745
