epsilon,label,da_import_cost_mean,rt_imbalance_cost_mean,rt_pv_cost_mean,rt_bess_cost_mean,trafo_steps,line_steps,trafo_violation_probability_pct,horizon_timesteps,total_rt_cost_mean,is_deterministic,trafo_cvar90_loading_pct,trafo_cvar95_loading_pct,trafo_violation_excess_cvar90_pct,trafo_violation_excess_cvar95_pct,plot_order,import_cost_eur_mean,pv_rt_curt_cost_eur_mean,bess_rt_cycle_cost_eur_mean,total_cost_eur_mean,voltage_steps,line_steps_legacy,trafo_steps_legacy
,deterministic,811.0362428911926,16.970642993851975,1.1986026689423879,0.7042205902140457,2790,366,2.90625,96,18.87346625300841,1,78.16709899902344,81.62824249267578,13.951154708862305,15.983806610107422,0,,,,,,,
0.3,0.30,808.8214747880388,22.448183813270045,0.0,0.4703707366343224,1534,366,1.5979166666666667,96,22.918554549904368,0,76.74334716796875,79.6008529663086,12.329536437988281,13.895416259765625,1,807.7671394323609,0.0,0.0,807.7671394323609,0.0,366.0,1534.0
0.2,0.20,807.612529544668,25.781118764219165,0.0,0.4418016772854174,1039,366,1.0822916666666667,96,26.222920441504584,0,75.85694885253906,78.5791015625,11.46234130859375,13.248260498046875,2,805.0952675454447,0.0,0.0,805.0952675454447,0.0,366.0,1039.0
0.1,0.10,804.7469501562351,26.081877785721495,7.214137333639312,0.469775940545951,437,366,0.4552083333333333,96,33.76579105990676,0,73.60713958740234,75.78993225097656,10.859004974365234,12.681831359863281,3,804.8526941082715,5.6522359271708105,0.0,810.5049300354424,0.0,366.0,437.0
