file,mode,epsilon,mean_cost_eur,var95_cost_eur,cvar95_cost_eur,trafo_violation_rate_mean,n_trajectories,n_steps
v3_summary_drcc_false.csv,stochastic,,829.9097091442013,874.704749528586,888.2613515438388,0.0290625,1000,96
v3_summary_drcc_true_epsilon_0_10.csv,drcc_true,0.1,838.5127412161418,904.625617772626,919.3689711640785,0.004552083333333333,1000,96
v3_summary_drcc_true_epsilon_0_20.csv,drcc_true,0.2,833.8354499861726,895.8592023869727,910.3484618470939,0.010822916666666666,1000,96
v3_summary_drcc_true_epsilon_0_30.csv,drcc_true,0.3,831.7400293379428,888.0804493885411,902.4684871238966,0.01597916666666667,1000,96
